source,source_url,published_at,symbol,related_symbols,title,summary,quality_flag
sample_announcement,,2025-12-31,000630,000630,公告: 000630 发布经营进展公告，订单合同和产能信息需要继续跟踪。,000630 发布经营进展公告，订单合同和产能信息需要继续跟踪。,sample_fallback
sample_announcement,,2025-12-30,601899,601899,公告: 601899 发布经营进展公告，订单合同和产能信息需要继续跟踪。,601899 发布经营进展公告，订单合同和产能信息需要继续跟踪。,sample_fallback
