source,source_url,published_at,symbol,related_symbols,title,summary,quality_flag,event_type,sentiment,impact_score,confidence
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225286342&orgId=9900004143&announcementTime=2026-05-09 00:00:00,2026-05-09 00:00:00,601899,601899,紫金矿业集团股份有限公司2026年员工持股计划管理办法,紫金矿业集团股份有限公司2026年员工持股计划管理办法,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225286337&orgId=9900004143&announcementTime=2026-05-09 00:00:00,2026-05-09 00:00:00,601899,601899,福建至理律师事务所关于紫金矿业集团股份有限公司2026年员工持股计划法律意见书,福建至理律师事务所关于紫金矿业集团股份有限公司2026年员工持股计划法律意见书,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225286335&orgId=9900004143&announcementTime=2026-05-09 00:00:00,2026-05-09 00:00:00,601899,601899,紫金矿业集团股份有限公司2026年员工持股计划（草案）摘要,紫金矿业集团股份有限公司2026年员工持股计划（草案）摘要,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225272773&orgId=9900004143&announcementTime=2026-05-01 00:00:00,2026-05-01 00:00:00,601899,601899,紫金矿业H股市场公告,紫金矿业H股市场公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225201092&orgId=9900004143&announcementTime=2026-04-28 00:00:00,2026-04-28 00:00:00,601899,601899,紫金矿业H股市场公告,紫金矿业H股市场公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225141516&orgId=9900004143&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,601899,601899,紫金矿业集团股份有限公司证券违法违规行为内部问责制度,紫金矿业集团股份有限公司证券违法违规行为内部问责制度,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225141515&orgId=9900004143&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,601899,601899,紫金矿业集团股份有限公司未来三年（2026-2028年度）股东分红回报规划,紫金矿业集团股份有限公司未来三年（2026-2028年度）股东分红回报规划,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225141513&orgId=9900004143&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,601899,601899,紫金矿业集团股份有限公司投资者关系管理制度,紫金矿业集团股份有限公司投资者关系管理制度,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225141512&orgId=9900004143&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,601899,601899,紫金矿业集团股份有限公司信息披露管理办法,紫金矿业集团股份有限公司信息披露管理办法,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225141511&orgId=9900004143&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,601899,601899,紫金矿业集团股份有限公司市值管理制度,紫金矿业集团股份有限公司市值管理制度,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225141510&orgId=9900004143&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,601899,601899,紫金矿业集团股份有限公司总裁工作细则,紫金矿业集团股份有限公司总裁工作细则,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225141509&orgId=9900004143&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,601899,601899,紫金矿业集团股份有限公司第九届董事会第三次会议决议公告,紫金矿业集团股份有限公司第九届董事会第三次会议决议公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225141507&orgId=9900004143&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,601899,601899,紫金矿业集团股份有限公司2026年第一季度报告,紫金矿业集团股份有限公司2026年第一季度报告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225102175&orgId=9900004143&announcementTime=2026-04-15 00:00:00,2026-04-15 00:00:00,601899,601899,紫金矿业集团股份有限公司关于回购股份实施结果暨股份变动的公告,紫金矿业集团股份有限公司关于回购股份实施结果暨股份变动的公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225078771&orgId=9900004143&announcementTime=2026-04-04 00:00:00,2026-04-04 00:00:00,601899,601899,中信证券股份有限公司关于紫金矿业集团股份有限公司分拆所属子公司紫金黄金国际有限公司境外上市之持续督导核查意见,中信证券股份有限公司关于紫金矿业集团股份有限公司分拆所属子公司紫金黄金国际有限公司境外上市之持续督导核查意见,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225075988&orgId=9900004143&announcementTime=2026-04-03 00:00:00,2026-04-03 00:00:00,601899,601899,紫金矿业集团股份有限公司关于以集中竞价交易方式回购公司A股股份的进展公告,紫金矿业集团股份有限公司关于以集中竞价交易方式回购公司A股股份的进展公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225075985&orgId=9900004143&announcementTime=2026-04-03 00:00:00,2026-04-03 00:00:00,601899,601899,紫金矿业集团股份有限公司关于2023年股票期权激励计划第一个行权期自主行权完毕暨股份变动公告,紫金矿业集团股份有限公司关于2023年股票期权激励计划第一个行权期自主行权完毕暨股份变动公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225071936&orgId=9900004143&announcementTime=2026-04-02 00:00:00,2026-04-02 00:00:00,601899,601899,紫金矿业H股市场公告,紫金矿业H股市场公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225027508&orgId=9900004143&announcementTime=2026-03-25 00:00:00,2026-03-25 00:00:00,601899,601899,紫金矿业集团股份有限公司关于回购A股股份事项前十名股东和前十名无限售条件股东持股情况的公告,紫金矿业集团股份有限公司关于回购A股股份事项前十名股东和前十名无限售条件股东持股情况的公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225025170&orgId=9900004143&announcementTime=2026-03-24 00:00:00,2026-03-24 00:00:00,601899,601899,紫金矿业集团股份有限公司关于以集中竞价交易方式首次回购公司A股股份的公告,紫金矿业集团股份有限公司关于以集中竞价交易方式首次回购公司A股股份的公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225024230&orgId=9900004143&announcementTime=2026-03-23 00:00:00,2026-03-23 00:00:00,601899,601899,紫金矿业集团股份有限公司关于拟通过协议收购A股和认购定向增发H股的方式获得赤峰吉隆黄金矿业股份有限公司控制权的公告,紫金矿业集团股份有限公司关于拟通过协议收购A股和认购定向增发H股的方式获得赤峰吉隆黄金矿业股份有限公司控制权的公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023679&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司关于续聘会计师事务所的公告,紫金矿业集团股份有限公司关于续聘会计师事务所的公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023678&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司涉及财务公司关联交易的存贷款等金融业务的专项说明,紫金矿业集团股份有限公司涉及财务公司关联交易的存贷款等金融业务的专项说明,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023677&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年年度报告摘要,紫金矿业集团股份有限公司2025年年度报告摘要,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023676&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第九届董事会第二次会议决议公告,紫金矿业集团股份有限公司第九届董事会第二次会议决议公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023675&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届董事会审计与内控委员会2025年度对会计师事务所履行监督职责情况的报告,紫金矿业集团股份有限公司第八届董事会审计与内控委员会2025年度对会计师事务所履行监督职责情况的报告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023674&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司关于控股子公司紫金矿业集团财务有限公司的风险持续评估报告,紫金矿业集团股份有限公司关于控股子公司紫金矿业集团财务有限公司的风险持续评估报告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023673&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年年度审计报告,紫金矿业集团股份有限公司2025年年度审计报告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023672&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年度募集资金存放、管理与实际使用情况的专项报告,紫金矿业集团股份有限公司2025年度募集资金存放、管理与实际使用情况的专项报告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023671&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年度内部控制审计报告,紫金矿业集团股份有限公司2025年度内部控制审计报告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023670&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2026年度担保计划的公告,紫金矿业集团股份有限公司2026年度担保计划的公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023669&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年度利润分配方案公告,紫金矿业集团股份有限公司2025年度利润分配方案公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023668&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司信息披露暂缓与豁免事务管理制度,紫金矿业集团股份有限公司信息披露暂缓与豁免事务管理制度,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023667&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年度会计师事务所履职情况评估报告,紫金矿业集团股份有限公司2025年度会计师事务所履职情况评估报告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023666&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（孙文德）,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（孙文德）,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023665&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司董事会关于独立董事独立性情况评估的专项意见,紫金矿业集团股份有限公司董事会关于独立董事独立性情况评估的专项意见,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023664&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年度内部控制评价报告,紫金矿业集团股份有限公司2025年度内部控制评价报告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023663&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（何福龙）,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（何福龙）,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023662&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,德勤华永会计师事务所（特殊普通合伙）关于紫金矿业集团股份有限公司非经营性资金占用及其他关联资金往来情况汇总表的专项审计报告,德勤华永会计师事务所（特殊普通合伙）关于紫金矿业集团股份有限公司非经营性资金占用及其他关联资金往来情况汇总表的专项审计报告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023661&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司关于子公司开展期货及衍生品交易的公告,紫金矿业集团股份有限公司关于子公司开展期货及衍生品交易的公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023660&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（薄少川）,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（薄少川）,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023659&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届董事会审计与内控委员会2025年度履职情况报告,紫金矿业集团股份有限公司第八届董事会审计与内控委员会2025年度履职情况报告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023658&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年年度报告,紫金矿业集团股份有限公司2025年年度报告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023657&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年度可持续发展报告摘要,紫金矿业集团股份有限公司2025年度可持续发展报告摘要,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023656&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（吴小敏）,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（吴小敏）,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023655&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年度募集资金存放、管理与实际使用情况审核报告,紫金矿业集团股份有限公司2025年度募集资金存放、管理与实际使用情况审核报告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023654&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司关于以集中竞价方式回购A股股份方案的公告暨回购报告书,紫金矿业集团股份有限公司关于以集中竞价方式回购A股股份方案的公告暨回购报告书,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023653&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年度可持续发展报告,紫金矿业集团股份有限公司2025年度可持续发展报告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023652&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,兴业证券股份有限公司关于紫金矿业集团股份有限公司2025年度募集资金存放、管理与使用情况的核查意见,兴业证券股份有限公司关于紫金矿业集团股份有限公司2025年度募集资金存放、管理与使用情况的核查意见,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023651&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（李常青）,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（李常青）,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023650&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司关于开展期货和衍生品业务的可行性分析报告,紫金矿业集团股份有限公司关于开展期货和衍生品业务的可行性分析报告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023649&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（毛景文）,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（毛景文）,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023648&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司内部审计管理制度,紫金矿业集团股份有限公司内部审计管理制度,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225008174&orgId=9900004143&announcementTime=2026-03-14 00:00:00,2026-03-14 00:00:00,601899,601899,紫金矿业集团股份有限公司关于召开2025年度业绩说明会的公告,紫金矿业集团股份有限公司关于召开2025年度业绩说明会的公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225007115&orgId=9900004143&announcementTime=2026-03-13 00:00:00,2026-03-13 00:00:00,601899,601899,紫金矿业集团股份有限公司关于全资子公司与专业投资机构共同投资的公告,紫金矿业集团股份有限公司关于全资子公司与专业投资机构共同投资的公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224992174&orgId=9900004143&announcementTime=2026-03-03 00:00:00,2026-03-03 00:00:00,601899,601899,紫金矿业集团股份有限公司关于2023年股票期权激励计划第一个行权期自主行权结果暨股份变动月度公告,紫金矿业集团股份有限公司关于2023年股票期权激励计划第一个行权期自主行权结果暨股份变动月度公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224991243&orgId=9900004143&announcementTime=2026-03-03 00:00:00,2026-03-03 00:00:00,601899,601899,紫金矿业H股市场公告,紫金矿业H股市场公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224972233&orgId=9900004143&announcementTime=2026-02-09 00:00:00,2026-02-09 00:00:00,601899,601899,紫金矿业集团股份有限公司关于三年（2026-2028年）主要矿产品产量规划和2035年远景目标纲要的公告,紫金矿业集团股份有限公司关于三年（2026-2028年）主要矿产品产量规划和2035年远景目标纲要的公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224968955&orgId=9900004143&announcementTime=2026-02-06 00:00:00,2026-02-06 00:00:00,601899,601899,紫金矿业集团股份有限公司关于为全资子公司提供担保的实施公告,紫金矿业集团股份有限公司关于为全资子公司提供担保的实施公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224968949&orgId=9900004143&announcementTime=2026-02-06 00:00:00,2026-02-06 00:00:00,601899,601899,紫金矿业集团股份有限公司关于15亿美元零息可转换公司债券发行完成的公告,紫金矿业集团股份有限公司关于15亿美元零息可转换公司债券发行完成的公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224965300&orgId=9900004143&announcementTime=2026-02-04 00:00:00,2026-02-04 00:00:00,601899,601899,紫金矿业集团股份有限公司关于2023年股票期权激励计划第一个行权期自主行权结果暨股份变动月度公告,紫金矿业集团股份有限公司关于2023年股票期权激励计划第一个行权期自主行权结果暨股份变动月度公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224965070&orgId=9900004143&announcementTime=2026-02-04 00:00:00,2026-02-04 00:00:00,601899,601899,紫金矿业H股市场公告,紫金矿业H股市场公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224957529&orgId=9900004143&announcementTime=2026-01-30 00:00:00,2026-01-30 00:00:00,601899,601899,紫金矿业集团股份有限公司关于根据一般性授权拟发行15亿美元零息可转换公司债券的公告,紫金矿业集团股份有限公司关于根据一般性授权拟发行15亿美元零息可转换公司债券的公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224951157&orgId=9900004143&announcementTime=2026-01-27 00:00:00,2026-01-27 00:00:00,601899,601899,紫金矿业集团股份有限公司关于拟收购Allied Gold Corporation 100%股权的公告,紫金矿业集团股份有限公司关于拟收购Allied Gold Corporation 100%股权的公告,ok,,,,
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224948177&orgId=9900004143&announcementTime=2026-01-24 00:00:00,2026-01-24 00:00:00,601899,601899,紫金矿业集团股份有限公司关于巨龙铜矿二期工程建成投产的公告,紫金矿业集团股份有限公司关于巨龙铜矿二期工程建成投产的公告,ok,,,,
cctv_macro,,2026-06-10 00:00:00,,,【新思想引领新征程】提升农业综合生产能力 加快农业现代化步伐,【新思想引领新征程】提升农业综合生产能力 加快农业现代化步伐,ok,,,,
cctv_macro,,2026-06-10 00:00:00,,,李希在河南调研,李希在河南调研,ok,,,,
cctv_macro,,2026-06-10 00:00:00,,,【伟大征程】长征：气壮山河的英雄史诗,【伟大征程】长征：气壮山河的英雄史诗,ok,,,,
cctv_macro,,2026-06-10 00:00:00,,,树立和践行正确政绩观学习教育继续派出的4个中央指导组完成进驻,树立和践行正确政绩观学习教育继续派出的4个中央指导组完成进驻,ok,,,,
cctv_macro,,2026-06-10 00:00:00,,,5月居民消费价格指数总体平稳 工业生产者出厂价格指数继续上涨,5月居民消费价格指数总体平稳 工业生产者出厂价格指数继续上涨,ok,,,,
cctv_macro,,2026-06-10 00:00:00,,,5月汽车出口延续快速增长态势,5月汽车出口延续快速增长态势,ok,,,,
cctv_macro,,2026-06-10 00:00:00,,,【一线调研】新型电网筑牢能源大国绿色转型基石,【一线调研】新型电网筑牢能源大国绿色转型基石,ok,,,,
cctv_macro,,2026-06-10 00:00:00,,,第五届全球媒体创新论坛在重庆举行,第五届全球媒体创新论坛在重庆举行,ok,,,,
cctv_macro,,2026-06-10 00:00:00,,,“活力中国调研行”主题采访活动今天启动,“活力中国调研行”主题采访活动今天启动,ok,,,,
cctv_macro,,2026-06-10 00:00:00,,,国务院新闻办举行“新征程上的奋斗者”中外记者见面会,国务院新闻办举行“新征程上的奋斗者”中外记者见面会,ok,,,,
cctv_macro,,2026-06-10 00:00:00,,,国内联播快讯,国内联播快讯,ok,,,,
cctv_macro,,2026-06-10 00:00:00,,,联合国“文明对话国际日”主题活动在日内瓦举行,联合国“文明对话国际日”主题活动在日内瓦举行,ok,,,,
cctv_macro,,2026-06-10 00:00:00,,,美称打击伊朗防空系统等 伊朗称打击美军基地,美称打击伊朗防空系统等 伊朗称打击美军基地,ok,,,,
cctv_macro,,2026-06-10 00:00:00,,,国际联播快讯,国际联播快讯,ok,,,,
akshare_futures_main_sina,https://vip.stock.finance.sina.com.cn/quotes_service/view/qihuohangqing.html,2025-04-07 00:00:00,000630,000630,沪铜主连价格下跌触发商品冲击,"沪铜主连(CU0) 2025-04-07 收盘 7.364e+04; 1日涨跌 -6.62%, 5日涨跌 -8.46%. 该事件按产业链映射进入相关股票的事件因子。",commodity_shock:copper:CU0,commodity_shock,negative,-0.6771908017402115,0.7
akshare_futures_main_sina,https://vip.stock.finance.sina.com.cn/quotes_service/view/qihuohangqing.html,2025-04-08 00:00:00,000630,000630,沪铜主连价格下跌触发商品冲击,"沪铜主连(CU0) 2025-04-08 收盘 7.336e+04; 1日涨跌 -0.38%, 5日涨跌 -8.24%. 该事件按产业链映射进入相关股票的事件因子。",commodity_shock:copper:CU0,commodity_shock,negative,-0.6594121325828644,0.7
akshare_futures_main_sina,https://vip.stock.finance.sina.com.cn/quotes_service/view/qihuohangqing.html,2025-04-09 00:00:00,000630,000630,沪铜主连价格下跌触发商品冲击,"沪铜主连(CU0) 2025-04-09 收盘 7.213e+04; 1日涨跌 -1.68%, 5日涨跌 -10.32%. 该事件按产业链映射进入相关股票的事件因子。",commodity_shock:copper:CU0,commodity_shock,negative,-0.8255626010195201,0.7
akshare_futures_main_sina,https://vip.stock.finance.sina.com.cn/quotes_service/view/qihuohangqing.html,2025-04-10 00:00:00,000630,000630,沪铜主连价格下跌触发商品冲击,"沪铜主连(CU0) 2025-04-10 收盘 7.53e+04; 1日涨跌 4.39%, 5日涨跌 -5.75%. 该事件按产业链映射进入相关股票的事件因子。",commodity_shock:copper:CU0,commodity_shock,negative,-0.4596319939917386,0.7
akshare_futures_main_sina,https://vip.stock.finance.sina.com.cn/quotes_service/view/qihuohangqing.html,2025-09-25 00:00:00,000630,000630,沪铜主连价格上涨触发商品冲击,"沪铜主连(CU0) 2025-09-25 收盘 8.271e+04; 1日涨跌 3.44%, 5日涨跌 3.93%. 该事件按产业链映射进入相关股票的事件因子。",commodity_shock:copper:CU0,commodity_shock,positive,0.3146519225936171,0.7
akshare_futures_main_sina,https://vip.stock.finance.sina.com.cn/quotes_service/view/qihuohangqing.html,2025-10-09 00:00:00,000630,000630,沪铜主连价格上涨触发商品冲击,"沪铜主连(CU0) 2025-10-09 收盘 8.675e+04; 1日涨跌 4.38%, 5日涨跌 8.49%. 该事件按产业链映射进入相关股票的事件因子。",commodity_shock:copper:CU0,commodity_shock,positive,0.679339669834917,0.7
akshare_futures_main_sina,https://vip.stock.finance.sina.com.cn/quotes_service/view/qihuohangqing.html,2025-12-05 00:00:00,000630,000630,沪铜主连价格上涨触发商品冲击,"沪铜主连(CU0) 2025-12-05 收盘 9.278e+04; 1日涨跌 1.98%, 5日涨跌 6.12%. 该事件按产业链映射进入相关股票的事件因子。",commodity_shock:copper:CU0,commodity_shock,positive,0.4895344847306422,0.7
