trade_date,symbol,side,requested_shares,filled_shares,fill_price,gross_value,fee,tax,status
2026-06-10,000630,BUY,26200,26200,6.355079999999999,166503.096,49.95092879999999,0.0,FILLED
2026-06-10,000831,BUY,3000,3000,54.12326399999999,162369.792,48.710937599999994,0.0,FILLED
2026-06-10,002460,BUY,2400,2400,67.65408,162369.792,48.710937599999994,0.0,FILLED
2026-06-10,002466,BUY,2800,2800,59.52758399999999,166677.23519999997,50.00317055999999,0.0,FILLED
2026-06-10,600111,BUY,3500,3500,47.01756038111999,164561.46133392,49.36843840017599,0.0,FILLED
2026-06-10,601168,BUY,5600,5600,29.723759999999995,166453.05599999998,49.93591679999999,0.0,FILLED
