source,source_url,published_at,symbol,related_symbols,title,summary,quality_flag,fetched_at,effective_date,announce_date,raw_hash
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225286337&orgId=9900004143&announcementTime=2026-05-09 00:00:00,2026-05-09 00:00:00,601899,601899,福建至理律师事务所关于紫金矿业集团股份有限公司2026年员工持股计划法律意见书,福建至理律师事务所关于紫金矿业集团股份有限公司2026年员工持股计划法律意见书,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,15173582144271222803
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225286335&orgId=9900004143&announcementTime=2026-05-09 00:00:00,2026-05-09 00:00:00,601899,601899,紫金矿业集团股份有限公司2026年员工持股计划（草案）摘要,紫金矿业集团股份有限公司2026年员工持股计划（草案）摘要,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,1335536074072208297
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225272773&orgId=9900004143&announcementTime=2026-05-01 00:00:00,2026-05-01 00:00:00,601899,601899,紫金矿业H股市场公告,紫金矿业H股市场公告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,12758943185761070685
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225201092&orgId=9900004143&announcementTime=2026-04-28 00:00:00,2026-04-28 00:00:00,601899,601899,紫金矿业H股市场公告,紫金矿业H股市场公告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,4181603514778585985
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225141516&orgId=9900004143&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,601899,601899,紫金矿业集团股份有限公司证券违法违规行为内部问责制度,紫金矿业集团股份有限公司证券违法违规行为内部问责制度,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,16676307274665254982
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225141515&orgId=9900004143&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,601899,601899,紫金矿业集团股份有限公司未来三年（2026-2028年度）股东分红回报规划,紫金矿业集团股份有限公司未来三年（2026-2028年度）股东分红回报规划,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,11156947815469818630
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225141513&orgId=9900004143&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,601899,601899,紫金矿业集团股份有限公司投资者关系管理制度,紫金矿业集团股份有限公司投资者关系管理制度,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,12845286133830889687
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225141512&orgId=9900004143&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,601899,601899,紫金矿业集团股份有限公司信息披露管理办法,紫金矿业集团股份有限公司信息披露管理办法,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,11089869714345413149
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225141511&orgId=9900004143&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,601899,601899,紫金矿业集团股份有限公司市值管理制度,紫金矿业集团股份有限公司市值管理制度,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,16365914355284074847
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225141510&orgId=9900004143&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,601899,601899,紫金矿业集团股份有限公司总裁工作细则,紫金矿业集团股份有限公司总裁工作细则,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,18132837029849936428
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225141509&orgId=9900004143&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,601899,601899,紫金矿业集团股份有限公司第九届董事会第三次会议决议公告,紫金矿业集团股份有限公司第九届董事会第三次会议决议公告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,11875930926248495577
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225141507&orgId=9900004143&announcementTime=2026-04-22 00:00:00,2026-04-22 00:00:00,601899,601899,紫金矿业集团股份有限公司2026年第一季度报告,紫金矿业集团股份有限公司2026年第一季度报告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,15201809515574001746
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225102175&orgId=9900004143&announcementTime=2026-04-15 00:00:00,2026-04-15 00:00:00,601899,601899,紫金矿业集团股份有限公司关于回购股份实施结果暨股份变动的公告,紫金矿业集团股份有限公司关于回购股份实施结果暨股份变动的公告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,17277339378389739002
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225078771&orgId=9900004143&announcementTime=2026-04-04 00:00:00,2026-04-04 00:00:00,601899,601899,中信证券股份有限公司关于紫金矿业集团股份有限公司分拆所属子公司紫金黄金国际有限公司境外上市之持续督导核查意见,中信证券股份有限公司关于紫金矿业集团股份有限公司分拆所属子公司紫金黄金国际有限公司境外上市之持续督导核查意见,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,6653378103692141225
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225075988&orgId=9900004143&announcementTime=2026-04-03 00:00:00,2026-04-03 00:00:00,601899,601899,紫金矿业集团股份有限公司关于以集中竞价交易方式回购公司A股股份的进展公告,紫金矿业集团股份有限公司关于以集中竞价交易方式回购公司A股股份的进展公告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,2626275365931967719
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225075985&orgId=9900004143&announcementTime=2026-04-03 00:00:00,2026-04-03 00:00:00,601899,601899,紫金矿业集团股份有限公司关于2023年股票期权激励计划第一个行权期自主行权完毕暨股份变动公告,紫金矿业集团股份有限公司关于2023年股票期权激励计划第一个行权期自主行权完毕暨股份变动公告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,11618458119263565669
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225071936&orgId=9900004143&announcementTime=2026-04-02 00:00:00,2026-04-02 00:00:00,601899,601899,紫金矿业H股市场公告,紫金矿业H股市场公告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,13458228233579934427
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225027508&orgId=9900004143&announcementTime=2026-03-25 00:00:00,2026-03-25 00:00:00,601899,601899,紫金矿业集团股份有限公司关于回购A股股份事项前十名股东和前十名无限售条件股东持股情况的公告,紫金矿业集团股份有限公司关于回购A股股份事项前十名股东和前十名无限售条件股东持股情况的公告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,15587157428454314411
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225025170&orgId=9900004143&announcementTime=2026-03-24 00:00:00,2026-03-24 00:00:00,601899,601899,紫金矿业集团股份有限公司关于以集中竞价交易方式首次回购公司A股股份的公告,紫金矿业集团股份有限公司关于以集中竞价交易方式首次回购公司A股股份的公告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,1661599715964215800
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225024230&orgId=9900004143&announcementTime=2026-03-23 00:00:00,2026-03-23 00:00:00,601899,601899,紫金矿业集团股份有限公司关于拟通过协议收购A股和认购定向增发H股的方式获得赤峰吉隆黄金矿业股份有限公司控制权的公告,紫金矿业集团股份有限公司关于拟通过协议收购A股和认购定向增发H股的方式获得赤峰吉隆黄金矿业股份有限公司控制权的公告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,16100145896034079592
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023679&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司关于续聘会计师事务所的公告,紫金矿业集团股份有限公司关于续聘会计师事务所的公告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,2073748974515204201
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023678&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司涉及财务公司关联交易的存贷款等金融业务的专项说明,紫金矿业集团股份有限公司涉及财务公司关联交易的存贷款等金融业务的专项说明,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,13452987338405149434
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023677&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年年度报告摘要,紫金矿业集团股份有限公司2025年年度报告摘要,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,12857254583381447846
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023676&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第九届董事会第二次会议决议公告,紫金矿业集团股份有限公司第九届董事会第二次会议决议公告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,8141692377190677088
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023675&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届董事会审计与内控委员会2025年度对会计师事务所履行监督职责情况的报告,紫金矿业集团股份有限公司第八届董事会审计与内控委员会2025年度对会计师事务所履行监督职责情况的报告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,1179486358640864315
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023674&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司关于控股子公司紫金矿业集团财务有限公司的风险持续评估报告,紫金矿业集团股份有限公司关于控股子公司紫金矿业集团财务有限公司的风险持续评估报告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,11390252037788279785
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023673&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年年度审计报告,紫金矿业集团股份有限公司2025年年度审计报告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,12890111467228003588
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023672&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年度募集资金存放、管理与实际使用情况的专项报告,紫金矿业集团股份有限公司2025年度募集资金存放、管理与实际使用情况的专项报告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,9836840350328878777
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023671&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年度内部控制审计报告,紫金矿业集团股份有限公司2025年度内部控制审计报告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,13792772872072156775
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023670&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2026年度担保计划的公告,紫金矿业集团股份有限公司2026年度担保计划的公告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,16111251192311751290
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023669&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年度利润分配方案公告,紫金矿业集团股份有限公司2025年度利润分配方案公告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,744800922057632348
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023668&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司信息披露暂缓与豁免事务管理制度,紫金矿业集团股份有限公司信息披露暂缓与豁免事务管理制度,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,6151224187845802147
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023667&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年度会计师事务所履职情况评估报告,紫金矿业集团股份有限公司2025年度会计师事务所履职情况评估报告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,11222099046892773806
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023666&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（孙文德）,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（孙文德）,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,3399245804048671773
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023665&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司董事会关于独立董事独立性情况评估的专项意见,紫金矿业集团股份有限公司董事会关于独立董事独立性情况评估的专项意见,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,18437822838351805895
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023664&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年度内部控制评价报告,紫金矿业集团股份有限公司2025年度内部控制评价报告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,5321726118224890622
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023663&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（何福龙）,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（何福龙）,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,8849740151788917268
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023662&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,德勤华永会计师事务所（特殊普通合伙）关于紫金矿业集团股份有限公司非经营性资金占用及其他关联资金往来情况汇总表的专项审计报告,德勤华永会计师事务所（特殊普通合伙）关于紫金矿业集团股份有限公司非经营性资金占用及其他关联资金往来情况汇总表的专项审计报告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,10916094523272953467
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023661&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司关于子公司开展期货及衍生品交易的公告,紫金矿业集团股份有限公司关于子公司开展期货及衍生品交易的公告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,5056446188746844880
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023660&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（薄少川）,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（薄少川）,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,1306275880696961642
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023659&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届董事会审计与内控委员会2025年度履职情况报告,紫金矿业集团股份有限公司第八届董事会审计与内控委员会2025年度履职情况报告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,9563056159243139719
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023658&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年年度报告,紫金矿业集团股份有限公司2025年年度报告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,3265899139404222772
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023657&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年度可持续发展报告摘要,紫金矿业集团股份有限公司2025年度可持续发展报告摘要,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,15897039591500433820
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023656&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（吴小敏）,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（吴小敏）,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,17608455126658820625
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023655&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年度募集资金存放、管理与实际使用情况审核报告,紫金矿业集团股份有限公司2025年度募集资金存放、管理与实际使用情况审核报告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,714969092793239763
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023654&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司关于以集中竞价方式回购A股股份方案的公告暨回购报告书,紫金矿业集团股份有限公司关于以集中竞价方式回购A股股份方案的公告暨回购报告书,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,12578595761587742629
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023653&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年度可持续发展报告,紫金矿业集团股份有限公司2025年度可持续发展报告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,11605441587645164786
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023652&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,兴业证券股份有限公司关于紫金矿业集团股份有限公司2025年度募集资金存放、管理与使用情况的核查意见,兴业证券股份有限公司关于紫金矿业集团股份有限公司2025年度募集资金存放、管理与使用情况的核查意见,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,8043742625808251407
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023651&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（李常青）,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（李常青）,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,8499529261598160401
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023650&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司关于开展期货和衍生品业务的可行性分析报告,紫金矿业集团股份有限公司关于开展期货和衍生品业务的可行性分析报告,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,11706116773943641088
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1225023649&orgId=9900004143&announcementTime=2026-03-21 00:00:00,2026-03-21 00:00:00,601899,601899,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（毛景文）,紫金矿业集团股份有限公司第八届独立董事2025年度述职报告（毛景文）,raw_event,2026-06-12T19:28:41,2026-06-12 19:28:41,,15916051654350099811
