trade_date,symbol,side,shares,price,order_value,target_weight
2026-06-10,000630,BUY,26200,6.35,166370.0,0.16666666666666666
2026-06-10,000831,BUY,3000,54.08,162240.0,0.16666666666666666
2026-06-10,002460,BUY,2400,67.6,162240.0,0.16666666666666666
2026-06-10,002466,BUY,2800,59.48,166544.0,0.16666666666666666
2026-06-10,600111,BUY,3500,46.9799764,164429.9174,0.16666666666666666
2026-06-10,601168,BUY,5600,29.7,166320.0,0.16666666666666666
