horizon_days,rows,direction_accuracy,brier,return_ic,top_bucket_return,bottom_bucket_return,max_forward_drawdown
1,1557,0.4945407835581246,0.25113606478941547,-0.0936081959487489,-0.004189680711152335,0.006158405194310653,-0.49898720020586085
5,1553,0.48486799742434,0.2507003713979373,-0.024610793704581323,-0.0005636777882967561,0.0029270469616979535,-0.9537620650831958
20,1538,0.5123537061118335,0.250009285584021,-0.03283021812804058,0.007839334491894234,0.010105408107897375,-0.9999759137881288
