latest_date,symbol,horizon_days,prob_up,raw_prob_up,calibrated_prob_up,expected_return,expected_excess_return,direction,trend_label,confidence,return_p10,return_p50,return_p90,conformal_method,conformal_rows,conformal_alpha,conformal_target_coverage,conformal_interval_half_width,conformal_status,risk_flags,top_factor_contributors,prediction_method,sample_oos_accuracy,sample_oos_auc,sample_oos_brier,sample_rank_ic,probability_calibration_method,probability_calibration_status,probability_raw_brier,probability_calibrated_brier,probability_raw_ece,probability_calibrated_ece,probability_calibration_improvement_brier,probability_calibration_improvement_ece,calibration_rows,calibration_bins,calibration_ece,calibration_status,walk_forward_model_id,walk_forward_status,walk_forward_rows,walk_forward_auc,walk_forward_brier,walk_forward_rank_ic,walk_forward_gate_reasons,same_theme_rank,same_theme_percentile,same_theme_rank_note,universe_symbol_count,minimum_trusted_symbols,event_feature_count,trust_status,model_type,model_id,data_version,note
2026-06-10,000630,1,0.4749423586856628,0.4749423586856628,0.4749423586856628,0.0008284021764697193,7.02506666996649e-05,中性,无明显形态,0.03758646197150578,-0.02999351563174947,0.0008284021764697193,0.03165031998468891,split_conformal_historical_residual_proxy,587,0.2,0.8,0.03082191780821919,conformal_ready,high_volatility,z:negative_event_count=6.235;z:limit_down_near_5=4.221;z:event_impact_score=-4.042;z:event_weighted_impact_score=-3.990;z:positive_event_count=3.551;latest:event_count_3d=5.000;latest:event_count_20d=24.000;latest:positive_event_count=8.000;latest:negative_event_count=10.000;latest:event_impact_score=-0.520,score_baseline,0.5310005425094939,0.49202010144156066,0.24779160009593804,0.0,identity,calibration_watch,0.24779160009593804,0.24779160009593804,0.05326146785338792,0.05326146785338792,0.0,0.0,25806,1,0.05326146785338792,calibration_watch,walk_forward_factor_score_h1,weak,2370,0.5299040809805309,0.25090522708567287,0.03889802090224399,min_oos_rows;brier_below_025,74,0.6651376146788991,free mode uses loaded universe/theme pool as same-theme proxy,220,200,13,weak,factor_score,stock_forecast_factor_score_h1,0eb3a3a534ae,Research signal only; not investment advice.
2026-06-10,000630,5,0.4814949800557352,0.4814949800557352,0.4814949800557352,0.004608751363454014,0.00030578294645832414,中性,无明显形态,0.027757529916397183,-0.06736130807112023,0.004608751363454014,0.07657881079802825,split_conformal_historical_residual_proxy,583,0.2,0.8,0.07197005943457424,conformal_ready,high_volatility,z:negative_event_count=6.235;z:limit_down_near_5=4.221;z:event_impact_score=-4.042;z:event_weighted_impact_score=-3.990;z:positive_event_count=3.551;latest:event_count_3d=5.000;latest:event_count_20d=24.000;latest:positive_event_count=8.000;latest:negative_event_count=10.000;latest:event_impact_score=-0.520,score_baseline,0.5204628073329945,0.4871516427249945,0.24830332892714094,0.0,identity,calibration_watch,0.24830332892714094,0.24830332892714094,0.09577378900655203,0.09577378900655203,0.0,0.0,25583,1,0.09577378900655203,calibration_watch,walk_forward_factor_score_h5,weak,72748,0.4846193763949694,0.2549125307897116,-0.029852353248493724,beats_baseline;auc_above_052;brier_below_025;calibration_ready;rank_ic_positive;top_bottom_spread_positive,74,0.6651376146788991,free mode uses loaded universe/theme pool as same-theme proxy,220,200,13,weak,factor_score,stock_forecast_factor_score_h5,0eb3a3a534ae,Research signal only; not investment advice.
2026-06-10,000630,20,0.4976013247796354,0.5023807925951868,0.4976013247796354,0.020647314938334615,0.0002929370320460986,中性,无明显形态,0.003598012830546865,-0.1299728431090229,0.020647314938334615,0.17126747298569212,split_conformal_historical_residual_proxy,568,0.2,0.8,0.1506201580473575,conformal_ready,high_volatility,z:negative_event_count=6.235;z:limit_down_near_5=4.221;z:event_impact_score=-4.042;z:event_weighted_impact_score=-3.990;z:positive_event_count=3.551;latest:event_count_3d=5.000;latest:event_count_20d=24.000;latest:positive_event_count=8.000;latest:negative_event_count=10.000;latest:event_impact_score=-0.520,score_baseline,0.49121258325977046,0.4899980673574155,0.24991495570872124,0.0,platt,calibrated,0.2519381653270838,0.24991495570872124,0.03023820717471648,0.01625044457581043,0.0020232096183625536,0.01398776259890605,24922,1,0.01625044457581043,calibrated,,missing,0,0.0,0.0,0.0,walk_forward_evidence_missing,74,0.6651376146788991,free mode uses loaded universe/theme pool as same-theme proxy,220,200,13,model_failed,factor_score,stock_forecast_factor_score_h20,0eb3a3a534ae,Research signal only; not investment advice.
