date,symbol,open,high,low,close,volume,amount,turnover
2025-12-09,000630,5.6560872,5.6560872,5.36832136,5.42785912,404564962.0,2227636619.61,3.6307
2025-12-10,000630,5.49731984,5.51716576,5.39809024,5.43778208,201458301.0,1104750176.31,1.8079
2025-12-11,000630,5.49731984,5.54693464,5.3087836,5.3087836,248236075.0,1354194620.54,2.2277
2025-12-12,000630,5.44770504,5.46755096,5.34847544,5.4080132,260421409.0,1420459802.75,2.3371
2025-12-15,000630,5.3087836,5.42785912,5.2591688,5.34847544,203606574.0,1101299522.7,1.8272
2025-12-16,000630,5.3087836,5.3583984,5.14009328,5.19963104,233643839.0,1230449884.65,2.0968
2025-12-17,000630,5.21947696,5.42785912,5.19963104,5.38816728,255038916.0,1368278007.39,2.2888
2025-12-18,000630,5.3583984,5.5072428,5.31870656,5.3583984,157004756.0,857026265.18,1.409
2025-12-19,000630,5.3583984,5.457628,5.28893768,5.41793616,172748894.0,938731814.66,1.5503
2025-12-22,000630,5.457628,5.53701168,5.43778208,5.5072428,235457810.0,1305399814.4,2.1131
2025-12-23,000630,5.5072428,5.59654944,5.457628,5.47747392,236270671.0,1312937560.88,2.1203
2025-12-24,000630,5.5568576,5.59654944,5.46755096,5.51716576,249889596.0,1386566319.88,2.2426
2025-12-25,000630,5.457628,5.51716576,5.38816728,5.47747392,206000467.0,1128391770.81,1.8487
2025-12-26,000630,5.59654944,5.93393008,5.57670352,5.88431528,589746518.0,3425294689.22,5.2925
2025-12-29,000630,6.06292856,6.09269744,5.67593312,5.68585608,594365534.0,3482368400.18,5.334
2025-12-30,000630,5.51716576,5.8049316,5.5072428,5.7553168,352390747.0,2015219594.43,3.1624
2025-12-31,000630,5.74539384,6.1522352,5.71562496,5.96369896,540814387.0,3265062145.78,4.8534
2026-01-05,000630,5.71562496,5.8049316,5.61639536,5.77516272,744951982.0,4290371056.47,6.6854
2026-01-06,000630,5.93393008,6.0033908,5.8049316,5.87439232,582852105.0,3459823941.42,5.2307
2026-01-07,000630,5.88431528,5.953776,5.73547088,5.78508568,536518333.0,3161698605.42,4.8148
2026-01-08,000630,5.71562496,5.84462344,5.61639536,5.6560872,514345350.0,2964653774.74,4.6159
2026-01-09,000630,5.62631832,5.93393008,5.6064724,5.86446936,520480240.0,3055288865.13,4.6709
2026-01-12,000630,5.96369896,6.0033908,5.81485456,5.88431528,443224916.0,2629685791.8,3.9776
2026-01-13,000630,5.88431528,6.13238928,5.8545464,5.93393008,500107924.0,3024449244.63,4.4881
2026-01-14,000630,5.98354488,6.20185,5.98354488,6.07285152,570335445.0,3505044201.28,5.1183
2026-01-15,000630,6.06292856,6.3010796,6.01331376,6.08277448,585361534.0,3628648525.08,5.2532
2026-01-16,000630,6.09269744,6.34077144,6.03315968,6.07285152,606289242.0,3786346139.11,5.441
2026-01-19,000630,6.08277448,6.1026204,5.7553168,5.87439232,485326664.0,2871640555.08,4.3554
2026-01-20,000630,5.94385304,6.0530056,5.7553168,5.99346784,478053617.0,2841430233.32,4.2902
2026-01-21,000630,5.97362192,6.20185,5.91408416,6.16215816,484391892.0,2969997587.91,4.347
2026-01-22,000630,6.1026204,6.19192704,6.03315968,6.19192704,439371545.0,2708040418.46,3.943
2026-01-23,000630,6.27131072,6.80715056,6.21177296,6.80715056,867568770.0,5756810877.9,7.7858
2026-01-26,000630,7.2437608,7.4918348,7.0453016,7.4918348,1116182405.0,8256639149.24,10.0169
2026-01-27,000630,7.46206592,7.99790576,7.15445416,7.53152664,1288377142.0,9887248276.61,11.5622
2026-01-28,000630,7.67044808,8.2856716,7.40252816,8.2856716,1120271747.0,8998920572.07,10.0536
2026-01-29,000630,8.85128032,9.11920024,8.16659608,9.11920024,1596332976.0,14140077799.89,14.3259
2026-01-30,000630,8.7322048,9.01004768,8.20628792,8.20628792,979502546.0,8367812455.22,8.7903
2026-02-02,000630,7.38268224,7.38268224,7.38268224,7.38268224,82363400.0,612783696.0,0.7391
2026-02-03,000630,7.03537864,7.8887532,6.82699648,7.77960064,1422388614.0,10233640840.57,12.7648
2026-02-04,000630,8.01775168,8.02767464,7.43229704,7.60098736,965848258.0,7501068855.47,8.6677
2026-02-05,000630,7.37275928,7.48191184,7.03537864,7.13460824,739374541.0,5379284883.61,6.6353
2026-02-06,000630,6.87661128,7.22391488,6.73768984,7.05522456,641246870.0,4547910535.68,5.7547
2026-02-09,000630,7.23383784,7.25368376,7.10483936,7.15445416,434764274.0,3137017334.67,3.9017
2026-02-10,000630,7.16437712,7.2437608,7.02545568,7.05522456,405035059.0,2905218339.85,3.6349
2026-02-11,000630,7.00560976,7.23383784,6.98576384,7.12468528,436415929.0,3139994787.32,3.9165
2026-02-12,000630,7.12468528,7.33306744,7.10483936,7.16437712,496442013.0,3617370491.61,4.4552
