rows,direction_accuracy,baseline_accuracy,auc,brier,rank_ic,top_bucket_return,bottom_bucket_return,beats_baseline,model_status,horizon_days,model_type,trust_status
340,0.5264705882352941,0.5235294117647059,0.5244832847829103,0.2504449183363809,0.05414872240084578,0.00023400873309248175,-0.002134185253432694,True,ok,1,ensemble,data_insufficient
300,0.44,0.5866666666666667,0.3995830278592375,0.26582524012579306,-0.2027654767083707,-0.003654456035047937,0.010315463648580202,False,ok,5,ensemble,data_insufficient
150,0.46,0.6333333333333333,0.38507177033492823,0.28305586895101503,-0.2833194955900476,-0.002394019338155007,0.06703854925382104,False,ok,20,ensemble,data_insufficient
