year,return,max_drawdown,volatility,sharpe
2022,0.16017142512860438,-0.19637621630297653,0.1631987508833216,0.9641680121942192
2023,0.21863407562504467,-0.12570702415130985,0.15522663288405697,1.3013409192464183
2024,0.22567255969736855,-0.12494144908421734,0.16142559558954267,1.2621745204547692
2025,0.09432744172389773,-0.21030756263525863,0.16397986544516477,0.71472217213774
