date,holding_count,gross_weight,event_exposed_weight,risk_event_weight,weighted_event_impact,weighted_positive_events,weighted_negative_events,weighted_risk_events
2022-06-22,3,0.8946740277733107,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-23,3,0.8936508922351516,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-24,3,0.8960881509715244,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-27,3,0.8971298385563584,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-28,3,0.8983675484237006,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-29,3,0.898883007578982,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30,3,0.8996773801921465,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,3,0.8988314550793294,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-04,3,0.8933211209776956,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-05,3,0.8946354926472071,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06,3,0.8955029451348471,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-07,3,0.893878285412778,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-08,3,0.8922713097617949,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,3,0.8955516118138483,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-12,3,0.8950669547116347,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-13,3,0.8954426415534145,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-14,3,0.8945307212736737,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-15,3,0.8949780600613206,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,3,0.8967200542037905,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-19,3,0.8958571155924651,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-20,3,0.8966332221975961,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-21,3,0.8948253173949936,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-22,3,0.8934459568227529,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-25,3,0.8926538510118777,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-26,3,0.892506457992639,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-27,3,0.8923843793227682,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-28,3,0.8934798605768238,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-29,3,0.8920660225818202,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,3,0.8947354500733766,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-02,3,0.8946688415954556,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-03,3,0.8954548814367843,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-04,3,0.8962611149376509,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-05,3,0.8958804044447262,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,3,0.8920072089910923,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-09,3,0.8906810235610925,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-10,3,0.8918521408230394,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-11,3,0.8916285291147792,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-12,3,0.8913123063027775,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-15,3,0.893265821579941,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-16,3,0.8948995794874125,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-17,3,0.8958071106639265,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-18,3,0.8959132022301286,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-19,3,0.8956839559114985,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,3,0.8954096323357852,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-23,3,0.8968183912773657,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-24,3,0.8949988047603475,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-25,3,0.8963283216521846,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-26,3,0.8965554965335398,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-29,3,0.8944414180424898,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-30,3,0.8932546554236831,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-31,3,0.8935057065536567,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,3,0.8932410914404085,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-02,3,0.8915552634480455,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-05,3,0.891429707977976,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-06,3,0.8913051838468895,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-07,3,0.8913488383996349,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-08,3,0.8921784444884853,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-09,3,0.8917353006832869,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-12,3,0.8906083592517384,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-13,3,0.8906883987718661,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-14,3,0.8897845215915046,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-15,3,0.888730722662259,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-16,3,0.8895633187172306,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-19,3,0.8942207563166773,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-20,3,0.8942792876874419,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-21,3,0.8957651714100131,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-22,3,0.8962828427763445,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-23,3,0.8964104243385992,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-26,3,0.8938022057848449,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27,3,0.8953437826595693,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-28,3,0.8953006240762973,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-29,3,0.8947089071840684,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-30,3,0.8941452551690153,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-03,3,0.8936891425259397,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-04,3,0.8925352480833209,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-05,3,0.8902993039756728,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-06,3,0.8902574882632268,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-07,3,0.8925269163731799,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-10,3,0.8971878535064131,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-11,3,0.8982452008801083,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-12,3,0.9005293286690972,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-13,3,0.9013165646755062,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-14,3,0.9022287772490283,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-17,3,0.8963001952177868,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-18,3,0.8971462839311493,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-19,3,0.8965608239536245,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-20,3,0.8955679876430612,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-21,3,0.8963254922930975,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-24,3,0.8958040821428097,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-25,3,0.8954838226821455,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-26,3,0.8962586354640978,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-27,3,0.8982891638738888,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-28,3,0.8992079770790566,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-31,3,0.8951499023819931,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,3,0.8941873047359381,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-02,3,0.8954334240015065,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-03,3,0.8954921075559875,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-04,3,0.8959745493677181,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-07,3,0.8930725071690833,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-08,3,0.893552566762573,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-09,3,0.8928156497237887,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-10,3,0.89174381851807,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-11,3,0.8923624095101759,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-14,3,0.8928509244108638,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-15,3,0.8921415492190532,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-16,3,0.893205760416175,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-17,3,0.8953016462261885,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-18,3,0.8954756161277871,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-21,3,0.8984241025160662,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-22,3,0.8965506711310961,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-23,3,0.8986897380439646,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-24,3,0.9004569112573422,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-25,3,0.8999537942683293,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-28,3,0.9009859797375723,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-29,3,0.8984974483366515,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-30,3,0.8982699428926735,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,3,0.8988939924480585,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-02,3,0.8989445996033906,0.0,0.0,0.0,0.0,0.0,0.0
