symbol,days_held,avg_weight,max_weight,event_exposed_days,risk_event_days,avg_event_impact,weighted_event_impact,weighted_risk_events
600362,1038,0.2999631131571328,0.3254549773902739,5,5,-0.0014745372740294106,-0.5224870905417783,1.4204031822964422
601899,1038,0.29578180467048887,0.32812285023663446,5,5,-0.0014745372740294106,-0.44868799365799134,1.147414124558505
000630,1038,0.2981072495601343,0.33364469765444693,5,5,-0.001037013800604132,-0.32492103859988425,1.0400517609773903
