model_type,horizon_days,theme,rows,symbols,direction_accuracy,baseline_accuracy,auc,raw_auc,brier,raw_brier,calibrated_ece,raw_ece,probability_calibration_statuses,probability_calibration_methods,probability_calibration_ready_ratio,probability_calibration_pit_ratio,rank_ic,mean_forward_return,top_bucket_return,bottom_bucket_return,top_bottom_spread,slice_status,theme_source
factor_score,5,humanoid_robot_core_parts,2980,5,0.5315436241610738,0.5046979865771812,0.5218311242287955,0.5218311242287955,0.2515556729674441,0.2515556729674441,0.01618572060145122,0.01618572060145122,,,0.0,0.0,0.026510397399527402,0.004394485219161053,0.0072180128576771006,0.0011098253524031293,0.006108187505273971,ok,curated_hot_theme_seed
factor_score,5,industrial_mother_machine_laser,1194,2,0.490787269681742,0.5117252931323283,0.4815854558929629,0.4815854558929629,0.2569757487023556,0.2569757487023556,0.04675849588823591,0.04675849588823591,,,0.0,0.0,-0.01665267920354592,0.008060665221708797,0.016232206700186436,0.0011312607501882566,0.015100945949998178,ok,curated_hot_theme_seed
factor_score,5,innovative_drug_medical_device,2985,5,0.5182579564489113,0.5500837520938023,0.4923120561072299,0.4923120561072299,0.2522026691493665,0.2522026691493665,0.05557804016460079,0.05557804016460079,,,0.0,0.0,-0.015296886449745977,-0.0016388189957168146,-0.0014637981318290597,-0.0007866201290187224,-0.0006771780028103373,weak_or_failed,curated_hot_theme_seed
factor_score,5,low_altitude_space_satellite,597,1,0.47571189279731996,0.507537688442211,0.4900990099009901,0.4900990099009901,0.25461218818975856,0.25461218818975856,0.013732196614061703,0.013732196614061703,,,0.0,0.0,-0.030110240823109514,0.004011617483546575,0.0042840049000268865,0.010442345153023837,-0.006158340252996951,weak_or_failed,curated_hot_theme_seed
factor_score,5,media_game_ai_application,7760,13,0.4899484536082474,0.5039948453608247,0.4911757041032285,0.4911757041032285,0.25496741639755627,0.25496741639755627,0.017243547411147985,0.017243547411147985,,,0.0,0.0,-0.018614327591797077,0.0025867597004614546,0.0025457700104687584,0.002914899576416842,-0.0003691295659480837,weak_or_failed,curated_hot_theme_seed
factor_score,5,metals_energy_metals,14013,21,0.5026047241846856,0.5297224006279883,0.4982852991266737,0.4982852991266737,0.25375674130291814,0.25375674130291814,0.02515913273243924,0.02515913273243924,,,0.0,0.0,-0.008059535838538353,0.006189798949292025,0.004596399102709722,0.006950595981278839,-0.002354196878569117,weak_or_failed,curated_hot_theme_seed
factor_score,5,power_solid_state_battery,7751,13,0.4952909302025545,0.5232873177654496,0.49063530064883243,0.49063530064883243,0.2551173332121779,0.2551173332121779,0.032844050696773465,0.032844050696773465,,,0.0,0.0,-0.004176715961402327,0.00741175287280849,0.01127293109059532,0.007180276292280635,0.004092654798314685,ok,curated_hot_theme_seed
factor_score,5,rare_earth_magnetic_materials,1791,3,0.46733668341708545,0.5633724176437744,0.45390336080138094,0.45390336080138094,0.25746252364110916,0.25746252364110916,0.061662166914480926,0.061662166914480926,,,0.0,0.0,-0.10922783286540473,0.008540775706362011,0.005805941398121976,0.020765566956331773,-0.014959625558209799,weak_or_failed,curated_hot_theme_seed
factor_score,5,real_estate_chain,9150,12,0.5144262295081967,0.5513661202185792,0.484755084869548,0.484755084869548,0.2526234436115987,0.2526234436115987,0.03888777812280968,0.03888777812280968,,,0.0,0.0,-0.057394517629269524,-0.0021271909793052803,-0.0035105843987531292,0.0009026337698244526,-0.004413218168577582,weak_or_failed,curated_hot_theme_seed
factor_score,5,renewable_grid_storage,5367,9,0.4810881311719769,0.5006521334078629,0.4852424470501975,0.4852424470501975,0.25634114964565335,0.25634114964565335,0.020968338460058997,0.020968338460058997,,,0.0,0.0,-0.03559567052394977,0.002643758391422756,0.0025699609428478888,0.0022965239974042746,0.0002734369454436142,ok,curated_hot_theme_seed
factor_score,5,robotics_highend_manufacturing,3050,4,0.5059016393442622,0.5111475409836066,0.5126699904365255,0.5126699904365255,0.252090607326458,0.252090607326458,0.01341173122690652,0.01341173122690652,,,0.0,0.0,0.0011301590121837743,0.002807182503323954,0.004880761875798052,0.004161035124662449,0.0007197267511356029,ok,curated_hot_theme_seed
factor_score,5,shipbuilding_ocean_shipping,597,1,0.46901172529313234,0.5159128978224455,0.46773468745787083,0.46773468745787083,0.25715567689061763,0.25715567689061763,0.015240254642670144,0.015240254642670144,,,0.0,0.0,-0.026652951712523323,-0.001016175344826496,-0.0059072368155076264,-0.005077575770338098,-0.0008296610451695285,weak_or_failed,curated_hot_theme_seed
factor_score,5,shipping_ports_logistics,3912,6,0.49642126789366053,0.5191717791411042,0.4957250862560666,0.4957250862560666,0.2545755619013599,0.2545755619013599,0.02970324373781104,0.02970324373781104,,,0.0,0.0,-0.005301637993541576,0.003333472294332763,0.0038021948284441965,0.006048117620588508,-0.0022459227921443115,weak_or_failed,curated_hot_theme_seed
factor_score,5,smart_ev_autonomous_driving,6301,10,0.48897000476114905,0.5019838120933185,0.4891367623616517,0.4891367623616517,0.2549171995032293,0.2549171995032293,0.014985034789338802,0.014985034789338802,,,0.0,0.0,-0.022209977714867855,0.002362946105741,0.006167854561946197,0.003293841185106433,0.0028740133768397646,ok,curated_hot_theme_seed
factor_score,5,tourism_retail_services,5703,9,0.47939680869717693,0.516920918814659,0.4516590041050317,0.4516590041050317,0.2579868683358685,0.2579868683358685,0.024369880899770997,0.024369880899770997,,,0.0,0.0,-0.07874334635228979,0.00015659492447520524,-0.0026022075705872125,0.005170270250878771,-0.007772477821465984,weak_or_failed,curated_hot_theme_seed
factor_score,5,xinchuang_software_cybersecurity,3582,6,0.4824120603015075,0.5217755443886097,0.4734462207454592,0.4734462207454592,0.25591318043256084,0.25591318043256084,0.02393026893275727,0.02393026893275727,,,0.0,0.0,-0.06712704673541081,0.0008573263944033565,-0.0021616404583501944,0.00999164717735336,-0.012153287635703554,weak_or_failed,curated_hot_theme_seed
