rows,direction_accuracy,raw_direction_accuracy,baseline_accuracy,auc,raw_auc,brier,raw_brier,calibrated_ece,raw_ece,probability_calibration_methods,probability_calibration_statuses,probability_calibration_ready_ratio,probability_calibration_pit_ratio,probability_calibration_pit_passed,probability_calibration_mean_improvement_brier,probability_calibration_mean_improvement_ece,rank_ic,top_bucket_return,bottom_bucket_return,top_bottom_spread,beats_baseline,requested_model_type,effective_model_type,effective_model_types,model_base_status,model_base_statuses,fallback_reason,fallback_reasons,fallback_rate,prediction_methods,model_status,trust_gate_passed,trust_gate_reasons,horizon_days,model_type,trust_status
2370,0.5050632911392405,0.5050632911392405,0.5198312236286919,0.49349222833405604,0.5067859425284733,0.2561354182496614,0.2879257097210803,0.028349011947914476,0.1515398131660476,identity;isotonic;platt,calibrated;calibration_failed;calibration_watch,0.6810126582278481,1.0,True,0.048954899178535016,0.14481338876920444,-0.030529666799718698,0.00011846491732500525,0.001576201410591627,-0.0014577364932666218,False,lightgbm,lightgbm,lightgbm,trained,trained,,,0.0,lightgbm_walk_forward,ok,False,min_oos_rows;beats_baseline;auc_above_052;brier_below_025;calibration_ready;rank_ic_positive;top_bottom_spread_positive,1,lightgbm,weak
