trade_date,symbol,side,requested_shares,filled_shares,fill_price,gross_value,fee,tax,status
2025-12-31,002938,BUY,1100,1100,146.4061097024649,161046.72067271138,48.31401620181341,0.0,FILLED
2025-12-31,300347,BUY,1400,1400,139.31637139427508,195042.91995198512,58.512875985595535,0.0,FILLED
2025-12-31,600845,BUY,1600,1600,19.940971646867624,31905.5546349882,9.571666390496459,0.0,FILLED
2025-12-31,601088,BUY,1900,1900,87.05911297263566,165412.31464800774,49.62369439440232,0.0,FILLED
2025-12-31,601877,BUY,100,100,219.5029984381621,21950.29984381621,6.585089953144863,0.0,FILLED
2025-12-31,603882,BUY,4600,4600,43.33966200383054,199362.4452176205,59.80873356528614,0.0,FILLED
2025-12-31,688333,BUY,100,100,177.91953991571364,17791.953991571365,5.337586197471409,0.0,FILLED
2025-12-31,688409,BUY,800,800,188.49242582305467,150793.94065844375,45.23818219753312,0.0,FILLED
