date,symbol,score,future_return_1d,direction_up_1d,score_percentile,prob_up,predicted_direction,horizon_days,future_return_5d,direction_up_5d,future_return_20d,direction_up_20d,future_return_60d,direction_up_60d
2020-05-06,600362,0.36999999999999994,-0.0038729666924863793,0.0,0.45,0.45885497137582787,0,1,,,,,,
2020-05-07,600362,0.354,0.010108864696733999,1.0,0.4,0.4513357086282609,0,1,,,,,,
2020-05-08,600362,0.38,-0.002309468822170868,0.0,0.55,0.4627771523832418,0,1,,,,,,
2020-05-11,600362,0.363,-0.01157407407407407,0.0,0.45,0.45560695508519505,0,1,,,,,,
2020-05-12,600362,0.37099999999999994,-0.007025761124121677,0.0,0.5,0.45262633459066665,0,1,,,,,,
2020-05-13,600362,0.3445,0.0,0.0,0.4,0.44957414034887333,0,1,,,,,,
2020-05-14,600362,0.3265,-0.00864779874213839,0.0,0.35,0.4436061977238448,0,1,,,,,,
2020-05-15,600362,0.388,0.030134813639968172,1.0,0.5,0.4533700874300471,0,1,,,,,,
2020-05-18,600362,0.4429999999999999,0.002309468822170979,1.0,0.75,0.4705431996799165,0,1,,,,,,
2020-05-19,600362,0.5000000000000001,-0.011520737327188946,0.0,0.75,0.46965225926163845,0,1,,,,,,
2020-05-20,600362,0.42249999999999993,-0.002331002331002252,0.0,0.65,0.46343520980112585,0,1,,,,,,
2020-05-21,600362,0.4330000000000001,-0.016355140186915862,0.0,0.6,0.4601963282083945,0,1,,,,,,
2020-05-22,600362,0.40900000000000003,-0.0031670625494854,0.0,0.6,0.458421939512591,0,1,,,,,,
2020-05-25,600362,0.45350000000000007,0.007942811755361268,1.0,0.65,0.45652868162814064,0,1,,,,,,
2020-05-26,600362,0.4645000000000001,-0.0063041765169423725,0.0,0.75,0.46625798329581025,0,1,,,,,,
2020-05-27,600362,0.43249999999999994,0.007137192704202988,1.0,0.7,0.4609396093556479,0,1,,,,,,
2020-05-28,600362,0.38900000000000007,0.003937007874015741,1.0,0.6,0.45986239242124965,0,1,,,,,,
2020-05-29,600362,0.3425,0.019607843137254832,1.0,0.5,0.45546941706191163,0,1,,,,,,
2020-06-01,600362,0.38800000000000007,-0.0038461538461539435,0.0,0.6,0.46476066518909787,0,1,,,,,,
2020-06-02,600362,0.3605000000000001,0.006949806949807069,1.0,0.55,0.46163196168977116,0,1,,,,,,
2020-06-03,600362,0.4095,-0.012269938650306789,0.0,0.7,0.4642704118586434,0,1,,,,,,
2020-06-04,600362,0.32549999999999996,0.013198757763975166,1.0,0.45,0.45558852163176145,0,1,,,,,,
2020-06-05,600362,0.41549999999999987,0.0429118773946362,1.0,0.7,0.4617281427842013,0,1,,,,,,
2020-06-08,600362,0.45549999999999996,-0.0007347538574578039,0.0,0.8,0.46901265552654453,0,1,,,,,,
2020-06-09,600362,0.46900000000000003,-0.007352941176470562,0.0,0.8,0.4669673997608497,0,1,,,,,,
2020-06-10,600362,0.44150000000000017,-0.013333333333333308,0.0,0.7,0.4655168596043715,0,1,,,,,,
2020-06-11,600362,0.3554999999999999,-0.018018018018018167,0.0,0.45,0.45704493503368626,0,1,,,,,,
2020-06-12,600362,0.4164999999999999,-0.015290519877675823,0.0,0.65,0.460654789546831,0,1,,,,,,
2020-06-15,600362,0.5020000000000001,0.02717391304347827,1.0,0.9,0.46546481224221065,0,1,,,,,,
2020-06-16,600362,0.48950000000000005,-0.0015117157974300355,0.0,0.8,0.46706507620548615,0,1,,,,,,
2020-06-17,600362,0.4679999999999999,0.007570022710068125,1.0,0.85,0.4665393353988375,0,1,,,,,,
2020-06-18,600362,0.397,0.003005259203606281,1.0,0.6,0.4621698498292049,0,1,,,,,,
2020-06-19,600362,0.37349999999999994,-0.002996254681647992,0.0,0.5,0.4614173281182808,0,1,,,,,,
2020-06-22,600362,0.4030000000000001,0.002253944402704766,1.0,0.7,0.4669198251292281,0,1,,,,,,
2020-06-23,600362,0.437,-0.004497751124437732,0.0,0.7,0.4665896286717506,0,1,,,,,,
2020-06-24,600362,0.41050000000000014,0.005271084337349352,1.0,0.7,0.4659065257358391,0,1,,,,,,
2020-06-29,600362,0.38499999999999995,0.008239700374531811,1.0,0.65,0.4637596554788434,0,1,,,,,,
2020-06-30,600362,0.3895,0.03491827637444289,1.0,0.65,0.4663519801540769,0,1,,,,,,
2020-07-01,600362,0.4804999999999999,0.027279253409906667,1.0,0.8,0.4738513182017714,0,1,,,,,,
2020-07-02,600362,0.4439999999999999,0.01187980433263447,1.0,0.85,0.4779514397982523,0,1,,,,,,
2020-07-03,600362,0.41499999999999987,0.08977900552486195,1.0,0.75,0.479385940869234,0,1,,,,,,
2020-07-06,600362,0.5334999999999999,-0.024714828897338448,0.0,0.95,0.48814263366440214,0,1,,,,,,
2020-07-07,600362,0.385,0.045484080571799756,1.0,0.65,0.48161575822076164,0,1,,,,,,
2020-07-08,600362,0.40449999999999997,0.025481665630826544,1.0,0.7,0.486510944115596,0,1,,,,,,
2020-07-09,600362,0.39349999999999996,-0.04787878787878774,0.0,0.55,0.486822464946734,0,1,,,,,,
2020-07-10,600362,0.31899999999999995,0.06429026098026736,1.0,0.3,0.47771881480587647,0,1,,,,,,
2020-07-13,600362,0.42300000000000004,-0.020334928229664984,0.0,0.7,0.4913231170263428,0,1,,,,,,
2020-07-14,600362,0.368,-0.031135531135531136,0.0,0.45,0.48309361743346757,0,1,,,,,,
2020-07-15,600362,0.42699999999999994,-0.053900185252102606,0.0,0.6,0.48379425566848766,0,1,,,,,,
2020-07-16,600362,0.358,0.0060321715817694965,1.0,0.55,0.4795725987755077,0,1,,,,,,
2020-07-17,600362,0.34450000000000003,0.05862758161225856,1.0,0.45,0.4762388819850316,0,1,,,,,,
2020-07-20,600362,0.36750000000000016,-0.011957205789804859,0.0,0.5,0.48162794399503217,0,1,,,,,,
2020-07-21,600362,0.3255000000000001,0.01719745222929947,1.0,0.35,0.47643102893445377,0,1,,,,,,
2020-07-22,600362,0.3785,-0.0025046963055729288,0.0,0.55,0.4832921662958135,0,1,,,,,,
2020-07-23,600362,0.29350000000000004,-0.043942247332077855,0.0,0.3,0.47520808006104515,0,1,,,,,,
2020-07-24,600362,0.325,0.05187130663164807,1.0,0.45,0.4768137071436439,0,1,,,,,,
2020-07-27,600362,0.3045,-0.013732833957553092,0.0,0.35,0.47712065357662514,0,1,,,,,,
2020-07-28,600362,0.2795,0.005063291139240533,1.0,0.3,0.47794209232786783,0,1,,,,,,
2020-07-29,600362,0.26650000000000007,-0.011964735516372782,0.0,0.2,0.4781441854903079,0,1,,,,,,
2020-07-30,600362,0.24600000000000002,0.031867431485022246,1.0,0.25,0.4769075130963109,0,1,,,,,,
2020-07-31,600362,0.35900000000000004,0.0061766522544781655,1.0,0.5,0.4836788568785841,0,1,,,,,,
2020-08-03,600362,0.37750000000000006,0.03499079189686927,1.0,0.5,0.48638746990290954,0,1,,,,,,
2020-08-04,600362,0.38200000000000006,0.003558718861210064,1.0,0.55,0.4867349206670371,0,1,,,,,,
2020-08-05,600362,0.3765,0.009456264775413725,1.0,0.55,0.4883190613400156,0,1,,,,,,
2020-08-06,600362,0.3760000000000001,-0.02751756440281028,0.0,0.55,0.49048767696276524,0,1,,,,,,
2020-08-07,600362,0.3600000000000001,-0.039735099337748325,0.0,0.5,0.4877724989511469,0,1,,,,,,
2020-08-10,600362,0.29100000000000004,-0.03699059561128526,0.0,0.25,0.4810663489554125,0,1,,,,,,
2020-08-11,600362,0.31050000000000005,-0.02278645833333337,0.0,0.3,0.479469039465362,0,1,,,,,,
2020-08-12,600362,0.25550000000000006,0.0006662225183211579,1.0,0.15,0.47580679289423133,0,1,,,,,,
2020-08-13,600362,0.26650000000000007,0.005326231691078487,1.0,0.25,0.47639469268193413,0,1,,,,,,
2020-08-14,600362,0.2945000000000001,0.029139072847682135,1.0,0.35,0.47891848280682336,0,1,,,,,,
2020-08-17,600362,0.3225000000000001,0.005791505791505891,1.0,0.4,0.48275718478723073,0,1,,,,,,
2020-08-18,600362,0.2895000000000001,0.006397952655150307,1.0,0.25,0.48012471824085706,0,1,,,,,,
2020-08-19,600362,0.28650000000000003,-0.008264462809917328,0.0,0.3,0.4804162890884333,0,1,,,,,,
2020-08-20,600362,0.3325,-0.0006410256410256387,0.0,0.45,0.4812689782831525,0,1,,,,,,
2020-08-21,600362,0.367,-0.008980115458627314,0.0,0.5,0.4822396184443136,0,1,,,,,,
2020-08-24,600362,0.24700000000000003,-0.02071197411003234,0.0,0.2,0.4754481310865493,0,1,,,,,,
2020-08-25,600362,0.2755000000000001,-0.008592200925313986,0.0,0.3,0.47507950694489937,0,1,,,,,,
2020-08-26,600362,0.32199999999999995,0.007333333333333414,1.0,0.45,0.4753930662617061,0,1,,,,,,
2020-08-27,600362,0.3454999999999999,0.022501654533421567,1.0,0.45,0.4774336778523098,0,1,,,,,,
2020-08-28,600362,0.31499999999999995,0.011003236245954673,1.0,0.4,0.47939292316714927,0,1,,,,,,
2020-08-31,600362,0.35250000000000004,0.0390524967989756,1.0,0.5,0.4816854067319307,0,1,,,,,,
2020-09-01,600362,0.365,-0.017252002464571814,0.0,0.5,0.484620803422243,0,1,,,,,,
2020-09-02,600362,0.4055000000000002,-0.004388714733542298,0.0,0.65,0.48457458413887383,0,1,,,,,,
2020-09-03,600362,0.4275000000000001,-0.027078085642317395,0.0,0.7,0.4824626961649631,0,1,,,,,,
2020-09-04,600362,0.384,0.023948220064724968,1.0,0.65,0.48070638273110244,0,1,,,,,,
2020-09-07,600362,0.45100000000000007,0.00821744627054355,1.0,0.7,0.48197443281950325,0,1,,,,,,
2020-09-08,600362,0.46449999999999997,-0.03385579937304073,0.0,0.75,0.48359537947696757,0,1,,,,,,
2020-09-09,600362,0.42850000000000005,-0.01687216093445809,0.0,0.65,0.4791206092644205,0,1,,,,,,
2020-09-10,600362,0.46749999999999997,0.0006600660066007347,1.0,0.75,0.4801203911656415,0,1,,,,,,
2020-09-11,600362,0.44749999999999995,0.0072559366754616494,1.0,0.7,0.4779030625080252,0,1,,,,,,
2020-09-14,600362,0.49650000000000016,0.00916830386378531,1.0,0.75,0.48105067406456464,0,1,,,,,,
2020-09-15,600362,0.48250000000000015,-0.018170019467877996,0.0,0.75,0.48281952656444405,0,1,,,,,,
2020-09-16,600362,0.44100000000000006,-0.009253139458030413,0.0,0.7,0.4796525410382704,0,1,,,,,,
2020-09-17,600362,0.3874999999999999,0.06671114076050699,1.0,0.6,0.47586924526253177,0,1,,,,,,
2020-09-18,600362,0.419,0.00250156347717323,1.0,0.75,0.4809898828665994,0,1,,,,,,
2020-09-21,600362,0.4614999999999999,-0.03618215845290085,0.0,0.75,0.48091046619853667,0,1,,,,,,
2020-09-22,600362,0.44699999999999995,-0.018122977346278324,0.0,0.75,0.4781772980511971,0,1,,,,,,
2020-09-23,600362,0.37649999999999995,-0.03493737640079109,0.0,0.6,0.4732470289690935,0,1,,,,,,
2020-09-24,600362,0.3529999999999999,-0.003415300546448119,0.0,0.4,0.46737182588554993,0,1,,,,,,
2020-09-25,600362,0.3829999999999999,-0.010281014393420107,0.0,0.6,0.4703491693140816,0,1,,,,,,
2020-09-28,600362,0.35200000000000004,-0.013157894736842146,0.0,0.4,0.466378336921074,0,1,,,,,,
2020-09-29,600362,0.3745000000000001,-0.0056140350877192935,0.0,0.55,0.46940255596174746,0,1,,,,,,
2020-09-30,600362,0.38578947368421046,0.02681721947777005,1.0,0.6842105263157895,0.46889969028191064,0,1,,,,,,
2020-10-09,600362,0.353,0.024742268041237025,1.0,0.45,0.46892237959218236,0,1,,,,,,
2020-10-12,600362,0.46100000000000013,-0.004024144869215318,0.0,0.85,0.4759771920779259,0,1,,,,,,
2020-10-13,600362,0.3145000000000001,-0.01548821548821544,0.0,0.4,0.4690651257484433,0,1,,,,,,
2020-10-14,600362,0.22500000000000006,0.001367989056087593,1.0,0.1,0.4633630754093491,0,1,,,,,,
2020-10-15,600362,0.2735000000000002,0.001366120218579292,1.0,0.15,0.4635633268361973,0,1,,,,,,
2020-10-16,600362,0.26850000000000007,0.009549795361528002,1.0,0.2,0.4654448438677635,0,1,,,,,,
2020-10-19,600362,0.3120000000000001,-0.004729729729729737,0.0,0.3,0.4674880310199935,0,1,,,,,,
2020-10-20,600362,0.28650000000000014,0.014256619144602745,1.0,0.25,0.4658593420309301,0,1,,,,,,
2020-10-21,600362,0.30900000000000005,-0.007362784471218187,0.0,0.4,0.4670881602110632,0,1,,,,,,
2020-10-22,600362,0.39249999999999996,0.0006743088334457692,1.0,0.65,0.4673164271155518,0,1,,,,,,
2020-10-23,600362,0.38999999999999996,0.006064690026954089,1.0,0.6,0.4655276494230811,0,1,,,,,,
2020-10-26,600362,0.3555,-0.02076356329537843,0.0,0.55,0.4644531359026691,0,1,,,,,,
2020-10-27,600362,0.27949999999999997,0.044459644322845326,1.0,0.25,0.4621633236329657,0,1,,,,,,
2020-10-28,600362,0.41100000000000003,-0.0032743942370661028,0.0,0.75,0.4668164528215982,0,1,,,,,,
2020-10-29,600362,0.4155000000000001,-0.02759526938239154,0.0,0.75,0.4650595796776711,0,1,,,,,,
2020-10-30,600362,0.4085,0.016891891891891886,1.0,0.7,0.46256499175681026,0,1,,,,,,
2020-11-02,600362,0.42900000000000005,0.06976744186046502,1.0,0.7,0.4648036515554128,0,1,,,,,,
2020-11-03,600362,0.4555,-0.02857142857142858,0.0,0.7,0.46748005800176,0,1,,,,,,
2020-11-04,600362,0.45149999999999985,0.007672634271099765,1.0,0.7,0.46667964011074914,0,1,,,,,,
2020-11-05,600362,0.468,0.012055837563451854,1.0,0.75,0.46898363162074075,0,1,,,,,,
