date,symbol,open,high,low,close,volume,amount,turnover
2025-12-09,600362,43.95,43.95,41.88,42.03,71808925,3068701269.65,3.4603
2025-12-10,600362,42.38,42.75,41.81,42.39,43077554,1821401521.07,2.0758
2025-12-11,600362,43.24,43.48,41.15,41.18,50762627,2131360803.01,2.4461
2025-12-12,600362,42.2,42.4,41.3,41.66,44111730,1840097228.21,2.1256
2025-12-15,600362,40.35,42.18,40.35,41.16,38575789,1595637829.17,1.8589
2025-12-16,600362,41.01,41.9,40.02,40.56,37713546,1537545240.86,1.8173
2025-12-17,600362,40.71,41.72,40.38,41.37,38954187,1603153274.95,1.8771
2025-12-18,600362,41.08,42.13,40.7,41.01,32674616,1352448792.79,1.5745
2025-12-19,600362,41.01,42.1,40.47,41.85,37323140,1552424525.58,1.7985
2025-12-22,600362,42.03,42.87,42.02,42.58,45927763,1952296820.87,2.2131
2025-12-23,600362,42.57,42.96,41.7,42.08,46103137,1947701051.01,2.2216
2025-12-24,600362,42.9,43.38,42.26,43.1,45448525,1941217080.72,2.19
2025-12-25,600362,42.3,44.55,41.61,43.92,59649412,2578500195.71,2.8743
2025-12-26,600362,44.54,48.31,44.54,48.31,100423502,4737699853.85,4.8391
2025-12-29,600362,50.41,51.5,48.88,48.99,136093867,6831358431.2,6.558
2025-12-30,600362,46.85,51.3,46.42,50.25,93050841,4591829055.86,4.4838
2025-12-31,600362,50.25,55.28,50.24,54.92,128845206,7005041424.82,6.2087
2026-01-05,600362,55.02,55.28,52.8,54.3,101793232,5507189901.12,4.9051
2026-01-06,600362,56.0,57.46,54.73,56.97,97218369,5433251672.93,4.6847
2026-01-07,600362,55.5,56.5,54.5,55.28,83408911,4623725844.31,4.0192
2026-01-08,600362,54.0,56.5,53.8,55.03,66824983,3688231764.76,3.2201
2026-01-09,600362,54.19,57.98,54.0,56.5,73210842,4134630753.31,3.5278
2026-01-12,600362,57.26,58.0,55.42,56.02,67234046,3777680210.31,3.2398
2026-01-13,600362,55.66,58.76,55.4,57.21,71126285,4090827944.52,3.4274
2026-01-14,600362,57.6,62.26,57.6,59.8,97116352,5788632955.55,4.6797
2026-01-15,600362,59.09,64.41,58.13,62.0,94017498,5781279356.73,4.5304
2026-01-16,600362,62.01,66.66,61.2,64.11,103534677,6697000909.49,4.989
2026-01-19,600362,62.92,62.92,57.7,60.5,92318435,5560056310.19,4.4486
