symbol,days_held,avg_weight,max_weight,event_exposed_days,risk_event_days,avg_event_impact,weighted_event_impact,weighted_risk_events
600362,1038,0.3004061964931256,0.3254549773902739,5,5,-0.0014745372740294106,-0.48988479296740695,1.571843885533334
000630,1038,0.29853331848720366,0.33364469765444693,5,5,-0.001037013800604132,-0.321593055903125,1.4823113072754448
601899,1038,0.2962132600749121,0.32812285023663446,5,5,-0.0014745372740294106,-0.43152656371196557,1.4479003472583414
