event_id,symbol,published_at,horizon_days,cohort_key,prior_sample_count,prior_mean_return,prior_positive_rate,prior_mean_excess_return_proxy,prior_outcome_cutoff,pit_ready,no_future_leakage,reason
62a6baf4fb83c111,601899,2024-04-08T00:00:00,1,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
62a6baf4fb83c111,601899,2024-04-08T00:00:00,5,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
62a6baf4fb83c111,601899,2024-04-08T00:00:00,20,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
62a6baf4fb83c111,601899,2024-04-08T00:00:00,60,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
0aa2376e1774dae9,601899,2024-05-20T00:00:00,1,commodity_shock|positive,1,-0.01676300578034673,0.0,-0.03423048414848254,2024-04-09,False,True,"prior_rows=1, minimum=20"
0aa2376e1774dae9,601899,2024-05-20T00:00:00,5,commodity_shock|positive,1,0.06705202312138736,1.0,0.07847473897072162,2024-04-15,False,True,"prior_rows=1, minimum=20"
0aa2376e1774dae9,601899,2024-05-20T00:00:00,20,commodity_shock|positive,1,0.023699421965317935,1.0,0.011908079215779915,2024-05-09,False,True,"prior_rows=1, minimum=20"
0aa2376e1774dae9,601899,2024-05-20T00:00:00,60,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
1f7e13adb6d51faa,601899,2024-05-21T00:00:00,1,commodity_shock|positive,1,-0.01676300578034673,0.0,-0.03423048414848254,2024-04-09,False,True,"prior_rows=1, minimum=20"
1f7e13adb6d51faa,601899,2024-05-21T00:00:00,5,commodity_shock|positive,1,0.06705202312138736,1.0,0.07847473897072162,2024-04-15,False,True,"prior_rows=1, minimum=20"
1f7e13adb6d51faa,601899,2024-05-21T00:00:00,20,commodity_shock|positive,1,0.023699421965317935,1.0,0.011908079215779915,2024-05-09,False,True,"prior_rows=1, minimum=20"
1f7e13adb6d51faa,601899,2024-05-21T00:00:00,60,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
83696650a7691b98,601899,2024-05-22T00:00:00,1,commodity_shock|positive,2,-0.02943954089736389,0.0,-0.03297383837824553,2024-05-21,False,True,"prior_rows=2, minimum=20"
83696650a7691b98,601899,2024-05-22T00:00:00,5,commodity_shock|positive,1,0.06705202312138736,1.0,0.07847473897072162,2024-04-15,False,True,"prior_rows=1, minimum=20"
83696650a7691b98,601899,2024-05-22T00:00:00,20,commodity_shock|positive,1,0.023699421965317935,1.0,0.011908079215779915,2024-05-09,False,True,"prior_rows=1, minimum=20"
83696650a7691b98,601899,2024-05-22T00:00:00,60,commodity_shock|positive,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
225bf83ee5b317c6,601899,2024-05-23T00:00:00,1,commodity_shock|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
225bf83ee5b317c6,601899,2024-05-23T00:00:00,5,commodity_shock|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
225bf83ee5b317c6,601899,2024-05-23T00:00:00,20,commodity_shock|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
225bf83ee5b317c6,601899,2024-05-23T00:00:00,60,commodity_shock|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
8637d32f0fdd7c64,601899,2024-05-30T00:00:00,1,commodity_shock|negative,1,-0.0011210762331839152,0.0,0.007000244578768255,2024-05-24,False,True,"prior_rows=1, minimum=20"
8637d32f0fdd7c64,601899,2024-05-30T00:00:00,5,commodity_shock|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
8637d32f0fdd7c64,601899,2024-05-30T00:00:00,20,commodity_shock|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
8637d32f0fdd7c64,601899,2024-05-30T00:00:00,60,commodity_shock|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
a7a1a37410081a6b,601899,2024-06-05T00:00:00,1,commodity_shock|negative,2,-0.007079812493009152,0.0,-0.002267772458099427,2024-05-31,False,True,"prior_rows=2, minimum=20"
a7a1a37410081a6b,601899,2024-06-05T00:00:00,5,commodity_shock|negative,1,-0.011210762331838708,0.0,-0.011461701826704732,2024-05-30,False,True,"prior_rows=1, minimum=20"
a7a1a37410081a6b,601899,2024-06-05T00:00:00,20,commodity_shock|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
a7a1a37410081a6b,601899,2024-06-05T00:00:00,60,commodity_shock|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
9f34386c47c3c250,601899,2024-06-11T00:00:00,1,commodity_shock|negative,3,0.005837309755393649,0.3333333333333333,0.01279036601918658,2024-06-06,False,True,"prior_rows=3, minimum=20"
9f34386c47c3c250,601899,2024-06-11T00:00:00,5,commodity_shock|negative,2,-0.007022614726010068,0.0,0.007427805129713393,2024-06-06,False,True,"prior_rows=2, minimum=20"
9f34386c47c3c250,601899,2024-06-11T00:00:00,20,commodity_shock|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
9f34386c47c3c250,601899,2024-06-11T00:00:00,60,commodity_shock|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
4f777cb26ecdfe8b,601899,2024-07-23T00:00:00,1,commodity_shock|negative,4,0.007466217610662851,0.5,0.009804739182662262,2024-06-12,False,True,"prior_rows=4, minimum=20"
4f777cb26ecdfe8b,601899,2024-07-23T00:00:00,5,commodity_shock|negative,4,-0.005399523188903799,0.0,0.0018148802365364047,2024-06-18,False,True,"prior_rows=4, minimum=20"
4f777cb26ecdfe8b,601899,2024-07-23T00:00:00,20,commodity_shock|negative,4,0.04354287330394996,0.75,0.09745581621156017,2024-07-09,False,True,"prior_rows=4, minimum=20"
4f777cb26ecdfe8b,601899,2024-07-23T00:00:00,60,commodity_shock|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
ba1317221028df13,601899,2024-07-25T00:00:00,1,commodity_shock|negative,5,0.006094039463832912,0.6,0.009554881345308805,2024-07-24,False,True,"prior_rows=5, minimum=20"
ba1317221028df13,601899,2024-07-25T00:00:00,5,commodity_shock|negative,4,-0.005399523188903799,0.0,0.0018148802365364047,2024-06-18,False,True,"prior_rows=4, minimum=20"
ba1317221028df13,601899,2024-07-25T00:00:00,20,commodity_shock|negative,4,0.04354287330394996,0.75,0.09745581621156017,2024-07-09,False,True,"prior_rows=4, minimum=20"
ba1317221028df13,601899,2024-07-25T00:00:00,60,commodity_shock|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
e6ee509ff6d6526a,601899,2024-08-08T00:00:00,1,commodity_shock|negative,6,0.009614983199770019,0.6666666666666666,0.009141465883731352,2024-07-26,False,True,"prior_rows=6, minimum=20"
e6ee509ff6d6526a,601899,2024-08-08T00:00:00,5,commodity_shock|negative,6,0.0032079240959195046,0.16666666666666666,0.0031993005775265947,2024-08-01,False,True,"prior_rows=6, minimum=20"
e6ee509ff6d6526a,601899,2024-08-08T00:00:00,20,commodity_shock|negative,4,0.04354287330394996,0.75,0.09745581621156017,2024-07-09,False,True,"prior_rows=4, minimum=20"
e6ee509ff6d6526a,601899,2024-08-08T00:00:00,60,commodity_shock|negative,0,0.0,0.0,0.0,,False,True,"prior_rows=0, minimum=20"
56d26240ece2781b,601899,2024-11-22T00:00:00,1,commodity_shock|positive,4,-0.025672087672464705,0.0,-0.02266571975141149,2024-05-23,False,True,"prior_rows=4, minimum=20"
56d26240ece2781b,601899,2024-11-22T00:00:00,5,commodity_shock|positive,4,-0.007315732051809687,0.5,0.011769548352363535,2024-05-29,False,True,"prior_rows=4, minimum=20"
56d26240ece2781b,601899,2024-11-22T00:00:00,20,commodity_shock|positive,4,-0.048615860701108154,0.25,-0.00894894340111883,2024-06-20,False,True,"prior_rows=4, minimum=20"
56d26240ece2781b,601899,2024-11-22T00:00:00,60,commodity_shock|positive,4,-0.09909235848672135,0.25,0.019915798639858234,2024-08-15,False,True,"prior_rows=4, minimum=20"
86f40cb8c4fcb012,601899,2025-02-05T00:00:00,1,commodity_shock|positive,5,-0.023202644757261127,0.0,-0.02214945939141837,2024-11-25,False,True,"prior_rows=5, minimum=20"
86f40cb8c4fcb012,601899,2025-02-05T00:00:00,5,commodity_shock|positive,5,-0.0066140069612447006,0.4,0.007636640636490957,2024-11-29,False,True,"prior_rows=5, minimum=20"
86f40cb8c4fcb012,601899,2025-02-05T00:00:00,20,commodity_shock|positive,5,-0.04828355150504897,0.2,-0.0159553817049013,2024-12-20,False,True,"prior_rows=5, minimum=20"
86f40cb8c4fcb012,601899,2025-02-05T00:00:00,60,commodity_shock|positive,4,-0.09909235848672135,0.25,0.019915798639858234,2024-08-15,False,True,"prior_rows=4, minimum=20"
295cf6b4bc0910cf,601899,2025-02-11T00:00:00,1,commodity_shock|positive,6,-0.020954642741959666,0.0,-0.02369894019781743,2025-02-06,False,True,"prior_rows=6, minimum=20"
295cf6b4bc0910cf,601899,2025-02-11T00:00:00,5,commodity_shock|positive,5,-0.0066140069612447006,0.4,0.007636640636490957,2024-11-29,False,True,"prior_rows=5, minimum=20"
