horizon_days,rows,direction_accuracy,brier,return_ic,top_bucket_return,bottom_bucket_return,max_forward_drawdown
1,1547,0.5326438267614738,0.24945759154856847,-0.03806212732915723,-0.0007407808899265236,0.0020438926987971636,-0.5144787269913673
5,1543,0.507453013609851,0.24844357786442636,0.016274308301295115,0.01459567989057424,-0.0009580071370840288,-0.962811313369784
20,1528,0.5608638743455497,0.2433888265497991,0.11100288462757749,0.03305223047413941,0.005674030817341536,-0.9999525096476956
