date,symbol,score,future_return_1d,direction_up_1d,score_percentile,prob_up,predicted_direction,horizon_days,future_return_5d,direction_up_5d,future_return_20d,direction_up_20d
2020-07-15,300750,0.357,-0.049558035067381545,0.0,0.4,0.5179082609016584,1,1,,,,
2020-07-16,300750,0.442,-0.0054378208060171795,0.0,0.8,0.5240493162843032,1,1,,,,
2020-07-17,300750,0.352,0.04905467552376086,1.0,0.4,0.5138391207476144,1,1,,,,
2020-07-20,300750,0.557,0.008280565026790088,1.0,0.9,0.5250006780871579,1,1,,,,
2020-07-21,300750,0.5980000000000002,0.004299516908212508,1.0,0.9,0.527445263005546,1,1,,,,
2020-07-22,300750,0.5770000000000001,0.026985424984366624,1.0,1.0,0.5297935402129318,1,1,,,,
2020-07-23,300750,0.6150000000000001,-0.06941451990632319,0.0,1.0,0.5344008493445055,1,1,,,,
2020-07-24,300750,0.5720000000000001,-0.03714515804308427,0.0,0.9,0.5280566524547302,1,1,,,,
2020-07-27,300750,0.523,0.032514375326711864,1.0,0.8,0.5236863588851307,1,1,,,,
2020-07-28,300750,0.489,0.0337181044957473,1.0,0.7,0.5250405441025751,1,1,,,,
2020-07-29,300750,0.518,0.005730238025271728,1.0,0.9,0.5328110712000959,1,1,,,,
2020-07-30,300750,0.557,0.03321158996834672,1.0,0.9,0.5326445366883101,1,1,,,,
2020-07-31,300750,0.5590000000000003,0.016166281755196188,1.0,0.9,0.5360177729520362,1,1,,,,
2020-08-03,300750,0.5610000000000003,-0.022773654916511954,0.0,0.9,0.5390992988239497,1,1,,,,
2020-08-04,300750,0.5130000000000001,-0.001613745313019166,0.0,0.7,0.5338501555152237,1,1,,,,
2020-08-05,300750,0.4880000000000001,0.0054670786783930225,1.0,0.8,0.5350110908126824,1,1,,,,
2020-08-06,300750,0.5259999999999999,-0.0340898345153664,0.0,1.0,0.5386989768618378,1,1,,,,
2020-08-07,300750,0.5539999999999999,-0.017670957951931077,0.0,1.0,0.5385192314570213,1,1,,,,
2020-08-10,300750,0.5440000000000002,-0.011261710185369811,0.0,0.9,0.5322402562616694,1,1,,,,
2020-08-11,300750,0.455,-0.01355710109867958,0.0,0.6,0.5260544834033771,1,1,,,,
