date,symbol,close,amount,momentum_1,momentum_2,momentum_3,momentum_5,momentum_10,momentum_20,momentum_40,momentum_60,momentum_120,momentum_240,reversal_1,reversal_2,reversal_3,reversal_5,reversal_10,reversal_20,volatility_5,volatility_10,volatility_20,volatility_40,volatility_60,volatility_120,volatility_240,downside_volatility_5,downside_volatility_10,downside_volatility_20,downside_volatility_60,downside_volatility_120,upside_volatility_5,upside_volatility_10,upside_volatility_20,upside_volatility_60,max_drawdown_20,max_drawdown_60,max_drawdown_120,ma_bias_5,ma_bias_10,ma_bias_20,ma_bias_40,ma_bias_60,ma_bias_120,ma_bias_240,ma_slope_5,ma_slope_10,ma_slope_20,ma_slope_60,ema_bias_5,ema_bias_10,ema_bias_12,ema_bias_20,ema_bias_26,ema_bias_60,ema_bias_120,ema_slope_12,ema_slope_26,ema_slope_60,macd_diff,macd_signal,macd_hist,rsi_6,rsi_14,rsi_24,price_position_20,price_position_40,price_position_60,price_position_120,price_position_240,breakout_high_20,breakout_high_40,breakout_high_60,breakout_high_120,breakout_high_240,breakdown_low_20,breakdown_low_40,breakdown_low_60,breakdown_low_120,breakdown_low_240,amount_mean_5,amount_mean_10,amount_mean_20,amount_mean_40,amount_mean_60,amount_mean_120,amount_zscore_20,amount_zscore_60,amount_percentile_20,amount_percentile_60,turnover_mean_5,turnover_mean_10,turnover_mean_20,turnover_mean_40,turnover_mean_60,turnover_mean_120,turnover_zscore_20,turnover_zscore_60,turnover_percentile_20,turnover_percentile_60,volume_ratio_5_20,volume_ratio_10_60,amount_ratio_5_20,amount_ratio_10_60,intraday_return,overnight_return,gap_return,amplitude,atr_pct_5,atr_pct_10,atr_pct_20,atr_pct_60,amplitude_mean_5,amplitude_mean_10,amplitude_mean_20,amplitude_mean_60,amplitude_zscore_20,amplitude_zscore_60,bollinger_zscore_20,bollinger_zscore_60,bollinger_width_20,bollinger_width_60,close_position,upper_shadow,lower_shadow,body_size,close_to_high_20,close_to_high_60,close_to_high_120,close_to_low_20,close_to_low_60,close_to_low_120,return_skew_20,return_skew_60,return_kurt_20,return_kurt_60,amihud_illiquidity_20,amihud_illiquidity_60,limit_up_count_20,limit_up_count_60,limit_down_count_20,limit_down_count_60,limit_up_near_5,limit_down_near_5,gap_up_count_20,gap_up_count_60,gap_down_count_20,gap_down_count_60,long_upper_shadow_count_20,long_upper_shadow_count_60,long_lower_shadow_count_20,long_lower_shadow_count_60,up_day_ratio_20,up_day_ratio_60,down_day_ratio_20,down_day_ratio_60,positive_body_ratio_20,positive_body_ratio_60,return_autocorr_20,return_autocorr_60,price_efficiency_20,price_efficiency_60,price_efficiency_120,trend_strength_20,trend_strength_60,trend_strength_120,volume_cv_20,volume_cv_60,amount_cv_20,amount_cv_60,turnover_cv_20,turnover_cv_60,amount_crowding_20,amount_crowding_60,turnover_crowding_20,turnover_crowding_60,up_streak,down_streak,new_high_distance_60,new_low_distance_60,future_return_1d,future_return_5d,future_return_20d,excess_return_1d,excess_return_5d,excess_return_20d,future_downside_1d,future_upside_1d,direction_up_1d,future_downside_5d,future_upside_5d,direction_up_5d,future_downside_20d,future_upside_20d,direction_up_20d,effective_date,source,fetched_at,announce_date,quality_flag,feature_version,pit_ready,raw_hash
2020-01-02,000630,2.04029514,240134673.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.008474576271186418,,,,,,,,,,,,,,,,,,0.25000000000000316,0.25000000000000316,0.25000000000000316,0.4999999999999936,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,-0.008547008547008517,-0.004273504273504369,-0.1495726495726496,-0.018220251569921138,-0.021422206609719475,-0.05208520139044773,-0.008547008547008517,-0.008547008547008517,0.0,-0.008547008547008517,0.0,0.0,-0.16239316239316237,0.0,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,13805473457171925577
2020-01-02,000807,4.7560598,381084843.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013539651837524147,,,,,,,,,,,,,,,,,,0.6,0.4,0.2500000000000012,0.34999999999999876,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,-0.009541984732824527,-0.011450381679389277,-0.17938931297709926,-0.019215227755737148,-0.028599084015604383,-0.08190186479489739,-0.009541984732824527,-0.009541984732824527,0.0,-0.01908396946564883,0.028625954198473247,0.0,-0.20038167938931295,0.041984732824427384,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,10089592629033742954
2020-01-02,000831,13.00748397,470431581.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009999999999999787,,,,,,,,,,,,,,,,,,0.8108108108108091,0.1891891891891909,0.4594594594594622,0.3513513513513469,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,-0.0015232292460014563,-0.012947448591012933,-0.20792079207920788,-0.011196472268914076,-0.03009615092722804,-0.11043334389700601,-0.0015232292460014563,-0.0015232292460014563,0.0,-0.02361005331302357,0.022848438690022954,0.0,-0.2574257425742573,0.022848438690022954,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,14450708268753556763
2020-01-02,000878,12.2547312,555443442.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007251631617113397,,,,,,,,,,,,,,,,,,0.4888888888888891,0.511111111111111,0.4666666666666673,0.022222222222221828,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.005072463768115876,-0.024637681159420333,-0.22173913043478266,-0.004600779254796744,-0.04178638349563544,-0.12425168225258079,0.005072463768115876,0.005072463768115876,1.0,-0.033333333333333326,0.005072463768115876,0.0,-0.24420289855072463,0.005072463768115876,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,15294735745124641168
2020-01-02,000933,4.25307645,391827736.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.021543985637342833,,,,,,,,,,,,,,,,,,0.11111111111111041,0.22222222222222715,0.11111111111111041,0.6666666666666624,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,-0.003669724770642202,-0.031192660550458662,-0.21100917431192667,-0.013342967793554822,-0.04834136288667377,-0.1135217261297248,-0.003669724770642202,-0.003669724770642202,0.0,-0.04036697247706422,0.003669724770642091,0.0,-0.22752293577981653,0.003669724770642091,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,16350442049561040334
2020-01-02,000960,9.9342176,212449800.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002835538752362865,,,,,,,,,,,,,,,,,,0.38095238095237965,0.4761904761904813,0.38095238095237965,0.14285714285713902,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.007582938388625449,-0.0018957345971563067,-0.09289099526066358,-0.002090304634287171,-0.019044436933371413,0.004596452921538291,0.007582938388625449,0.007582938388625449,1.0,-0.009478672985782088,0.013270142180094702,0.0,-0.12417061611374403,0.06540284360189585,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,7207762584525885182
2020-01-02,002460,23.89677768,1554001262.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011697574893009932,,,,,,,,,,,,,,,,,,0.779310344827586,0.22068965517241398,0.49655172413793147,0.2827586206896545,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.025944726452340694,0.15313028764805425,0.3237450648618161,0.016271483429428073,0.13598158531183915,0.421232513044018,0.025944726452340694,0.025944726452340694,1.0,0.025944726452340694,0.15313028764805425,1.0,0.025944726452340694,0.3237450648618161,1.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,2271931036036223977
2020-01-02,002466,28.29025683,1704146491.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02300000000000013,,,,,,,,,,,,,,,,,,0.7818181818181823,0.21818181818181773,0.36363636363636365,0.41818181818181865,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.008471814923427745,0.027370478983382185,-0.10492016943629856,-0.0012014280994848744,0.010221776647167079,-0.007432721254096691,0.008471814923427745,0.008471814923427745,1.0,0.008471814923427745,0.06484196806777454,1.0,-0.10492016943629856,0.13326816552623,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,17950728024349296483
2020-01-02,600111,10.73265282,632313184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01746323529411775,,,,,,,,,,,,,,,,,,0.8148148148148175,0.18518518518518243,0.1111111111111081,0.7037037037037095,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,-0.0009033423667570428,-0.009936766034327027,-0.15085817524841916,-0.010576585389669662,-0.027085468370542133,-0.05337072706621729,-0.0009033423667570428,-0.0009033423667570428,0.0,-0.015356820234869062,0.01806684733513997,0.0,-0.1960252935862693,0.01806684733513997,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,2719262192267537628
2020-01-02,600219,1.78507004,248722512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,-0.004424778761061954,0.0663716814159292,-0.07079646017699115,-0.014098021783974573,0.04922297907971409,0.02669098800521072,-0.004424778761061954,-0.004424778761061954,0.0,-0.004424778761061954,0.0663716814159292,1.0,-0.10619469026548678,0.0752212389380531,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,4074117846474006984
