date,symbol,close,amount,momentum_1,momentum_2,momentum_3,momentum_5,momentum_10,momentum_20,momentum_40,momentum_60,momentum_120,momentum_240,reversal_1,reversal_2,reversal_3,reversal_5,reversal_10,reversal_20,volatility_5,volatility_10,volatility_20,volatility_40,volatility_60,volatility_120,volatility_240,downside_volatility_5,downside_volatility_10,downside_volatility_20,downside_volatility_60,downside_volatility_120,upside_volatility_5,upside_volatility_10,upside_volatility_20,upside_volatility_60,max_drawdown_20,max_drawdown_60,max_drawdown_120,ma_bias_5,ma_bias_10,ma_bias_20,ma_bias_40,ma_bias_60,ma_bias_120,ma_bias_240,ma_slope_5,ma_slope_10,ma_slope_20,ma_slope_60,ema_bias_5,ema_bias_10,ema_bias_12,ema_bias_20,ema_bias_26,ema_bias_60,ema_bias_120,ema_slope_12,ema_slope_26,ema_slope_60,macd_diff,macd_signal,macd_hist,rsi_6,rsi_14,rsi_24,price_position_20,price_position_40,price_position_60,price_position_120,price_position_240,breakout_high_20,breakout_high_40,breakout_high_60,breakout_high_120,breakout_high_240,breakdown_low_20,breakdown_low_40,breakdown_low_60,breakdown_low_120,breakdown_low_240,amount_mean_5,amount_mean_10,amount_mean_20,amount_mean_40,amount_mean_60,amount_mean_120,amount_zscore_20,amount_zscore_60,amount_percentile_20,amount_percentile_60,turnover_mean_5,turnover_mean_10,turnover_mean_20,turnover_mean_40,turnover_mean_60,turnover_mean_120,turnover_zscore_20,turnover_zscore_60,turnover_percentile_20,turnover_percentile_60,volume_ratio_5_20,volume_ratio_10_60,amount_ratio_5_20,amount_ratio_10_60,intraday_return,overnight_return,gap_return,amplitude,atr_pct_5,atr_pct_10,atr_pct_20,atr_pct_60,amplitude_mean_5,amplitude_mean_10,amplitude_mean_20,amplitude_mean_60,amplitude_zscore_20,amplitude_zscore_60,bollinger_zscore_20,bollinger_zscore_60,bollinger_width_20,bollinger_width_60,close_position,upper_shadow,lower_shadow,body_size,close_to_high_20,close_to_high_60,close_to_high_120,close_to_low_20,close_to_low_60,close_to_low_120,return_skew_20,return_skew_60,return_kurt_20,return_kurt_60,amihud_illiquidity_20,amihud_illiquidity_60,limit_up_count_20,limit_up_count_60,limit_down_count_20,limit_down_count_60,limit_up_near_5,limit_down_near_5,gap_up_count_20,gap_up_count_60,gap_down_count_20,gap_down_count_60,long_upper_shadow_count_20,long_upper_shadow_count_60,long_lower_shadow_count_20,long_lower_shadow_count_60,up_day_ratio_20,up_day_ratio_60,down_day_ratio_20,down_day_ratio_60,positive_body_ratio_20,positive_body_ratio_60,return_autocorr_20,return_autocorr_60,price_efficiency_20,price_efficiency_60,price_efficiency_120,trend_strength_20,trend_strength_60,trend_strength_120,volume_cv_20,volume_cv_60,amount_cv_20,amount_cv_60,turnover_cv_20,turnover_cv_60,amount_crowding_20,amount_crowding_60,turnover_crowding_20,turnover_crowding_60,up_streak,down_streak,new_high_distance_60,new_low_distance_60,future_return_1d,future_return_5d,future_return_20d,excess_return_1d,excess_return_5d,excess_return_20d,future_downside_1d,future_upside_1d,direction_up_1d,future_downside_5d,future_upside_5d,direction_up_5d,future_downside_20d,future_upside_20d,direction_up_20d,effective_date,source,fetched_at,announce_date,quality_flag,feature_version,pit_ready,raw_hash
2020-01-02,600362,14.98561521,606442649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004103165298944944,,,,,,,,,,,,,,,,,,0.21276595744681182,0.7872340425531882,0.06382978723404614,0.14893617021276567,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0023350846468184194,-0.016929363689433763,-0.18388791593695275,-0.0073381583760942,-0.03407806602564887,-0.08640046775475088,0.0023350846468184194,0.0023350846468184194,1.0,-0.016929363689433763,0.0023350846468184194,0.0,-0.20490367775831886,0.0023350846468184194,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,15169934229504218130
2020-01-02,600489,7.50215219,315636155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007100591715976323,,,,,,,,,,,,,,,,,,0.8181818181818173,0.18181818181818266,0.2727272727272694,0.545454545454548,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.034077555816686145,0.04582843713278484,-0.07873090481786138,0.024404312793773524,0.028679734796569732,0.01875654336434049,0.034077555816686145,0.034077555816686145,1.0,0.034077555816686145,0.11868390129259687,1.0,-0.11280846063454764,0.11868390129259687,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,7705354974306284474
2020-01-02,600497,3.79672707,187822437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006818181818181834,,,,,,,,,,,,,,,,,,0.40000000000000413,0.5999999999999959,0.10000000000000363,0.30000000000000054,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.006772009029345272,-0.006772009029345383,-0.16930022573363446,-0.0029012339935673478,-0.02392071136556049,-0.07181277755143259,0.006772009029345272,0.006772009029345272,1.0,-0.015801354401805856,0.011286681715575675,0.0,-0.1873589164785554,0.011286681715575675,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,9742735562736603978
2020-01-02,600547,22.8549062,1595732633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018260600433302354,,,,,,,,,,,,,,,,,,0.9142857142857095,0.08571428571429052,0.07142857142856934,0.8428571428571402,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.05714285714285716,0.08601823708206702,-0.014589665653495398,0.04746961411994454,0.06886953474585192,0.08289778252870647,0.05714285714285716,0.05714285714285716,1.0,0.05714285714285716,0.16990881458966567,1.0,-0.04802431610942248,0.16990881458966567,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,7256328766489198712
2020-01-02,600988,5.0108877,456954498.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022044088176352616,,,,,,,,,,,,,,,,,,0.7999999999999982,0.20000000000000182,0.2500000000000034,0.5499999999999948,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.03137254901960773,0.16862745098039222,0.2823529411764707,0.02169930599669511,0.15147874864417712,0.3798403893586726,0.03137254901960773,0.03137254901960773,1.0,0.03137254901960773,0.2686274509803923,1.0,0.03137254901960773,0.2823529411764707,1.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,14845724810731165539
2020-01-02,601168,5.3251489,787999680.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023916292974589082,,,,,,,,,,,,,,,,,,0.4047619047619063,0.5952380952380937,0.02380952380952342,0.3809523809523829,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.017518248175182327,-0.008759124087591275,-0.12116788321167893,0.007845005152269708,-0.02590782642380638,-0.02368043502947706,0.017518248175182327,0.017518248175182327,1.0,-0.013138686131387023,0.021897810218977964,0.0,-0.14744525547445253,0.021897810218977964,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,3145648000813915497
2020-01-02,601600,3.3658668,481122235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005586592178770999,,,,,,,,,,,,,,,,,,0.1875,0.8125,0.0625,0.125,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,-0.016666666666666607,-0.15555555555555556,-0.00967324302291262,-0.033815369002881714,-0.05806810737335369,0.0,0.0,0.0,-0.022222222222222254,0.008333333333333304,0.0,-0.17499999999999993,0.008333333333333304,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,4079046358502937524
2020-01-02,601899,4.24753075,1667226632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02813852813852824,,,,,,,,,,,,,,,,,,0.6000000000000008,0.3999999999999992,0.08000000000000064,0.5200000000000001,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.010526315789473495,-0.05052631578947375,-0.13684210526315788,0.0008530727665608754,-0.06767501812568885,-0.03935465708095601,0.010526315789473495,0.010526315789473495,1.0,-0.05052631578947375,0.023157894736842044,0.0,-0.18736842105263163,0.023157894736842044,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,10974926420888390846
2020-01-02,601958,6.66899958,141924073.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00248447204968949,,,,,,,,,,,,,,,,,,0.461538461538466,0.538461538461534,0.3076923076923134,0.15384615384615258,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,-0.00991325898389106,-0.01982651796778201,-0.19454770755886008,-0.01958650200680368,-0.036975220303997115,-0.09706025937665821,-0.00991325898389106,-0.00991325898389106,0.0,-0.01982651796778201,-0.0024783147459727095,0.0,-0.21065675340768275,-0.0024783147459727095,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,18325882237655350940
2020-01-02,603993,3.92857319,1071796840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004555808656036553,,,,,,,,,,,,,,,,,,0.42857142857142555,0.4285714285714291,0.42857142857142555,0.14285714285714537,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.02517162471395884,0.011441647597254079,-0.11212814645308922,0.01549838169104622,-0.005707054738961027,-0.014640698270887348,0.02517162471395884,0.02517162471395884,1.0,0.011441647597254079,0.027459954233409745,1.0,-0.15102974828375282,0.0778032036613272,0.0,2020-01-02,baostock,2026-06-12T13:17:42,,ok,954420435522,True,9279101133538919647
2020-01-03,000630,2.02285672,171474718.94,-0.008547008547008517,,,,,,,,,,0.008547008547008517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.012765957446808529,0.00427350427350448,0.00427350427350448,0.012820512820512896,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0.004310344827586077,-0.008620689655172376,-0.125,-0.020506118927564387,-0.010882703794540639,-0.048003431407856414,0.004310344827586077,0.004310344827586077,1.0,-0.008620689655172376,0.008620689655172376,0.0,-0.15517241379310343,0.008620689655172376,0.0,2020-01-03,baostock,2026-06-12T13:17:42,,ok,954420435522,True,18203445686078548499
2020-01-03,000807,4.71067755,294537434.37,-0.009541984732824527,,,,,,,,,,0.009541984732824527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0038387715930903177,-0.005725190839694583,-0.005725190839694583,0.034351145038168086,,,,,,,,,,,,,,,0.22222222222222163,0.6666666666666649,0.22222222222222163,0.11111111111111353,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0.021194605009633882,0.017341040462427904,-0.1483622350674373,-0.003621858745516581,0.01507902632305964,-0.0713656664752937,0.021194605009633882,0.021194605009633882,1.0,-0.00963391136801528,0.038535645472061786,1.0,-0.19267822736030826,0.052023121387283267,0.0,2020-01-03,baostock,2026-06-12T13:17:42,,ok,954420435522,True,2835480821566272160
2020-01-03,000831,12.98767059,468606578.31,-0.0015232292460014563,,,,,,,,,,0.0015232292460014563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002293577981651307,-0.0038080731150036407,-0.0038080731150036407,0.03198781416603201,,,,,,,,,,,,,,,0.42857142857142916,0.5714285714285708,0.35714285714285837,0.07142857142857081,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,0.02440884820747513,-0.016018306636155666,-0.19298245614035092,-0.00040761554767533223,-0.01828032077552393,-0.11598588754820734,0.02440884820747513,0.02440884820747513,1.0,-0.02212051868802445,0.02440884820747513,0.0,-0.25629290617848977,0.02440884820747513,0.0,2020-01-03,baostock,2026-06-12T13:17:42,,ok,954420435522,True,5210882983046106415
2020-01-03,000878,12.31689288,516561421.8,0.005072463768115876,,,,,,,,,,-0.005072463768115876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01760821716801164,-0.01231884057971011,-0.01231884057971011,0.03913043478260871,,,,,,,,,,,,,,,0.6666666666666642,0.3333333333333358,0.22222222222222263,0.4444444444444416,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,-0.022350396539293382,-0.02523431867339576,-0.1917808219178082,-0.04716686029444385,-0.027496332812764025,-0.11478425332566462,-0.022350396539293382,-0.022350396539293382,0.0,-0.03821196827685647,-0.015861571737562974,0.0,-0.2480173035328045,-0.015861571737562974,0.0,2020-01-03,baostock,2026-06-12T13:17:42,,ok,954420435522,True,17638951944972942147
