rows,direction_accuracy,raw_direction_accuracy,baseline_accuracy,auc,raw_auc,brier,raw_brier,calibrated_ece,raw_ece,probability_calibration_methods,probability_calibration_statuses,probability_calibration_ready_ratio,probability_calibration_pit_ratio,probability_calibration_pit_passed,probability_calibration_mean_improvement_brier,probability_calibration_mean_improvement_ece,rank_ic,top_bucket_return,bottom_bucket_return,top_bottom_spread,beats_baseline,requested_model_type,effective_model_type,effective_model_types,model_base_status,model_base_statuses,fallback_reason,fallback_reasons,fallback_rate,prediction_methods,model_status,trust_gate_passed,trust_gate_reasons,horizon_days,model_type,trust_status
72748,0.4941579149942266,0.4811816132402265,0.5015258151426844,0.4926864420292616,0.4735159567808171,0.25649177996604927,0.2587991430039191,0.02370113556393367,0.042440966293063286,identity;isotonic,calibrated;calibration_failed;calibration_watch,0.6191922802001429,1.0,True,0.0049993268043427175,0.011901437988004712,-0.008180030910436268,0.008701179666631403,0.005643334150960863,0.00305784551567054,True,lightgbm,lightgbm,lightgbm,trained,trained,,,0.0,lightgbm_walk_forward,ok,False,auc_above_052;brier_below_025;calibration_ready;rank_ic_positive,5,lightgbm,weak
