date,symbol,future_return_5d,future_return_20d,excess_return_5d,excess_return_20d
2020-01-07,000933,-0.020109689213894,-0.15904936014625226,-0.022147546184098015,-0.0879439124316182
2020-01-07,000960,0.017773620205799867,-0.07577174929840957,0.01573576323559585,-0.004666301583775512
2020-01-07,002460,0.08579289644822419,0.4617308654327166,0.08375503947802017,0.5328363131473506
2020-01-07,002466,0.07978888543930451,-0.04625892579944124,0.0777510284691005,0.02484652191519282
2020-01-07,600111,-0.008944543828264706,-0.12075134168157409,-0.010982400798468721,-0.049645893966940025
2020-01-07,600219,0.016877637130801704,-0.08860759493670889,0.014839780160597688,-0.017502147222074826
2020-01-07,600362,-0.011695906432748537,-0.16140350877192977,-0.013733763402952553,-0.09029806105729571
2020-01-07,600489,-0.042763157894736725,-0.1326754385964911,-0.044801014864940744,-0.06156999088185705
2020-01-07,600497,-0.015625,-0.1383928571428571,-0.017662856970204015,-0.06728740942822303
2020-01-07,600547,-0.06447225244831334,-0.11207834602829159,-0.06651010941851736,-0.040972898313657524
2020-01-07,600988,-0.020408163265306034,0.1479591836734695,-0.02244602023551005,0.21906463138810356
2020-01-07,601168,-0.0028571428571427804,-0.1071428571428571,-0.004894999827346797,-0.03603740942822303
2020-01-07,601600,-0.013850415512465353,-0.13850415512465375,-0.015888272482669368,-0.06739870741001969
2020-01-07,601899,0.01498929336188426,-0.07922912205567456,0.012951436391680244,-0.008123674341040499
2020-01-07,601958,0.0012499999999999734,-0.12249999999999994,-0.000787856970204043,-0.05139455228536588
2020-01-07,603993,0.06561085972850678,0.06561085972850678,0.06357300275830276,0.13671630744314084
2020-01-08,000630,-0.012931034482758674,-0.11206896551724144,-0.0001697436579026941,-0.05514589076584675
2020-01-08,000807,0.01945525291828787,-0.1264591439688716,0.03221654374314385,-0.0695360692174769
2020-01-08,000831,-0.015600624024961096,-0.15366614664586598,-0.002839333200105116,-0.09674307189447129
2020-01-08,000878,-0.017241379310344862,-0.1581709145427288,-0.004480088485488882,-0.10124783979133412
2020-01-08,000933,0.0019120458891015435,-0.13766730401529637,0.014673336713957524,-0.08074422926390168
2020-01-08,000960,0.06315789473684208,-0.060287081339712834,0.07591918556169806,-0.003364006588318147
2020-01-08,002460,0.035415641908509654,0.46310870634530255,0.04817693273336564,0.5200317810966972
2020-01-08,002466,0.035378835316218105,0.057921102066374575,0.04814012614107409,0.11484417681776926
2020-01-08,600111,-0.004587155963302614,-0.10183486238532102,0.008174134861553366,-0.04491178763392634
2020-01-08,600219,0.0,-0.10169491525423724,0.01276129082485598,-0.04477184050284255
2020-01-08,600362,-0.020771513353115778,-0.1501483679525223,-0.008010222528259798,-0.0932252932011276
2020-01-08,600489,-0.08718487394957974,-0.15021008403361336,-0.07442358312472376,-0.09328700928221867
2020-01-08,600497,-0.006880733944954143,-0.13073394495412838,0.0058805568799018375,-0.07381087020273369
2020-01-08,600547,-0.10470252013510006,-0.12314886983632112,-0.09194122931024408,-0.06622579508492643
2020-01-08,600988,-0.13446676970633697,0.12210200927357029,-0.12170547888148099,0.17902508402496498
2020-01-08,601168,0.01479289940828421,-0.07100591715976334,0.02755419023314019,-0.014082842408368657
2020-01-08,601600,-0.005681818181818232,-0.12784090909090906,0.007079472643037748,-0.07091783433951437
2020-01-08,601899,-0.021276595744680882,-0.08085106382978713,-0.008515304919824902,-0.023927989078392442
2020-01-08,601958,-0.01643489254108721,-0.12136536030341338,-0.003673601716231229,-0.0644422855520187
2020-01-08,603993,0.022421524663677195,0.12556053811659207,0.03518281548853318,0.18248361286798676
2020-01-09,000630,-0.012875536480686511,-0.10729613733905574,-0.00018527358841323796,-0.08074407716643607
2020-01-09,000807,0.0,-0.11583011583011604,0.012690262892273273,-0.08927805565749637
2020-01-09,000831,-0.047067901234567944,-0.158179012345679,-0.03437763834229467,-0.1316269521730593
2020-01-09,000878,-0.026002971768201988,-0.1419019316493313,-0.013312708875928714,-0.11534987147671162
2020-01-09,000933,-0.005681818181818232,-0.11742424242424243,0.007008444710455041,-0.09087218225162276
2020-01-09,000960,0.06172839506172845,-0.054131054131054235,0.07441865795400172,-0.02757899395843456
2020-01-09,002460,0.022010271460014552,0.4130594277329418,0.03470053435228783,0.4396114879055615
2020-01-09,002466,0.039010466222645146,0.15382175705677148,0.05170072911491842,0.18037381722939116
2020-01-09,600111,-0.0155109489051094,-0.10492700729926996,-0.0028206860128361273,-0.07837494712665029
2020-01-09,600219,-0.03319502074688796,-0.10788381742738595,-0.020504757854614687,-0.08133175725476628
2020-01-09,600362,-0.02315914489311166,-0.1330166270783848,-0.010468882000838387,-0.10646456690576513
2020-01-09,600489,-0.03483146067415732,-0.10112359550561789,-0.02214119778188405,-0.07457153533299822
2020-01-09,600497,-0.0181818181818183,-0.07954545454545459,-0.0054915552895450255,-0.052993394372834915
2020-01-09,600547,-0.04617968094038627,-0.06521130702490907,-0.03348941804811299,-0.0386592468522894
2020-01-09,600988,-0.08724832214765088,0.1895973154362416,-0.0745580592553776,0.21614937560886127
2020-01-09,601168,-0.0014727540500736325,-0.026509572901325495,0.011217508842199641,4.248727129417887e-05
2020-01-09,601600,-0.01412429378531077,-0.12146892655367225,-0.0014340308930374975,-0.09491686638105258
2020-01-09,601899,0.0022172949002217113,0.006651884700665356,0.014907557792494985,0.03320394487328503
2020-01-09,601958,-0.029077117572692823,-0.08596713021491775,-0.01638685468041955,-0.05941507004229808
2020-01-09,603993,0.015837104072398356,0.2262443438914028,0.02852736696467163,0.2527964040640225
2020-01-10,000630,-0.004347826086956608,-0.07391304347826089,0.0014731217751604853,-0.0721371711575158
2020-01-10,000807,-0.0018939393939394478,-0.1155303030303031,0.003927008468177645,-0.11375443070955801
2020-01-10,000831,-0.045736434108527124,-0.1209302325581395,-0.03991548624641003,-0.11915436023739442
2020-01-10,000878,-0.03698224852071008,-0.1279585798816567,-0.03116130065859299,-0.12618270756091163
2020-01-10,000933,0.0018939393939392257,-0.10416666666666663,0.007714887256056319,-0.10239079434592155
2020-01-10,000960,0.08285163776493265,-0.023121387283236983,0.08867258562704974,-0.02134551496249191
2020-01-10,002460,0.01850048685491723,0.5092502434274588,0.024321434717034324,0.5110261157482039
2020-01-10,002466,0.007187499999999902,0.16906250000000012,0.013008447862116995,0.1708383723207452
2020-01-10,600111,-0.022831050228310557,-0.0858447488584475,-0.017010102366193464,-0.08406887653770242
2020-01-10,600219,-0.04526748971193417,-0.09876543209876543,-0.03944654184981708,-0.09698955977802035
2020-01-10,600362,-0.03208556149732622,-0.11467617349970294,-0.026264613635209128,-0.11290030117895786
2020-01-10,600489,-0.013698630136986245,-0.0730593607305936,-0.007877682274869152,-0.07128348840984852
2020-01-10,600497,-0.0022988505747125743,-0.06436781609195408,0.0035220972874045187,-0.062591943771209
2020-01-10,600547,-0.02224757558471191,-0.0319452367370221,-0.016426627722594817,-0.030169364416277024
2020-01-10,600988,-0.029668411867364797,0.25130890052356003,-0.023847464005247704,0.2530847728443051
2020-01-10,601168,0.03288490284005996,0.001494768310911887,0.03870585070217705,0.0032706406316569624
2020-01-10,601600,-0.014204545454545414,-0.09943181818181812,-0.008383597592428321,-0.09765594586107304
2020-01-10,601899,0.017621145374449254,0.01541850220264318,0.023442093236566347,0.017194374523388255
2020-01-10,601958,-0.015228426395939021,-0.08121827411167515,-0.009407478533821928,-0.07944240179093007
2020-01-10,603993,0.00913242009132409,0.23287671232876717,0.014953367953441182,0.23465258464951225
2020-01-13,000630,0.008733624454148492,-0.06550218340611347,0.01761819014394469,-0.06026950701291188
2020-01-13,000807,-0.005725190839694583,-0.11068702290076338,0.0031593748501016154,-0.10545434650756179
2020-01-13,000831,-0.05057471264367808,-0.10191570881226053,-0.04169014695388188,-0.09668303241905894
2020-01-13,000878,-0.03545051698670598,-0.12850812407680934,-0.026565951296909786,-0.12327544768360775
2020-01-13,000933,-0.013207547169811318,-0.10754716981132073,-0.00432298148001512,-0.10231449341811914
2020-01-13,000960,0.06060606060606055,-0.021780303030303094,0.06949062629585676,-0.016547626637101503
2020-01-13,002460,0.023569023569023573,0.4482924482924484,0.03245358925881977,0.45352512468565
2020-01-13,002466,0.017806935332708607,0.12777257107154005,0.026691501022504803,0.13300524746474165
2020-01-13,600111,-0.015384615384615441,-0.07058823529411773,-0.006500049694819243,-0.06535555890091614
2020-01-13,600219,-0.025000000000000022,-0.09166666666666667,-0.016115434310203826,-0.08643399027346509
2020-01-13,600362,-0.027893175074183985,-0.12284866468842737,-0.019008609384387788,-0.11761598829522578
2020-01-13,600489,-0.018327605956471982,-0.049255441008018375,-0.009443040266675784,-0.04402276461481679
2020-01-13,600497,0.002293577981651307,-0.07568807339449546,0.011178143671447505,-0.07045539700129387
2020-01-13,600547,-0.011490950876185013,-0.0005745475438092562,-0.002606385186388815,0.004658128849392334
2020-01-13,600988,-0.012323943661971981,0.3151408450704225,-0.003439377972175783,0.3203735214636241
2020-01-13,601168,-0.0014727540500736325,-0.025036818851251974,0.007411811639722566,-0.019804142458050383
2020-01-13,601600,-0.017045454545454586,-0.09943181818181812,-0.008160888855658388,-0.09419914178861653
2020-01-13,601899,-0.01943844492440605,-0.01295896328293722,-0.010553879234609853,-0.007726286889735629
2020-01-13,601958,-0.03508771929824561,-0.10776942355889729,-0.026203153608449416,-0.1025367471656957
2020-01-13,603993,-0.002277904328018221,0.19589977220956722,0.006606661361777977,0.20113244860276883
2020-01-14,000630,-0.021739130434782705,-0.06956521739130439,0.031502763439176115,-0.033963621775511765
2020-01-14,000807,-0.098901098901099,-0.16117216117216127,-0.04565920502714017,-0.12557056555636864
2020-01-14,000831,-0.0731331793687452,-0.1277906081601231,-0.019891285494786373,-0.09218901254433048
2020-01-14,000878,-0.08098068350668641,-0.12109955423476959,-0.027738789632727592,-0.08549795861897697
2020-01-14,000933,-0.05970149253731338,-0.13432835820895517,-0.006459598663354563,-0.09872676259316254
2020-01-14,000960,0.015625,-0.06525735294117652,0.06886689387395882,-0.02965575732538389
2020-01-14,002460,-0.04860631190969822,0.34369960838516467,0.004635581964260602,0.3793012040009573
2020-01-14,002466,-0.0871190339275445,-0.005175388154111449,-0.03387714005358568,0.030426207461681176
2020-01-14,600111,-0.04602888086642598,-0.09747292418772568,0.00721301300753284,-0.06187132857193306
2020-01-14,600219,-0.049792531120331995,-0.08713692946058094,0.003449362753626825,-0.05153533384478831
2020-01-14,600362,-0.07633136094674564,-0.1301775147928994,-0.02308946707278682,-0.09457591917710678
2020-01-14,600489,-0.03550973654066436,-0.036655211912943964,0.01773215733329446,-0.0010536162971513385
2020-01-14,600497,-0.0340136054421768,-0.10204081632653061,0.019228288431782023,-0.06643922071073799
2020-01-14,600547,0.006978772899098651,0.032567606862460075,0.06022066677305747,0.0681692024782527
2020-01-14,600988,-0.006944444444444531,0.38888888888888884,0.04629744942951429,0.42449048450468146
2020-01-14,601168,-0.06876790830945567,-0.06160458452722073,-0.015526014435496852,-0.026002988911428104
2020-01-14,601600,-0.047752808988763995,-0.10674157303370779,0.005489084885194825,-0.07113997741791517
2020-01-14,601899,-0.08016877637130804,-0.03164556962025322,-0.026926882497349217,0.003956025995539403
2020-01-14,601958,-0.06367041198501866,-0.1435705368289638,-0.01042851811105984,-0.10796894121317119
2020-01-14,603993,-0.10828025477707004,0.00424628450106157,-0.05503836090311122,0.039847880116854195
2020-01-15,000630,-0.013100436681222627,-0.05676855895196509,0.013492039244249781,-0.053047160603356854
2020-01-15,000807,-0.05534351145038163,-0.10305343511450382,-0.028751035524909225,-0.09933203676589558
2020-01-15,000831,-0.04437400950871628,-0.08954041204437391,-0.017781533583243875,-0.08581901369576567
2020-01-15,000878,-0.03127383676582762,-0.0823798627002289,-0.004681360840355215,-0.07865846435162066
2020-01-15,000933,-0.028625954198473358,-0.0935114503816794,-0.00203347827300095,-0.08979005203307117
2020-01-15,000960,0.004500450045004545,-0.0774077407740773,0.031092925970476953,-0.07368634242546906
2020-01-15,002460,0.03681710213776723,0.39833729216152003,0.06340957806323964,0.40205869051012827
2020-01-15,002466,-0.015421832476564812,0.09525249470819452,0.011170643448907596,0.09897389305680276
2020-01-15,600111,-0.026728110599078425,-0.06820276497695854,-0.00013563467360601725,-0.0644813666283503
2020-01-15,600219,-0.025423728813559365,-0.05508474576271183,0.0011687471119130426,-0.051363347414103595
2020-01-15,600362,-0.049696969696969684,-0.09757575757575754,-0.023104493771497276,-0.0938543592271493
2020-01-15,600489,-0.05523590333716921,-0.03222094361334871,-0.028643427411696804,-0.028499545264740474
2020-01-15,600497,-0.023094688221709014,-0.07159353348729791,0.0034977877037633935,-0.06787213513868967
2020-01-15,600547,-0.03772489843296567,0.023505513639001663,-0.011132422507493262,0.027226911987609896
2020-01-15,600988,0.0017857142857142794,0.4249999999999998,0.028378190211186687,0.42872139834860806
2020-01-15,601168,-0.01895043731778423,-0.03206997084548102,0.007642038607688178,-0.02834857249687279
2020-01-15,601600,-0.03428571428571425,-0.07714285714285707,-0.007693238360241845,-0.07342145879424883
2020-01-15,601899,-0.03695652173913033,-0.0021739130434782483,-0.010364045813657925,0.0015474853051299863
2020-01-15,601958,-0.028277634961439646,-0.10411311053984573,-0.0016851590359672382,-0.10039171219123749
2020-01-15,603993,-0.05043859649122806,0.026315789473684292,-0.023846120565755653,0.030037187822292526
2020-01-16,000630,-0.03913043478260869,-0.0608695652173914,0.010651308570789608,-0.08021461462224433
2020-01-16,000807,-0.08880308880308885,-0.08880308880308885,-0.03902134544969055,-0.10814813820794178
2020-01-16,000831,-0.07449392712550607,-0.04210526315789476,-0.024712183772107765,-0.061450312562747696
2020-01-16,000878,-0.0808543096872617,-0.08543096872616318,-0.031072566333863405,-0.10477601813101611
2020-01-16,000933,-0.07619047619047614,-0.09142857142857141,-0.026408732837077842,-0.11077362083342435
2020-01-16,000960,-0.055456171735241644,-0.08676207513416823,-0.005674428381843344,-0.10610712453902116
2020-01-16,002460,0.037808088059344325,0.3802345058626464,0.08758983141274262,0.36088945645779347
2020-01-16,002466,-0.05921855921855934,0.10989010989010994,-0.009436815865161041,0.09054506048525701
2020-01-16,600111,-0.06024096385542166,-0.05468025949953659,-0.010459220502023359,-0.07402530890438952
2020-01-16,600219,-0.03862660944206009,-0.03433476394849788,0.01115513391133821,-0.05367981335335082
2020-01-16,600362,-0.08024316109422491,-0.09361702127659577,-0.030461417740826613,-0.1129620706814487
2020-01-16,600489,-0.055878928987194376,0.022118742724097862,-0.006097185633796076,0.002773693319244923
2020-01-16,600497,-0.05092592592592593,-0.07638888888888884,-0.00114418257252763,-0.09573393829374177
2020-01-16,600547,-0.04724178403755863,0.091255868544601,0.0025399593158396683,0.07191081913974806
2020-01-16,600988,0.05514705882352944,0.6047794117647058,0.10492880217692774,0.5854343623598529
2020-01-16,601168,-0.04277286135693226,-0.014749262536873253,0.007008881996466043,-0.03409431194172619
2020-01-16,601600,-0.054441260744985676,-0.07449856733524352,-0.0046595173915873755,-0.09384361674009645
2020-01-16,601899,-0.05088495575221241,0.03982300884955747,-0.001103212398814113,0.020477959444704534
2020-01-16,601958,-0.05078125,-0.08203125,-0.0009995066466017,-0.10137629940485293
2020-01-16,603993,-0.08240534521158138,0.024498886414253906,-0.03262360185818308,0.0051538370094009675
2020-01-17,000630,-0.13100436681222705,-0.06113537117903922,0.006169830079409577,-0.07142309064433454
2020-01-17,000807,-0.19354838709677424,-0.11195445920303604,-0.05637419020513762,-0.12224217866833136
2020-01-17,000831,-0.16409423233143794,-0.05767668562144601,-0.026920035439801315,-0.06796440508674133
2020-01-17,000878,-0.16666666666666663,-0.09600614439324118,-0.029492469775030006,-0.1062938638585365
2020-01-17,000933,-0.17391304347826075,-0.09073724007561434,-0.03673884658662413,-0.10102495954090966
2020-01-17,000960,-0.15480427046263356,-0.0987544483985765,-0.01763007357099694,-0.10904216786387182
2020-01-17,002460,-0.06716061185468447,0.3142925430210324,0.07001358503695215,0.30400482355573705
2020-01-17,002466,-0.13931120074464776,0.0825318026683215,-0.0021370038530111324,0.07224408320302618
2020-01-17,600111,-0.1467289719626168,-0.06168224299065428,-0.009554775070980182,-0.0719699624559496
2020-01-17,600219,-0.1293103448275862,-0.04310344827586199,0.007863852064050436,-0.053391167741157305
2020-01-17,600362,-0.16390423572744017,-0.08717004297114794,-0.02673003883580355,-0.09745776243644326
2020-01-17,600489,-0.12615740740740744,0.03356481481481488,0.011016789484229184,0.02327709534951956
2020-01-17,600497,-0.14976958525345618,-0.08986175115207373,-0.01259538836181956,-0.10014947061736905
2020-01-17,600547,-0.07817969661610258,0.12310385064177365,0.058994500275534045,0.11281613117647833
2020-01-17,600988,0.019784172661870603,0.6582733812949642,0.15695836955350723,0.6479856618296689
2020-01-17,601168,-0.15484804630969606,-0.05065123010130257,-0.01767384941805944,-0.060938949566597886
2020-01-17,601600,-0.14409221902017288,-0.08645533141210371,-0.006918022128536261,-0.09674305087739903
2020-01-17,601899,-0.16450216450216448,0.02164502164502169,-0.02732796761052786,0.011357302179726369
2020-01-17,601958,-0.15463917525773208,-0.09020618556701043,-0.01746497836609545,-0.10049390503230575
2020-01-17,603993,-0.1606334841628959,-0.002262443438913908,-0.023459287271259288,-0.012550162904209228
2020-01-20,000630,-0.1515151515151515,-0.07792207792207784,-0.01454317187081805,-0.08391642518224943
2020-01-20,000807,-0.19577735124760076,-0.11708253358925147,-0.05880537160326732,-0.12307688084942306
2020-01-20,000831,-0.21307506053268765,-0.08313155770782887,-0.07610308088835421,-0.08912590496800046
2020-01-20,000878,-0.20137825421133237,-0.11944869831546723,-0.06440627456699893,-0.12544304557563882
2020-01-20,000933,-0.19502868068833645,-0.10516252390057357,-0.05805670104400301,-0.11115687116074516
2020-01-20,000960,-0.17499999999999993,-0.12589285714285714,-0.03802802035566649,-0.13188720440302873
2020-01-20,002460,0.008693609022556448,0.4212875939849623,0.1456655886668899,0.41529324672479073
2020-01-20,002466,-0.10988336402701038,0.17096378146101898,0.027088615617323064,0.1649694342008474
2020-01-20,600111,-0.18198529411764708,-0.10018382352941169,-0.04501331447331364,-0.10617817078958328
2020-01-20,600219,-0.11538461538461542,-0.07264957264957261,0.021587364259718023,-0.0786439199097442
2020-01-20,600362,-0.1636141636141637,-0.11172161172161177,-0.026642183969830258,-0.11771595898178336
2020-01-20,600489,-0.10968494749124846,0.02683780630105015,0.027287032153084978,0.020843459040878566
2020-01-20,600497,-0.17620137299771166,-0.11441647597254001,-0.03922939335337822,-0.1204108232327116
2020-01-20,600547,-0.08979947689625112,0.08108108108108114,0.04717250274808232,0.07508673382090955
2020-01-20,600988,0.030303030303030276,0.6541889483065957,0.16727500994736372,0.6481946010464241
2020-01-20,601168,-0.12831858407079644,-0.05604719764011801,0.008653395573537004,-0.06204154490028959
2020-01-20,601600,-0.1387283236994219,-0.10115606936416177,-0.0017563440550884546,-0.10715041662433336
2020-01-20,601899,-0.12334801762114544,0.006607929515418665,0.013623962023187997,0.0006135822552470801
2020-01-20,601958,-0.17272727272727262,-0.10649350649350642,-0.03575529308293918,-0.11248785375367801
2020-01-20,603993,-0.136986301369863,0.05022831050228316,-1.4321725529564677e-05,0.044233963242111575
2020-01-21,000630,-0.11111111111111116,-0.03555555555555556,-0.018951190574549595,-0.05241236962885088
2020-01-21,000807,-0.13211382113821135,-0.05691056910569092,-0.039953900601649786,-0.07376738317898623
2020-01-21,000831,-0.1611295681063123,-0.06727574750830556,-0.06896964756975073,-0.08413256158160087
2020-01-21,000878,-0.15521422797089734,-0.0751818916734035,-0.06305430743433578,-0.09203870574669881
2020-01-21,000933,-0.15476190476190477,-0.051587301587301626,-0.0626019842253432,-0.06844411566059694
2020-01-21,000960,-0.14389140271493195,-0.11674208144796372,-0.05173148217837038,-0.13359889552125903
2020-01-21,002460,0.10653753026634383,0.43026634382566575,0.1986974508029054,0.41340952975237044
2020-01-21,002466,-0.11622047244094491,0.13007874015748033,-0.024060551904383345,0.11322192608418502
2020-01-21,600111,-0.12204351939451263,-0.08420056764427619,-0.02988359885795107,-0.1010573817175715
2020-01-21,600219,-0.08296943231441045,-0.03056768558951961,0.009190488222151114,-0.04742449966281493
2020-01-21,600362,-0.11082639333760402,-0.06982703395259449,-0.018666472801042458,-0.0866838480258898
2020-01-21,600489,-0.07957244655581952,0.009501187648456089,0.012587473980742045,-0.00735562642483923
2020-01-21,600497,-0.1455399061032865,-0.0938967136150235,-0.05337998556672492,-0.11075352768831881
2020-01-21,600547,-0.0678602367889114,0.02887669650591973,0.024299683747650166,0.012019882432624411
2020-01-21,600988,0.08041958041958042,0.5349650349650352,0.172579500956142,0.5181082208917399
2020-01-21,601168,-0.07692307692307687,-0.019999999999999796,0.015236843613484694,-0.036856814073295115
2020-01-21,601600,-0.10619469026548667,-0.05899705014749257,-0.014034769728925103,-0.07585386422078788
2020-01-21,601899,-0.07568807339449546,0.0,0.016471847142066107,-0.01685681407329532
2020-01-21,601958,-0.13333333333333341,-0.07866666666666666,-0.04117341279677185,-0.09552348073996197
2020-01-21,603993,-0.05476190476190479,0.04285714285714293,0.037398015774656776,0.026000328783847608
2020-01-22,000630,-0.11061946902654862,-0.04867256637168138,-0.02173590375279258,-0.05410470962353013
2020-01-22,000807,-0.12525252525252528,-0.08080808080808088,-0.03636895997876924,-0.08624022405992963
2020-01-22,000831,-0.15505804311774452,-0.07628524046434504,-0.06617447784398847,-0.08171738371619379
