source,source_url,published_at,symbol,related_symbols,title,summary,quality_flag,fetched_at,effective_date,announce_date,raw_hash
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000630&announcementId=1224660764&orgId=gssz0000630&announcementTime=2025-09-16 00:00:00,2025-09-16 00:00:00,000630,000630,关于提前赎回铜陵定02的第七次提示性公告,关于提前赎回铜陵定02的第七次提示性公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,6869177093173589280
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000630&announcementId=1224655478&orgId=gssz0000630&announcementTime=2025-09-15 00:00:00,2025-09-15 00:00:00,000630,000630,关于可转换公司债券2025年付息公告,关于可转换公司债券2025年付息公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,6021919509436163895
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000630&announcementId=1224654206&orgId=gssz0000630&announcementTime=2025-09-13 00:00:00,2025-09-13 00:00:00,000630,000630,关于提前赎回铜陵定02的第六次提示性公告,关于提前赎回铜陵定02的第六次提示性公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,3047666234186520671
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000630&announcementId=1224651649&orgId=gssz0000630&announcementTime=2025-09-12 00:00:00,2025-09-12 00:00:00,000630,000630,关于提前赎回铜陵定02的第五次提示性公告,关于提前赎回铜陵定02的第五次提示性公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,3702483269463724894
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000630&announcementId=1224648959&orgId=gssz0000630&announcementTime=2025-09-11 00:00:00,2025-09-11 00:00:00,000630,000630,关于提前赎回铜陵定02的第四次提示性公告,关于提前赎回铜陵定02的第四次提示性公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,2165315371698927655
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=000630&announcementId=1224646346&orgId=gssz0000630&announcementTime=2025-09-10 00:00:00,2025-09-10 00:00:00,000630,000630,关于提前赎回铜陵定02的第三次提示性公告,关于提前赎回铜陵定02的第三次提示性公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,18308992818043056084
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224910535&orgId=9900004143&announcementTime=2025-12-31 00:00:00,2025-12-31 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年度业绩预增公告,紫金矿业集团股份有限公司2025年度业绩预增公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,622853089516641534
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224904427&orgId=9900004143&announcementTime=2025-12-30 00:00:00,2025-12-30 00:00:00,601899,601899,紫金矿业集团股份有限公司关于选举职工董事的公告,紫金矿业集团股份有限公司关于选举职工董事的公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,5801823104094955676
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224893996&orgId=9900004143&announcementTime=2025-12-24 00:00:00,2025-12-24 00:00:00,601899,601899,紫金矿业集团股份有限公司2025年第二次临时股东会会议材料,紫金矿业集团股份有限公司2025年第二次临时股东会会议材料,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,12572800382664532418
akshare,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=601899&announcementId=1224877975&orgId=9900004143&announcementTime=2025-12-16 00:00:00,2025-12-16 00:00:00,601899,601899,紫金矿业集团股份有限公司股权激励限制性股票回购注销实施公告,紫金矿业集团股份有限公司股权激励限制性股票回购注销实施公告,raw_event,2026-06-12T17:08:40,2026-06-12 17:08:40,,6356115500603871780
