source,source_url,published_at,symbol,related_symbols,title,summary,quality_flag,fetched_at,effective_date,announce_date,raw_hash
sample,,2025-12-31,000630,000630,公告: 000630 发布经营进展公告，订单合同和产能信息需要继续跟踪。,000630 发布经营进展公告，订单合同和产能信息需要继续跟踪。,raw_event,2026-06-12T17:01:27,2026-06-12 17:01:27,,9578906467884174398
sample,,2025-12-30,601899,601899,公告: 601899 发布经营进展公告，订单合同和产能信息需要继续跟踪。,601899 发布经营进展公告，订单合同和产能信息需要继续跟踪。,raw_event,2026-06-12T17:01:27,2026-06-12 17:01:27,,15014342092787851049
