rows,direction_accuracy,baseline_accuracy,brier,rank_ic,top_bucket_return,bottom_bucket_return,beats_baseline,model_status,horizon_days,model_type,trust_status
10969,0.5106208405506427,0.5008660771264473,0.25247393924094885,0.024100104045889473,0.0019563221693609132,0.0016742049648459738,True,ok,1,ensemble,data_insufficient
10889,0.5081274680870603,0.5226375241068969,0.25779235935478506,0.04458115375179982,0.010694875423079923,0.008121615101990123,True,ok,5,ensemble,data_insufficient
10589,0.48994239304939086,0.5776749456983662,0.27997613005861505,0.05563065180745412,0.04488856647821546,0.02779131126007576,True,ok,20,ensemble,data_insufficient
