rows,direction_accuracy,baseline_accuracy,auc,brier,rank_ic,top_bucket_return,bottom_bucket_return,beats_baseline,model_status,horizon_days,model_type,trust_status
340,0.5029411764705882,0.5235294117647059,0.47894992370647804,0.25286239540066097,-0.044547311902399245,-0.002436163401922893,0.00027422955861171246,False,ok,1,ensemble,data_insufficient
300,0.4633333333333333,0.5866666666666667,0.4078079178885631,0.2664987831964327,-0.20037829321825573,-0.014331635490002338,0.011275442348778425,False,ok,5,ensemble,data_insufficient
150,0.3933333333333333,0.6333333333333333,0.30832535885167467,0.29836789005208275,-0.3541941494190217,-0.03475228451153193,0.045778961184775674,False,ok,20,ensemble,data_insufficient
10,0.5,0.6,0.7083333333333334,0.22780668542321983,0.4787878787878787,0.21578084053790114,-0.040825160302995045,True,ok,60,ensemble,data_insufficient
