latest_date,symbol,horizon_days,prob_up,expected_return,expected_excess_return,direction,trend_label,confidence,return_p10,return_p50,return_p90,risk_flags,top_factor_contributors,prediction_method,sample_oos_accuracy,sample_oos_auc,sample_oos_brier,sample_rank_ic,calibration_rows,calibration_bins,calibration_ece,calibration_status,walk_forward_model_id,walk_forward_status,walk_forward_rows,walk_forward_auc,walk_forward_brier,walk_forward_rank_ic,walk_forward_gate_reasons,same_theme_rank,same_theme_percentile,same_theme_rank_note,universe_symbol_count,minimum_trusted_symbols,event_feature_count,trust_status,model_type,model_id,data_version,note
2025-12-31,000630,5,0.5720895692372023,0.0064183618925885135,0.0026369755098236943,震荡偏多,趋势延续,0.15009239581384548,-0.04986994563154918,0.0064183618925885135,0.06677281496534809,none,z:turnover_mean_40=2.548;z:volume_ratio_5_20=-2.326;z:turnover_mean_60=2.307;z:volume_ratio_10_60=-2.226;z:amount_ratio_5_20=-2.170,score_baseline,0.5416666666666666,0.583916083916084,0.24549390661188902,0.0,624,1,0.013152610441767076,calibration_low_coverage,walk_forward_factor_score_h5,weak,58520,0.5132446568836853,0.25203173991824046,0.02671291597588351,auc_above_052;brier_below_025,1,1.0,free mode uses loaded universe/theme pool as same-theme proxy,3,200,0,data_insufficient,factor_score,stock_forecast_factor_score_h5,274ffa65b083,Research signal only; not investment advice.
