horizon_days,rows,direction_accuracy,brier,return_ic,top_bucket_return,bottom_bucket_return,max_forward_drawdown
1,968,0.5444214876033058,0.24831230083989897,-0.020540295598401443,-0.0006105260908188646,0.0005790332340613834,-0.5791372005633051
5,964,0.4948132780082988,0.255745175707693,0.029127407719665408,-0.004026458262374016,-0.007416207280059805,-0.9798704857224875
20,949,0.49209694415173866,0.2637752598835907,0.27516873991950247,0.06410932263378558,-0.011567727166562057,-0.9999994721426994
60,909,0.4961496149614962,0.27233888745568874,0.2781228678507545,0.10975984097742028,-0.020837723402812848,-0.9999999999999999
