model_type,horizon_days,size_source,size_bucket,rows,symbols,direction_accuracy,baseline_accuracy,auc,raw_auc,brier,raw_brier,calibrated_ece,raw_ece,probability_calibration_statuses,probability_calibration_methods,probability_calibration_ready_ratio,probability_calibration_pit_ratio,rank_ic,mean_forward_return,top_bucket_return,bottom_bucket_return,top_bottom_spread,slice_status
factor_score,5,cs_amount_rank_20_liquidity_proxy,high_liquidity_proxy,24489,161,0.48866838172240595,0.5028788435624157,0.4907578606617632,0.4886401842388093,0.2540188564723671,0.2559483217990808,0.019193601532493186,0.03362759172760566,calibrated;calibration_failed;calibration_watch,identity;isotonic;platt,0.6192576258728408,1.0,-0.023294280692676975,0.0065588236197884914,0.004553097361076743,0.007187574506775369,-0.0026344771456986256,weak_or_failed
factor_score,5,cs_amount_rank_20_liquidity_proxy,low_liquidity_proxy,24157,138,0.46876681707165624,0.5010969905203461,0.46917820177002506,0.4545648157173246,0.25646965183797343,0.25911287323109095,0.011969170032335183,0.03875580363505661,calibrated;calibration_failed;calibration_watch,identity;isotonic;platt,0.6192407997681831,1.0,-0.06289440705885778,0.0033004138046981526,0.002751392821424288,0.008287986777748944,-0.005536593956324656,weak_or_failed
factor_score,5,cs_amount_rank_20_liquidity_proxy,mid_liquidity_proxy,24102,172,0.4864741515226952,0.5064310015766327,0.4934127408318155,0.46850875427995164,0.2542598802708578,0.2579390973782557,0.011601012239797159,0.028688753333865648,calibrated;calibration_failed;calibration_watch,identity;isotonic;platt,0.6190772549995851,1.0,-0.009387500631827955,0.005291597221796724,0.008856888191642903,0.007213331633438014,0.0016435565582048894,ok
