model_type,horizon_days,year,rows,symbols,direction_accuracy,baseline_accuracy,auc,raw_auc,brier,raw_brier,calibrated_ece,raw_ece,probability_calibration_statuses,probability_calibration_methods,probability_calibration_ready_ratio,probability_calibration_pit_ratio,rank_ic,mean_forward_return,top_bucket_return,bottom_bucket_return,top_bottom_spread,slice_status
factor_score,5,2025,51215,220,0.4861661622571512,0.5259982427023333,0.4924717643972449,0.4793983339913746,0.25455774504662587,0.25812606485048195,0.03453812196053197,0.055144060780594535,calibrated;calibration_failed;calibration_watch,identity;isotonic;platt,0.4590842526603534,1.0,-0.008747913458314315,0.007953214637998387,0.008279186358183222,0.008130841057590899,0.00014834530059232298,ok
factor_score,5,2026,21533,220,0.46983699438071796,0.5566804439697209,0.502292316781269,0.5078140688098957,0.2557563682407001,0.2565471529686732,0.08821204777965558,0.08432238831755158,calibrated;calibration_watch,identity;isotonic,1.0,1.0,-0.007612437416397902,-0.0018315461635744705,-0.00029635439454958916,-0.0059204250381814025,0.005624070643631813,ok
