rows,direction_accuracy,raw_direction_accuracy,baseline_accuracy,auc,raw_auc,brier,raw_brier,calibrated_ece,raw_ece,probability_calibration_methods,probability_calibration_statuses,probability_calibration_ready_ratio,probability_calibration_pit_ratio,probability_calibration_pit_passed,probability_calibration_mean_improvement_brier,probability_calibration_mean_improvement_ece,rank_ic,top_bucket_return,bottom_bucket_return,top_bottom_spread,beats_baseline,model_status,trust_gate_passed,trust_gate_reasons,horizon_days,model_type,trust_status
72748,0.48133282014625833,0.48061802386319896,0.5015258151426844,0.4846193763949694,0.47205176807560434,0.2549125307897116,0.2576587157886384,0.014279140944135075,0.02672328161396293,identity;isotonic;platt,calibrated;calibration_failed;calibration_watch,0.6191922802001429,1.0,True,0.0031801629303530752,0.0016936731209691467,-0.029852353248493724,0.005432047359510985,0.007610171219275575,-0.00217812385976459,False,ok,False,beats_baseline;auc_above_052;brier_below_025;calibration_ready;rank_ic_positive;top_bottom_spread_positive,5,factor_score,weak
