latest_date,symbol,horizon_days,trust_status,check,status,passed,severity,observed,threshold,reason,model_id,data_version
2025-12-31,000630,5,data_insufficient,news_raw_events,pass,True,required,event_rows=4,event_rows > 0,passed,stock_forecast_factor_score_h5,274ffa65b083
2025-12-31,000630,5,data_insufficient,news_event_factors,pass,True,required,event_factor_rows=5; event_feature_count=13,event factors and forecast event features present,passed,stock_forecast_factor_score_h5,274ffa65b083
2025-12-31,000630,20,data_insufficient,forecast_row_present,pass,True,required,row,present,passed,stock_forecast_factor_score_h20,274ffa65b083
2025-12-31,000630,20,data_insufficient,data_version,pass,True,required,274ffa65b083,non-empty data_version,passed,stock_forecast_factor_score_h20,274ffa65b083
2025-12-31,000630,20,data_insufficient,model_version,pass,True,required,model_id=stock_forecast_factor_score_h20; model_type=factor_score,non-empty model_id and model_type,passed,stock_forecast_factor_score_h20,274ffa65b083
2025-12-31,000630,20,data_insufficient,probability_outputs,pass,True,required,prob_up=0.6203095759190518; raw=0.6203095759190518; calibrated=0.6203095759190518,"probability fields in [0, 1]",passed,stock_forecast_factor_score_h20,274ffa65b083
2025-12-31,000630,20,data_insufficient,return_interval_outputs,pass,True,required,p10=-0.10373342302955275; p50=0.025405620167626198; p90=0.15454466336480516,finite expected returns and p10 <= p50 <= p90,passed,stock_forecast_factor_score_h20,274ffa65b083
2025-12-31,000630,20,data_insufficient,direction_and_trend_labels,pass,True,required,direction=看多; trend=趋势延续,non-empty direction and trend labels,passed,stock_forecast_factor_score_h20,274ffa65b083
2025-12-31,000630,20,data_insufficient,risk_flags,pass,True,required,none,non-empty risk_flags,passed,stock_forecast_factor_score_h20,274ffa65b083
2025-12-31,000630,20,data_insufficient,factor_contributors,pass,True,required,z:positive_event_count=26.511;z:event_count_20d=23.968;z:event_count_3d=20.631;z:latest_entity_link_confidence=15.227;z:event_confidence_mean=14.874;latest:event_count_3d=3.000;latest:event_count_20d=4.000;latest:positive_event_count=3.000;latest:negative_event_count=1.000;latest:event_risk_count=1.000,non-empty top_factor_contributors,passed,stock_forecast_factor_score_h20,274ffa65b083
2025-12-31,000630,20,data_insufficient,walk_forward_evidence,fail,False,required,model=; status=missing; rows=0,walk_forward model id/status/rows present,trusted prediction evidence requires out-of-sample walk-forward provenance,stock_forecast_factor_score_h20,274ffa65b083
2025-12-31,000630,20,data_insufficient,walk_forward_metrics,pass,True,required,auc=0.0; brier=0.0; rank_ic=0.0,AUC/Brier/RankIC fields present and numeric,passed,stock_forecast_factor_score_h20,274ffa65b083
2025-12-31,000630,20,data_insufficient,probability_calibration,pass,True,required,status=calibration_failed; raw_brier=0.24368019299049876; calibrated_brier=0.24368019299049876; raw_ece=0.11599883333295243; calibrated_ece=0.11599883333295243,calibration status plus Brier/ECE fields,passed,stock_forecast_factor_score_h20,274ffa65b083
2025-12-31,000630,20,data_insufficient,conformal_interval,pass,True,required,status=conformal_ready; rows=1023; half_width=0.12913904319717895,conformal status/rows/interval width present,passed,stock_forecast_factor_score_h20,274ffa65b083
2025-12-31,000630,20,data_insufficient,research_no_advice_note,pass,True,required,Research signal only; not investment advice.,contains not investment advice,passed,stock_forecast_factor_score_h20,274ffa65b083
2025-12-31,000630,20,data_insufficient,sample_source_warning,warn,False,warning,sample,source != sample,sample data can verify plumbing but cannot prove a real signal,stock_forecast_factor_score_h20,274ffa65b083
2025-12-31,000630,20,data_insufficient,news_raw_events,pass,True,required,event_rows=4,event_rows > 0,passed,stock_forecast_factor_score_h20,274ffa65b083
2025-12-31,000630,20,data_insufficient,news_event_factors,pass,True,required,event_factor_rows=5; event_feature_count=13,event factors and forecast event features present,passed,stock_forecast_factor_score_h20,274ffa65b083
