date,symbol,day_index,scenario,open,high,low,close,p10_close,p50_close,p90_close,prob_up,expected_return,expected_excess_return,return_p10,return_p50,return_p90,direction,trend_label,confidence,risk_flags,trust_status,model_id,model_type,data_version,is_forecast,note
2026-06-11,300750,1,bearish,388.5,397.47595645044044,367.7154017800645,376.4120772308863,376.4120772308863,386.4361608100321,400.49368167877725,0.5121754683069587,-0.005312327387304665,0.00013263584345767329,-0.03111434432204288,-0.005312327387304665,0.03087176751294017,中性,无明显形态,0.02793543530009851,none,data_insufficient,stock_forecast_event_aware_ensemble_h1,event_aware_ensemble,b8321bb88e34,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-06-11,300750,1,base,388.5,399.0599487652241,375.932309949842,386.4361608100321,376.4120772308863,386.4361608100321,400.49368167877725,0.5121754683069587,-0.005312327387304665,0.00013263584345767329,-0.03111434432204288,-0.005312327387304665,0.03087176751294017,中性,无明显形态,0.02793543530009851,none,data_insufficient,stock_forecast_event_aware_ensemble_h1,event_aware_ensemble,b8321bb88e34,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-06-11,300750,1,bullish,388.5,413.01252768449774,376.35605891999234,400.49368167877725,376.4120772308863,386.4361608100321,400.49368167877725,0.5121754683069587,-0.005312327387304665,0.00013263584345767329,-0.03111434432204288,-0.005312327387304665,0.03087176751294017,中性,无明显形态,0.02793543530009851,none,data_insufficient,stock_forecast_event_aware_ensemble_h1,event_aware_ensemble,b8321bb88e34,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-06-12,300750,2,bearish,376.4120772308863,385.1087526817081,365.15741194000714,373.7935894967027,373.7935894967027,387.8530546108458,405.00975955238806,0.49171702596359207,-0.0016652390969221116,0.0008290759793326189,-0.03785433848982582,-0.0016652390969221116,0.042496163584010385,中性,无明显形态,0.04707343937501434,none,data_insufficient,stock_forecast_event_aware_ensemble_h1,event_aware_ensemble,b8321bb88e34,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-06-12,300750,2,base,386.4361608100321,398.3954185365245,375.932309949842,387.8530546108458,373.7935894967027,387.8530546108458,405.00975955238806,0.49171702596359207,-0.0016652390969221116,0.0008290759793326189,-0.03785433848982582,-0.0016652390969221116,0.042496163584010385,中性,无明显形态,0.04707343937501434,none,data_insufficient,stock_forecast_event_aware_ensemble_h1,event_aware_ensemble,b8321bb88e34,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-06-12,300750,2,bullish,400.49368167877725,417.66977153908636,387.97483567305676,405.00975955238806,373.7935894967027,387.8530546108458,405.00975955238806,0.49171702596359207,-0.0016652390969221116,0.0008290759793326189,-0.03785433848982582,-0.0016652390969221116,0.042496163584010385,中性,无明显形态,0.04707343937501434,none,data_insufficient,stock_forecast_event_aware_ensemble_h1,event_aware_ensemble,b8321bb88e34,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-06-15,300750,3,bearish,373.7935894967027,382.4297670533982,362.5994220999497,371.17510176251903,371.17510176251903,389.26994841165936,409.5258374259988,0.47125858362022544,0.001981849193460442,0.0015255161152075646,-0.04459433265760875,0.001981849193460442,0.054120559655080606,中性,无明显形态,0.06621144344993017,none,data_insufficient,stock_forecast_event_aware_ensemble_h1,event_aware_ensemble,b8321bb88e34,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-06-15,300750,3,base,387.8530546108458,399.8508254028268,377.31069068516706,389.26994841165936,371.17510176251903,389.26994841165936,409.5258374259988,0.47125858362022544,0.001981849193460442,0.0015255161152075646,-0.04459433265760875,0.001981849193460442,0.054120559655080606,中性,无明显形态,0.06621144344993017,none,data_insufficient,stock_forecast_event_aware_ensemble_h1,event_aware_ensemble,b8321bb88e34,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-06-15,300750,3,bullish,405.00975955238806,422.32701539367486,392.34974756568977,409.5258374259988,371.17510176251903,389.26994841165936,409.5258374259988,0.47125858362022544,0.001981849193460442,0.0015255161152075646,-0.04459433265760875,0.001981849193460442,0.054120559655080606,中性,无明显形态,0.06621144344993017,none,data_insufficient,stock_forecast_event_aware_ensemble_h1,event_aware_ensemble,b8321bb88e34,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-06-16,300750,4,bearish,371.17510176251903,379.75078142508835,360.04143225989225,368.55661402833533,368.55661402833533,390.686842212473,414.0419152996096,0.45080014127685875,0.005628937483842995,0.0022219562510825104,-0.051334326825391685,0.005628937483842995,0.06574495572615083,震荡偏弱,无明显形态,0.085349447524846,none,data_insufficient,stock_forecast_event_aware_ensemble_h5,event_aware_ensemble,b8321bb88e34,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-06-16,300750,4,base,389.26994841165936,401.3062322691291,378.6890714204919,390.686842212473,368.55661402833533,390.686842212473,414.0419152996096,0.45080014127685875,0.005628937483842995,0.0022219562510825104,-0.051334326825391685,0.005628937483842995,0.06574495572615083,震荡偏弱,无明显形态,0.085349447524846,none,data_insufficient,stock_forecast_event_aware_ensemble_h5,event_aware_ensemble,b8321bb88e34,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-06-16,300750,4,bullish,409.5258374259988,426.9842592482634,396.7246594583228,414.0419152996096,368.55661402833533,390.686842212473,414.0419152996096,0.45080014127685875,0.005628937483842995,0.0022219562510825104,-0.051334326825391685,0.005628937483842995,0.06574495572615083,震荡偏弱,无明显形态,0.085349447524846,none,data_insufficient,stock_forecast_event_aware_ensemble_h5,event_aware_ensemble,b8321bb88e34,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-06-17,300750,5,bearish,368.55661402833533,377.07179579677836,357.4834424198348,365.93812629415163,365.93812629415163,392.1037360132866,418.55799317322044,0.4303416989334921,0.009276025774225548,0.002918396386957456,-0.058074320993174625,0.009276025774225548,0.07736935179722104,震荡偏弱,无明显形态,0.10448745159976183,none,data_insufficient,stock_forecast_event_aware_ensemble_h5,event_aware_ensemble,b8321bb88e34,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
2026-06-17,300750,5,base,390.686842212473,402.76163913543144,380.06745215581685,392.1037360132866,365.93812629415163,392.1037360132866,418.55799317322044,0.4303416989334921,0.009276025774225548,0.002918396386957456,-0.058074320993174625,0.009276025774225548,0.07736935179722104,震荡偏弱,无明显形态,0.10448745159976183,none,data_insufficient,stock_forecast_event_aware_ensemble_h5,event_aware_ensemble,b8321bb88e34,True,Probabilistic scenario path only; not guaranteed price movement or investment advice.
