source,source_url,published_at,symbol,related_symbols,title,summary,quality_flag
eastmoney_stock_news,http://finance.eastmoney.com/a/202606103766538490.html,2026-06-10 13:26:00,300750,300750,宁德时代在普洱成立新公司,股东信息显示，该公司由宁德时代（300750）旗下宁德时代新能源产业投资有限公司全资持股。,ok
eastmoney_stock_news,http://finance.eastmoney.com/a/202606053762024081.html,2026-06-05 17:00:13,300750,300750,花旗：升宁德时代目标价至888港元 料今年利润达千亿人民币,花旗发布研报称，将宁德时代300750.SZ)A股目标价由576元人民币上调至603元人民币。,ok
eastmoney_stock_news,http://finance.eastmoney.com/a/202606053761863791.html,2026-06-05 14:00:00,300750,300750,湖南裕能增资至8.4亿 增幅约11%,该公司成立于2016年6月，法定代表人为谭新乔，经营范围包括电子专用材料研发、电子专用材料制造、电子专用材料销售等，由湘潭电化集团有限公司、上海津晟新材料科技有限公司、宁德时代（300750）等共同持股。,ok
eastmoney_stock_news,http://finance.eastmoney.com/a/202606043760562285.html,2026-06-04 19:15:33,300750,300750,宁德时代：2026年A股员工持股计划完成非交易过户,宁德时代300750.SZ)公告称，公司2026年A股员工持股计划已完成非交易过户，过户股份数量为366.33万股，占公司总股本的0.08%，过户价格为176.68元/股。该持股计划实际募集资金总额为6.47亿元，参与员工4974人，股票来源为公司回购专用账户的A股股份。,ok
eastmoney_stock_news,http://finance.eastmoney.com/a/202606043760564236.html,2026-06-04 19:15:26,300750,300750,宁德时代：选举2026年A股员工持股计划管理委员会委员,宁德时代300750.SZ)公告称，公司于2026年6月4日召开2026年A股员工持股计划第一次持有人会议，选举王兵、陈津、吴婧为管理委员会委员，同日选举王兵为管理委员会主任。,ok
eastmoney_stock_news,http://finance.eastmoney.com/a/202606043760581591.html,2026-06-04 19:47:00,300750,300750,宁德时代2026年员工持股计划366.33万股完成过户 募资6.47亿元,6月4日，宁德时代（300750/03750）发布公告，2026年A股员工持股计划完成非交易过户，涉及股份数量为366.33万股，占公司总股本的0.08%，过户价格为176.68元/股。,ok
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300750&announcementId=1225352616&orgId=GD165627&announcementTime=2026-06-04 19:12:29,2026-06-04 19:12:29,300750,300750,关于2026年A股员工持股计划完成非交易过户的公告,关于2026年A股员工持股计划完成非交易过户的公告,ok
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300750&announcementId=1225352615&orgId=GD165627&announcementTime=2026-06-04 19:12:27,2026-06-04 19:12:27,300750,300750,关于选举2026年A股员工持股计划管理委员会委员的公告,关于选举2026年A股员工持股计划管理委员会委员的公告,ok
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300750&announcementId=1225349744&orgId=GD165627&announcementTime=2026-06-03 19:08:09,2026-06-03 19:08:09,300750,300750,H股公告（截至2026年5月31日止股份发行人的证券变动月报表）,H股公告（截至2026年5月31日止股份发行人的证券变动月报表）,ok
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300750&announcementId=1225342636&orgId=GD165627&announcementTime=2026-06-01 17:34:11,2026-06-01 17:34:11,300750,300750,关于2026年度第三期绿色科技创新债券发行完成的公告,关于2026年度第三期绿色科技创新债券发行完成的公告,ok
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300750&announcementId=1225292100&orgId=GD165627&announcementTime=2026-05-11 18:48:08,2026-05-11 18:48:08,300750,300750,关于控股股东无偿捐赠部分公司股份的进展公告,关于控股股东无偿捐赠部分公司股份的进展公告,ok
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300750&announcementId=1225282726&orgId=GD165627&announcementTime=2026-05-07 18:48:09,2026-05-07 18:48:09,300750,300750,H股公告（截至2026年4月30日止股份发行人的证券变动月报表）,H股公告（截至2026年4月30日止股份发行人的证券变动月报表）,ok
cninfo_disclosure,http://www.cninfo.com.cn/new/disclosure/detail?stockCode=300750&announcementId=1225274804&orgId=GD165627&announcementTime=2026-04-30 20:42:27,2026-04-30 20:42:27,300750,300750,关于完成配售H股的公告,关于完成配售H股的公告,ok
