horizon_days,rows,direction_accuracy,brier,return_ic,top_bucket_return,bottom_bucket_return,max_forward_drawdown
1,1314,0.5319634703196348,0.2490721968402177,-0.0321062120362026,0.0028217024886969025,0.003688006759631294,-0.6287782124445371
5,1310,0.48091603053435117,0.2524929637596893,-0.04806167561840038,-0.0024445075466298974,0.003135994610471058,-0.9908555891474606
20,1295,0.5081081081081081,0.2580574236969313,0.06695140631631238,0.04519505971517719,-4.671263637967978e-05,-0.9999999747997994
60,1255,0.48764940239043825,0.25350824014582923,0.09274547137551262,0.09028216558218355,0.01288147395334826,-1.0
