horizon_days,rows,direction_accuracy,brier,return_ic,top_bucket_return,bottom_bucket_return,max_forward_drawdown
1,968,0.496900826446281,0.2528700451950874,-0.04835352965403285,0.0018315350773989891,-0.0005691697048648194,-0.6126029166442443
5,964,0.49896265560165975,0.25087155831726726,0.02377677180093318,0.015916925393400436,-0.006730694449111276,-0.9817616462696512
20,949,0.40463645943098,0.265269076836403,0.1116263918417071,0.03672040975305113,-0.023793888905229713,-0.9999984609539344
60,909,0.5577557755775577,0.2521658758309786,0.1886967755178347,0.2228207003663113,-0.06309528289100592,-0.999999999992398
