latest_date,symbol,horizon_days,prob_up,expected_return,expected_excess_return,direction,trend_label,confidence,return_p10,return_p50,return_p90,risk_flags,top_factor_contributors,prediction_method,sample_oos_accuracy,sample_oos_auc,sample_oos_brier,sample_rank_ic,calibration_rows,calibration_bins,calibration_ece,calibration_status,walk_forward_model_id,walk_forward_status,walk_forward_rows,walk_forward_auc,walk_forward_brier,walk_forward_rank_ic,walk_forward_gate_reasons,same_theme_rank,same_theme_percentile,same_theme_rank_note,universe_symbol_count,minimum_trusted_symbols,event_feature_count,trust_status,model_type,model_id,data_version,note
2026-06-10,000630,5,0.48068565672659297,0.004607985300239787,0.00017144860837769386,中性,无明显形态,0.028971514910110546,-0.06180307568147003,0.004607985300239787,0.08385981952424486,high_volatility,z:limit_down_near_5=4.188;z:gap_up_count_60=3.221;z:gap_down_count_20=3.169;z:downside_volatility_5=2.335;z:gap_down_count_60=2.240,score_baseline,0.521284046692607,0.48746080842074935,0.24971322609939983,0.0,25700,1,0.013171368999984945,calibration_low_coverage,walk_forward_factor_score_h5,weak,72748,0.47901668649129403,0.2566894732670051,-0.03832276574588786,auc_above_052;brier_below_025;rank_ic_positive,77,0.6529680365296804,free mode uses loaded universe/theme pool as same-theme proxy,220,200,0,weak,factor_score,stock_forecast_factor_score_h5,aa7a1473dc83,Research signal only; not investment advice.
