horizon_days,rows,direction_accuracy,brier,return_ic,top_bucket_return,bottom_bucket_return,max_forward_drawdown
1,587,0.5178875638841567,0.2491469908742527,0.011138661730373924,0.0024506146485965942,0.002441493759602035,-0.3917301414581067
5,583,0.49056603773584906,0.2537571457485188,0.0948701587269008,0.029479241265154117,0.0029646786007761546,-0.8243677031314486
20,568,0.5545774647887324,0.25007439144541393,0.2668778542043363,0.10723996284859115,-0.004404377085618072,-0.9966144572171438
60,528,0.571969696969697,0.23827364348164345,0.30177538948364324,0.21208056318534094,-0.018677487861432956,-0.9999966431391744
