date,symbol,distance,horizon_days,future_return
2026-06-09,000630,7.859510391710731,1,0.016000000000000014
2026-06-05,000630,11.32990194531004,1,-0.07919269528565176
2026-06-04,000630,12.131235060434276,1,-0.029895366218236075
2026-06-01,000630,13.302764021775292,1,0.03812316715542541
2026-06-01,000630,13.302764021775292,5,-0.12374788744924914
2026-05-27,000630,13.612633292577454,1,0.04489164086687314
2026-05-27,000630,13.612633292577454,5,0.09442724458204355
2026-06-08,000630,14.150838069039665,1,0.053962900505902134
2026-05-22,000630,14.176845676508238,1,0.05974842767295585
2026-05-22,000630,14.176845676508238,5,0.08490566037735836
2026-05-28,000630,14.44093297750752,1,0.022222222222222143
2026-05-28,000630,14.44093297750752,5,-0.008888888888888946
2026-06-03,000630,14.976149555106954,1,-0.05374823196605383
2026-06-03,000630,14.976149555106954,5,-0.09486559988562071
2026-05-19,000630,15.3938479455669,1,-0.01661129568106312
2026-05-19,000630,15.3938479455669,5,0.13455149501661134
2026-06-02,000630,15.426823757877939,1,-0.0014124293785310327
2026-06-02,000630,15.426823757877939,5,-0.1103779904565565
2026-05-29,000630,15.544158853120821,1,-0.011594202898550732
2026-05-29,000630,15.544158853120821,5,-0.05942028985507242
2026-05-26,000630,15.609488994243108,1,-0.05417276720351405
2026-05-26,000630,15.609488994243108,5,0.03660322108345526
2026-05-20,000630,15.626695186615818,1,-0.023648648648648574
2026-05-20,000630,15.626695186615818,5,0.09121621621621623
2024-01-02,000630,15.671529947968178,1,-0.015105740181268867
2024-01-02,000630,15.671529947968178,5,0.0030211480362538623
2024-01-02,000630,15.671529947968178,20,-0.0785498489425982
2024-01-02,000630,15.671529947968178,60,0.2416918429003021
2024-01-04,000630,15.726669862344067,1,-0.006116207951070374
2024-01-04,000630,15.726669862344067,5,-0.003058103975535187
2024-01-04,000630,15.726669862344067,20,-0.06422018348623859
2024-01-04,000630,15.726669862344067,60,0.2568807339449539
2026-05-18,000630,15.757258801581306,1,-0.009868421052631526
2026-05-18,000630,15.757258801581306,5,0.10855263157894735
2024-01-03,000630,15.760395273186425,1,0.0030674846625766694
2024-01-03,000630,15.760395273186425,5,0.0030674846625766694
2024-01-03,000630,15.760395273186425,20,-0.07361963190184062
2024-01-03,000630,15.760395273186425,60,0.2638036809815951
2026-05-25,000630,15.866529210479113,1,0.01335311572700304
2026-05-25,000630,15.866529210479113,5,0.011869436201780381
2024-01-09,000630,16.00399544714218,1,-0.015060240963855387
2024-01-09,000630,16.00399544714218,5,-0.012048192771084376
2024-01-09,000630,16.00399544714218,20,-0.04216867469879515
2024-01-09,000630,16.00399544714218,60,0.26204819277108427
