symbol,rows,start_date,end_date,missing_ratio,duplicate_dates,missing_cells,non_positive_price_rows,high_low_error_rows,amount_error_rows
600519,243,2025-01-02,2025-12-31,0.06538461538461537,0,0,0,0,0
