rows,direction_accuracy,baseline_accuracy,brier,rank_ic,top_bucket_return,bottom_bucket_return,beats_baseline,model_status,horizon_days,model_type,trust_status
10980,0.509471766848816,0.5013661202185792,0.2518599341752518,0.03087440490254182,0.0018588994968940693,0.0007982589366831417,True,ok,1,ensemble,data_insufficient
10900,0.5082568807339449,0.5223853211009174,0.2577108773605422,0.043439488992952885,0.011553751774024087,0.008627011242684538,True,ok,5,ensemble,data_insufficient
10600,0.4882075471698113,0.5776415094339623,0.2791736297976262,0.06971314556343494,0.049371656248719364,0.029166488722353306,True,ok,20,ensemble,data_insufficient
