date,symbol,distance,horizon_days,future_return
2025-12-24,000630,12.266224703728197,5,0.022441888623654593
2025-12-23,000630,12.333755053163534,5,0.01621848063738196
2024-05-13,000630,12.825347711487082,5,0.02783000425109594
2024-05-16,000630,12.888264981531794,5,-0.06365849723953976
2024-05-17,000630,13.098461037269125,5,-0.051644867906869174
2024-05-20,000630,13.420645928942644,5,-0.050454509738873665
2025-12-08,000630,13.441974577585112,5,0.05028521633513949
2024-05-14,000630,13.476870416580878,5,-0.019464162600311696
2025-12-22,000630,13.515352484473615,5,-0.007291475987662666
2025-05-21,000630,13.628878294572862,5,-0.0015926911050184733
2024-05-10,000630,13.73626248350207,5,0.022771084712247314
2024-08-13,000630,13.800159570766576,5,0.012893480238035826
2025-12-18,000630,13.838509884709694,5,0.047178412702996386
2025-12-11,000630,13.908339467527137,5,0.02440098167681004
2024-06-18,000630,14.029055709554752,5,0.02065388257930101
2024-05-21,000630,14.059046877233204,5,-0.0239953349757549
