trade_date,symbol,side,shares,price,order_value,target_weight
2025-12-31,000630,BUY,4400,33.63435124611308,147991.14548289753,0.15
2025-12-31,600362,BUY,1700,84.95228237935595,144418.88004490512,0.15
2025-12-31,601899,BUY,2900,50.595982408088005,146728.34898345522,0.15
