date,gross_weight_before,gross_weight_after,cash_weight_after,max_single_weight_after,max_theme_weight_after,turnover_after,realized_volatility,drawdown,constraints_applied
2022-01-07,0.44999999999999996,0.44999999999999996,0.55,0.15,0.44999999999999996,0.44999999999999996,,,max_single_weight;max_theme_weight
2022-01-14,0.44999999999999996,0.44999999999999996,0.55,0.15,0.44999999999999996,0.0,,,max_single_weight;max_theme_weight
2022-01-21,0.44999999999999996,0.44999999999999996,0.55,0.15,0.44999999999999996,0.0,0.0686620148467364,,max_single_weight;max_theme_weight
2022-01-28,0.44999999999999996,0.44999999999999996,0.55,0.15,0.44999999999999996,0.0,0.06432987248580817,,max_single_weight;max_theme_weight
2022-02-04,0.44999999999999996,0.44999999999999996,0.55,0.15,0.44999999999999996,0.0,0.06586075969921255,,max_single_weight;max_theme_weight
2022-02-11,0.44999999999999996,0.44999999999999996,0.55,0.15,0.44999999999999996,0.0,0.06113952334540328,,max_single_weight;max_theme_weight
2022-02-18,0.44999999999999996,0.44999999999999996,0.55,0.15,0.44999999999999996,0.0,0.046563974641519866,,max_single_weight;max_theme_weight
2022-02-25,0.44999999999999996,0.44999999999999996,0.55,0.15,0.44999999999999996,0.0,0.03945420153918681,,max_single_weight;max_theme_weight
2022-03-04,0.44999999999999996,0.44999999999999996,0.55,0.15,0.44999999999999996,0.0,0.05067261356973834,,max_single_weight;max_theme_weight
2022-03-11,0.44999999999999996,0.44999999999999996,0.55,0.15,0.44999999999999996,0.0,0.05323869115181046,,max_single_weight;max_theme_weight
2022-03-18,0.44999999999999996,0.44999999999999996,0.55,0.15,0.44999999999999996,0.0,0.06934299066441553,,max_single_weight;max_theme_weight
2022-03-25,0.44999999999999996,0.44999999999999996,0.55,0.15,0.44999999999999996,0.0,0.07186158550325318,,max_single_weight;max_theme_weight
2022-04-01,0.44999999999999996,0.44999999999999996,0.55,0.15,0.44999999999999996,0.0,0.06821979113351921,,max_single_weight;max_theme_weight
2022-04-08,0.44999999999999996,0.44999999999999996,0.55,0.15,0.44999999999999996,0.0,0.07349174688312299,,max_single_weight;max_theme_weight
2022-04-15,0.44999999999999996,0.44999999999999996,0.55,0.15,0.44999999999999996,0.0,0.07989208741498426,,max_single_weight;max_theme_weight
