date,symbol,side,price,shares,gross_value,fee,tax,cost_basis,realized_pnl,slippage_rate,close
2020-02-03,600362,BUY,11.924539546031998,3500,41735.88841111199,12.520766523333597,0.0,0.0,0.0,0.0008,11.91500754
2020-02-03,000630,BUY,1.7365108882319997,41700,72412.50403927438,21.723751211782314,0.0,0.0,0.0,0.0008,1.73512279
2020-02-03,601600,BUY,2.779061582088,10000,27790.61582088,8.337184746263999,0.0,0.0,0.0,0.0008,2.77684011
2020-02-03,600497,BUY,3.165040818648,18700,59186.2633087176,17.75587899261528,0.0,0.0,0.0,0.0008,3.16251081
2020-02-03,000960,BUY,8.9526604032,6700,59982.82470144,17.994847410431998,0.0,0.0,0.0,0.0008,8.945504
2020-02-03,002460,BUY,26.323671343392,3200,84235.7482988544,25.27072448965632,0.0,0.0,0.0,0.0008,26.30262924
2020-02-10,601899,SELL,3.6276166031840003,3700,13422.1814317808,4.02665442953424,13.4221814317808,15066.186509555999,-1661.4539136365129,0.0008,3.7557114
2020-02-10,600362,SELL,12.124004820567999,4900,59407.62362078319,17.822287086234955,59.40762362078319,69841.7304453792,-10511.336735303033,0.0008,12.45739408
2020-02-10,000878,SELL,9.44988963552,2300,21734.746161696,6.520423848508799,21.734746161696,27201.494368454398,-5495.003376768604,0.0008,9.95474904
2020-02-10,601600,SELL,2.821329389392,22300,62915.6453834416,18.87469361503248,62.91564538344161,73909.0024189848,-11075.14737454168,0.0008,2.87033641
2020-02-10,000807,SELL,3.854405257,1000,3854.405257,1.1563215771,3.854405257,4678.111247399999,-828.7167172340992,0.0008,4.0117909
2020-02-10,000933,SELL,3.3139659546,2400,7953.51829104,2.386055487312,7.95351829104,9859.4109677952,-1916.2322505335524,0.0008,3.44928402
2020-02-10,601168,SELL,4.62179390456,2700,12478.843542311999,3.7436530626935993,12.478843542312,14228.3550571776,-1765.7340114706058,0.0008,4.8198428
2020-02-10,600497,SELL,3.134289900528,15800,49521.7804283424,14.856534128502718,49.521780428342396,57367.0081389744,-7909.606025188848,0.0008,3.22250424
2020-02-10,601958,SELL,5.367263751199999,3300,17711.97037896,5.313591113687999,17.71197037896,21015.470477231996,-3326.5256597646476,0.0008,5.51204798
2020-02-10,000960,SELL,8.910121235968,5700,50787.69104501761,15.23630731350528,50.78769104501761,54671.5411190784,-3949.874072419312,0.0008,9.180912
2020-02-10,600111,SELL,9.077191053103999,1700,15431.224790276798,4.629367437083039,15.431224790276797,17682.776737459197,-2271.612539409758,0.0008,9.28805908
2020-02-10,000831,SELL,10.235322646032,1400,14329.451704444798,4.298835511333439,14.329451704444798,17031.3262516656,-2720.50283443658,0.0008,10.48127802
2020-02-10,600547,BUY,22.650715327392,3200,72482.2890476544,21.744686714296318,0.0,0.0,0.0,0.0008,22.97994824
2020-02-10,600988,BUY,6.342368989319999,11500,72937.24337717998,21.881173013153994,0.0,0.0,0.0,0.0008,6.92681535
2020-02-10,000630,BUY,1.7365108882319997,15500,26915.918767595995,8.074775630278797,0.0,0.0,0.0,0.0008,1.76999963
2020-02-10,600219,BUY,1.644210637056,44500,73167.373348992,21.950212004697597,0.0,0.0,0.0,0.0008,1.68238902
2020-02-10,002460,BUY,31.429236090239996,400,12571.694436095999,3.7715083308287993,0.0,0.0,0.0,0.0008,34.79387004
2020-02-10,002466,BUY,25.203914253792,2900,73091.3513359968,21.92740540079904,0.0,0.0,0.0,0.0008,26.28993564
