date,symbol,side,price,shares,gross_value,fee,tax,cost_basis,realized_pnl,slippage_rate,close
2021-08-16,600111,BUY,41.28391833408,1400,57797.485667712,17.339245700313597,0.0,0.0,0.0,0.0008,39.54834435
2021-08-16,002466,BUY,93.37994878363199,400,37351.979513452796,11.205593854035838,0.0,0.0,0.0,0.0008,92.32818912
2021-08-23,601899,SELL,9.335809312848,42600,397705.47672732477,119.31164301819742,397.70547672732476,449855.48698421754,-52667.02737663832,0.0008,9.35250732
2021-08-23,600219,SELL,4.434730195344,90300,400456.1366395632,120.13684099186895,400.4561366395632,343660.07343211194,56275.470229819824,0.0008,4.5037905
2021-08-23,600111,SELL,41.888680135672,100,4188.868013567199,1.2566604040701597,4.188868013567199,3096.2938750559997,1087.1286100935622,0.0008,45.71652401
2021-08-23,000831,SELL,51.62288692536,1200,61947.464310432,18.5842392931296,61.947464310432,44986.816977033595,16880.11562979484,0.0008,52.92844869
2021-08-23,002466,SELL,110.528346528,700,77369.8425696,23.21095277088,77.36984256960001,33038.161685827195,44231.10008843232,0.0008,109.8793944
2021-08-23,000630,BUY,3.352498274736,6400,21455.9889583104,6.4367966874931195,0.0,0.0,0.0,0.0008,3.27873474
2021-08-23,000933,BUY,10.325010645791998,44200,456365.4705440063,136.90964116320188,0.0,0.0,0.0,0.0008,10.32482982
2021-08-23,601958,BUY,7.1968087747439995,63500,456997.35719624395,137.09920715887318,0.0,0.0,0.0,0.0008,7.12805544
2021-08-30,000933,SELL,11.736207416880001,1700,19951.552608696,5.9854657826088,19.951552608696,17552.518097846398,2373.0974924583024,0.0008,11.81018454
2021-08-30,601958,SELL,8.58819079652,5500,47235.04938085999,14.170514814257997,47.23504938085999,39582.448261091995,7591.195555572878,0.0008,8.39706531
2021-08-30,600111,SELL,47.517258877504,10800,513186.3958770432,153.95591876311295,513.1863958770432,356005.638219096,156513.61534330703,0.0008,51.32042225
2021-08-30,000630,BUY,3.5659199155679997,3800,13550.495679158399,4.06514870374752,0.0,0.0,0.0,0.0008,3.554184
2021-08-30,601600,BUY,6.886832742144,72500,499295.37380544,149.78861214163197,0.0,0.0,0.0,0.0008,7.12441806
2021-08-30,000831,BUY,49.61341760687999,1200,59536.10112825599,17.860830338476795,0.0,0.0,0.0,0.0008,51.763764
2021-09-06,000630,SELL,3.711150982176,9800,36369.2796253248,10.91078388759744,36.3692796253248,32244.452902368,4077.5466594438767,0.0008,3.61638222
2021-09-06,601600,SELL,7.473720236799999,7800,58295.01784703999,17.488505354111997,58.29501784703999,53717.2953887232,4501.938935115635,0.0008,7.44230548
2021-09-06,000933,SELL,11.445827027183999,300,3433.7481081551996,1.0301244324465597,3.4337481081551995,3097.5031937375993,331.78104187699864,0.0008,10.94641848
2021-09-06,000831,SELL,44.789568367032,10000,447895.68367031997,134.36870510109597,447.89568367031995,389439.4256265024,57873.993655046215,0.0008,45.44261205
2021-09-06,002466,SELL,105.922998756,4100,434284.2948996,130.28528846988,434.2842948996,231005.12917823993,202714.59613799056,0.0008,107.74080216
2021-09-06,000878,BUY,14.569564214303998,33200,483709.5319148927,145.1128595744678,0.0,0.0,0.0,0.0008,14.13763401
2021-09-06,601958,BUY,7.872354028944,3500,27553.239101304,8.265971730391199,0.0,0.0,0.0,0.0008,7.98306209
2021-09-06,000960,BUY,22.325107889664,21600,482222.3304167424,144.66669912502272,0.0,0.0,0.0,0.0008,21.05489152
2021-09-13,000630,SELL,4.465810870896,8200,36619.6491413472,10.98589474240416,36.6196491413472,26980.052428512,9591.991168951445,0.0008,4.7537211
2021-09-13,000878,SELL,15.788244361943999,26300,415230.8267191272,124.56924801573814,415.2308267191272,383179.53883619513,31511.487808197155,0.0008,16.89183469
2021-09-13,601600,SELL,9.173991590672,5300,48622.155430561594,14.586646629168477,48.6221554305616,36500.213533363196,12058.733095138668,0.0008,9.56467149
2021-09-13,000933,SELL,13.381696291824,34100,456315.84355119837,136.8947530653595,456.3158435511984,352082.86302150716,103639.76993307465,0.0008,14.09472468
2021-09-13,601958,SELL,8.480276357191999,48700,412989.4585952503,123.89683757857509,412.9894585952503,350484.5873300328,61967.984969043755,0.0008,8.54106643
2021-09-13,000807,BUY,19.23930023688,22700,436732.115377176,131.0196346131528,0.0,0.0,0.0,0.0008,20.0044958
2021-09-13,000960,BUY,22.6172473344,2500,56543.11833599999,16.962935500799997,0.0,0.0,0.0,0.0008,22.75924544
2021-09-13,600111,BUY,58.878267492023994,7400,435699.1794409776,130.70975383229327,0.0,0.0,0.0,0.0008,57.03133938
2021-09-13,002466,BUY,119.47873114965599,3600,430123.43213876156,129.03702964162846,0.0,0.0,0.0,0.0008,121.41119997
2021-09-22,000630,SELL,4.039649992559999,1300,5251.544990328,1.5754634970983998,5.251544990328,4277.325385008,967.3925968325739,0.0008,4.16728074
2021-09-22,000878,SELL,14.233544577576,6900,98211.4575852744,29.46343727558232,98.2114575852744,100529.99307869759,-2446.2103882840456,0.0008,14.47743799
2021-09-22,601600,SELL,8.82833202972,4100,36196.161321852,10.858848396555599,36.196161321852,28236.0142427904,7913.092069343191,0.0008,9.1626374
2021-09-22,000960,SELL,20.04071619072,24100,482981.260196352,144.8943780589056,482.981260196352,538765.4487527424,-56412.064194645616,0.0008,21.85527872
2021-09-22,002466,SELL,97.63337276639999,3600,351480.14195903996,105.44404258771198,351.48014195903994,430123.43213876156,-79100.21436426835,0.0008,97.16767587
2021-09-22,000807,BUY,17.88582727404,4600,82274.805460584,24.6824416381752,0.0,0.0,0.0,0.0008,17.87153005
2021-09-22,000933,BUY,12.764880141119997,30200,385499.38026182394,115.64981407854717,0.0,0.0,0.0,0.0008,12.94034574
2021-09-22,601958,BUY,8.133564860567999,47300,384717.61790486635,115.41528537145989,0.0,0.0,0.0,0.0008,8.22606398
2021-09-22,600111,BUY,48.44044663019999,2600,125945.16123851998,37.783548371555995,0.0,0.0,0.0,0.0008,48.79088485
2021-09-27,000630,SELL,3.9064747180799997,6000,23438.84830848,7.031654492543999,23.43884830848,19741.501776959998,3666.876028718976,0.0008,3.52752762
2021-09-27,601600,SELL,8.221092260479999,800,6576.873808383999,1.9730621425151995,6.576873808383999,5509.4661937152,1058.8576787179,0.0008,7.47035437
2021-09-27,601958,SELL,7.527032143128,60100,452374.63180199283,135.71238954059783,452.37463180199285,479201.17861128954,-27414.6338306393,0.0008,6.93905397
2021-09-27,600111,SELL,46.56458061032,400,18625.832244128,5.5877496732384,18.625832244128,23551.3069968096,-4949.688334598966,0.0008,43.0021358
2021-09-27,000807,BUY,16.11450359784,500,8057.25179892,2.4171755396759997,0.0,0.0,0.0,0.0008,14.3770968
2021-09-27,000933,BUY,10.599697939968,4000,42398.791759871994,12.719637527961597,0.0,0.0,0.0,0.0008,10.28446692
2021-09-27,000960,BUY,20.195317099008,22200,448336.03959797765,134.5008118793933,0.0,0.0,0.0,0.0008,18.29590976
2021-10-08,000630,SELL,3.5513406527999996,500,1775.6703263999998,0.5327010979199999,1.7756703263999998,1645.12514808,128.23680689568005,0.0008,3.4209021
2021-10-08,000933,SELL,9.251841860592,42300,391352.9107030416,117.40587321091246,391.3529107030416,511530.75825261115,-120686.60633348353,0.0008,8.6376606
2021-10-08,000960,SELL,18.309499393023998,22200,406470.88652513275,121.94126595753981,406.47088652513276,448336.03959797765,-42393.56522532756,0.0008,17.6085184
2021-10-08,600111,SELL,44.746714937224,600,26848.0289623344,8.054408688700319,26.8480289623344,35326.9604952144,-8513.833970531035,0.0008,43.03132277
2021-10-08,600547,BUY,19.35081387648,21000,406367.09140608,121.91012742182399,0.0,0.0,0.0,0.0008,19.4135472
2021-10-08,000878,BUY,13.066071101279999,31100,406354.81124980794,121.90644337494237,0.0,0.0,0.0,0.0008,12.70688041
2021-10-08,000807,BUY,14.070668586839998,1000,14070.668586839998,4.2212005760519995,0.0,0.0,0.0,0.0008,12.9974764
2021-10-11,600547,SELL,19.42731850176,900,17484.586651584,5.245375995475199,17.484586651584,17415.732488832,46.12420010493952,0.0008,19.5895008
2021-10-11,000630,SELL,3.41816537832,100,341.816537832,0.10254496134959999,0.341816537832,329.025029616,12.347146716818372,0.0008,3.4209021
2021-10-11,000878,SELL,12.714585018135999,31100,395423.5940640296,118.62707821920887,395.4235940640296,406354.81124980794,-11445.26785806159,0.0008,12.98408892
2021-10-11,601600,BUY,6.971046729479999,1600,11153.674767167999,3.3461024301503994,0.0,0.0,0.0,0.0008,6.94677509
2021-10-11,000807,BUY,13.23496716012,700,9264.477012084,2.7793431036252,0.0,0.0,0.0,0.0008,12.95209415
2021-10-11,601168,BUY,11.312445602303999,34500,390279.37327948795,117.08381198384637,0.0,0.0,0.0,0.0008,11.591184
2021-10-18,000630,SELL,3.799934498496,8900,33819.4170366144,10.14582511098432,33.819417036614404,29283.227635824,4492.224158642803,0.0008,4.06065522
2021-10-18,601600,SELL,6.7730589646,32500,220124.41634949998,66.03732490484998,220.1244163495,223822.06411968,-3983.809511434374,0.0008,6.97482398
2021-10-18,000807,SELL,12.45199627732,16700,207948.337831244,62.38450134937319,207.948337831244,321296.31395589595,-113618.30896383259,0.0008,12.82502385
2021-10-18,601168,SELL,12.484501362431999,21700,270913.6795647744,81.27410386943231,270.9136795647744,245480.0695699968,25081.422211343364,0.0008,12.70233888
2021-10-18,600111,SELL,44.2314909764,5400,238850.05127256003,71.655015381768,238.85005127256002,317942.6444569296,-79403.09825102391,0.0008,44.05286672
2021-10-18,601899,BUY,10.79998768368,22200,239759.72657769598,71.9279179733088,0.0,0.0,0.0,0.0008,10.66222728
2021-10-18,600547,BUY,19.2725497152,700,13490.78480064,4.047235440192,0.0,0.0,0.0,0.0008,19.5210744
2021-10-18,600988,BUY,15.63467704344,15300,239210.558764632,71.7631676293896,0.0,0.0,0.0,0.0008,15.9169374
2021-10-18,600497,BUY,5.25242663244,45700,240035.897102508,72.0107691307524,0.0,0.0,0.0,0.0008,5.41868332
2021-10-18,002466,BUY,90.40013022434398,2600,235040.33858329436,70.51210157498831,0.0,0.0,0.0,0.0008,94.80784995
2021-10-25,600547,SELL,19.3394120832,800,15471.52966656,4.641458899968,15.47152966656,15480.651101184,-29.234423190528105,0.0008,19.5406248
2021-10-25,000630,SELL,3.604610762592,73700,265659.8132030304,79.69794396090911,265.6598132030304,242491.446826992,22823.008618874446,0.0008,3.67858044
2021-10-25,601600,SELL,6.3059514498,16400,103417.60377672,31.025281133015998,103.41760377672,112944.0569711616,-9660.896079351325,0.0008,6.49799285
2021-10-25,000807,SELL,11.726461170119999,9000,105538.15053107998,31.661445159323993,105.53815053107999,169093.2832434,-63692.3323080104,0.0008,11.91737885
2021-10-25,601168,SELL,11.74166155008,9000,105674.95395072,31.702486185215996,105.67495395072,101812.01042073598,3725.5660898480855,0.0008,11.7110928
2021-10-25,600497,SELL,4.7061802914,31200,146832.82509168,44.04984752750399,146.83282509167998,163875.710932128,-17233.76851306716,0.0008,4.68303426
2021-10-25,002466,SELL,86.368692116088,1900,164100.5150205672,49.23015450617015,164.1005150205672,171760.24742625357,-7873.063075213111,0.0008,89.80243794
2021-10-25,601899,BUY,10.264603678847998,11200,114963.56120309758,34.48906836092927,0.0,0.0,0.0,0.0008,10.29329208
2021-10-25,600489,BUY,7.7917820428799995,35200,274270.727909376,82.28121837281279,0.0,0.0,0.0,0.0008,7.8305568
2021-10-25,600988,BUY,16.51965876288,5400,89206.15731955199,26.761847195865595,0.0,0.0,0.0,0.0008,16.68330846
2021-10-25,600362,BUY,21.664935223704,12600,272978.1838186704,81.89345514560111,0.0,0.0,0.0,0.0008,21.82440453
2021-10-25,600111,BUY,47.281770620352,3100,146573.4889230912,43.972046676927356,0.0,0.0,0.0,0.0008,50.64912194
2021-11-01,600547,SELL,19.290575184,700,13503.4026288,4.05102078864,13.5034026288,13545.569713536,-59.72150815343957,0.0008,19.4428728
2021-11-01,600362,SELL,20.3142865592,12600,255960.01064592,76.78800319377599,255.96001064592002,272978.1838186704,-17350.921186590072,0.0008,20.67528643
2021-11-01,000630,SELL,3.2583550489440003,31600,102964.01954663041,30.889205863989122,102.96401954663041,104580.16103502721,-1749.9947138074203,0.0008,3.26096382
2021-11-01,601600,SELL,5.717395981152,7200,41165.2510642944,12.34957531928832,41.1652510642944,49719.9381231744,-8608.201885263581,0.0008,5.69392467
2021-11-01,000807,SELL,10.75605796424,3800,40873.020264112,12.261906079233599,40.873020264112,60009.721036307994,-19189.83569853934,0.0008,10.8554342
2021-11-01,601168,SELL,10.311894599424,3800,39185.199477811206,11.755559843343361,39.18519947781121,42987.293288755194,-3853.0345702651466,0.0008,10.3521264
2021-11-01,600497,SELL,4.4282915503839995,14500,64210.22748056799,19.263068244170395,64.210227480568,76160.18617038,-12033.431985536736,0.0008,4.46772234
2021-11-01,002466,SELL,85.926578729976,700,60148.6051109832,18.044581533294956,60.1486051109832,63280.091157040784,-3209.679232701863,0.0008,82.21596633
2021-11-01,601899,BUY,9.572296776047999,5600,53604.8619458688,16.08145858376064,0.0,0.0,0.0,0.0008,9.66610224
2021-11-01,600489,BUY,7.485515465471999,14700,110037.07734243838,33.01112320273151,0.0,0.0,0.0,0.0008,7.45252992
2021-11-01,600988,BUY,15.831339647759998,2900,45910.88497850399,13.773265493551197,0.0,0.0,0.0,0.0008,16.74226008
2021-11-01,600111,BUY,49.00517947533599,900,44104.6615278024,13.231398458340717,0.0,0.0,0.0,0.0008,44.69498006
2021-11-01,002460,BUY,113.96245314484798,3200,364679.85006351356,109.40395501905405,0.0,0.0,0.0,0.0008,109.9639391
2021-11-08,601899,SELL,9.492481334879999,39000,370206.77206031996,111.06203161809597,370.20677206031996,408328.1497266624,-38602.646470020816,0.0008,9.69377238
2021-11-08,600547,SELL,19.886385354239998,600,11931.831212543999,3.579549363763199,11.931831212544,11610.488325888,305.8315060796922,0.0008,19.7361288
2021-11-08,600489,SELL,7.7073776412159996,1600,12331.8042259456,3.6995412677836796,12.3318042259456,12466.851268608,-151.07838815612922,0.0008,7.70454784
2021-11-08,600988,SELL,16.522700666472,1100,18174.9707331192,5.45249121993576,18.1749707331192,17198.144747784,953.198523382147,0.0008,16.64400738
2021-11-08,600111,BUY,45.275995342799995,600,27165.59720568,8.149679161703999,0.0,0.0,0.0,0.0008,49.35516627
2021-11-08,000831,BUY,39.750509287439996,9300,369679.736373192,110.90392091195758,0.0,0.0,0.0,0.0008,41.2119198
2021-11-08,002460,BUY,110.32347572999998,100,11032.347573,3.3097042718999994,0.0,0.0,0.0,0.0008,118.9184363
2021-11-15,600547,SELL,20.32591744704,200,4065.183489408,1.2195550468224,4.065183489408,3870.162775296,189.73597557576977,0.0008,20.2542144
2021-11-15,600988,SELL,17.376815317680002,800,13901.452254144002,4.1704356762432,13.901452254144003,12507.741634752,1375.638731461615,0.0008,16.82086224
2021-11-15,600111,SELL,46.6617926784,100,4666.17926784,1.3998537803519997,4.66617926784,5887.8267492024,-1227.7135144105914,0.0008,44.76308299
2021-11-15,002460,SELL,107.0968719056,3300,353419.67728848,106.02590318654399,353.41967728848,375712.19763651356,-22751.96592850861,0.0008,103.5872517
2021-11-15,601899,BUY,9.923065606799998,38100,378068.7996190799,113.42063988572397,0.0,0.0,0.0,0.0008,9.73988928
2021-11-15,600489,BUY,7.7827742023679995,300,2334.8322607104,0.70044967821312,0.0,0.0,0.0,0.0008,7.72254912
2021-11-15,000831,BUY,39.70069661915999,200,7940.139323831998,2.3820417971495993,0.0,0.0,0.0,0.0008,37.93686627
2021-11-22,601899,SELL,9.621505353023998,38100,366579.35395021434,109.97380618506429,366.57935395021434,378068.7996190799,-11965.998829000862,0.0008,9.72144252
2021-11-22,600489,SELL,7.563482609408,400,3025.3930437632002,0.90761791312896,3.0253930437632004,3116.712817152,-95.25278434569191,0.0008,7.6055408
2021-11-22,600111,SELL,45.6896719976,200,9137.93439952,2.741380319856,9.13793439952,11775.6534984048,-2649.598413604175,0.0008,48.98546465
2021-11-22,000831,SELL,38.19496836096,9500,362852.19942912,108.855659828736,362.85219942912,377619.875697024,-15239.384127161873,0.0008,42.61551417
2021-11-22,600547,BUY,19.4682101184,200,3893.6420236799995,1.1680926071039996,0.0,0.0,0.0,0.0008,19.3939968
2021-11-22,600988,BUY,16.529491893096,400,6611.7967572384005,1.9835390271715199,0.0,0.0,0.0,0.0008,16.46715252
2021-11-22,000878,BUY,12.278527089695999,29700,364672.25456397113,109.40167636919134,0.0,0.0,0.0,0.0008,12.1614056
2021-11-22,002466,BUY,101.0186167932,3600,363667.02045551996,109.10010613665598,0.0,0.0,0.0,0.0008,104.9938173
2021-11-29,600547,SELL,18.81197357184,14700,276536.011506048,82.96080345181439,276.536011506048,284456.963984256,-8280.449293165933,0.0008,18.670632
2021-11-29,600489,SELL,7.572476048896,38200,289268.5850678272,86.78057552034815,289.2685850678272,296114.741150976,-7222.205243736971,0.0008,7.46153056
2021-11-29,600111,SELL,53.75827364824,900,48382.446283416,14.514733885024798,48.382446283416,50902.87657045679,-2583.3274672092302,0.0008,54.52125996
2021-11-29,002466,SELL,107.3046030876,2900,311183.34895404,93.35500468621198,311.18334895403996,292953.98870027997,17824.821900119772,0.0008,112.51576242
2021-11-29,601899,BUY,9.415373878079999,32200,303175.038874176,90.95251166225279,0.0,0.0,0.0,0.0008,9.4539645
2021-11-29,600988,BUY,16.617990065039997,700,11632.593045527998,3.489777913658399,0.0,0.0,0.0,0.0008,16.31977347
2021-11-29,000878,BUY,12.5291092752,500,6264.5546376,1.8793663912799998,0.0,0.0,0.0,0.0008,12.54592063
2021-11-29,000960,BUY,17.594333655551996,17200,302622.5388754943,90.78676166264829,0.0,0.0,0.0,0.0008,17.49552256
2021-11-29,000831,BUY,44.831401452,6700,300370.3897284,90.11111691851998,0.0,0.0,0.0,0.0008,45.45256662
2021-12-06,601899,SELL,9.326593311552,25800,240626.10743804157,72.18783223141246,240.62610743804157,242916.64605446396,-2603.3525560918206,0.0008,9.38017746
2021-12-06,600547,SELL,18.518952176640003,3200,59260.64696524801,17.778194089574402,59.26064696524801,61914.777988608,-2731.1698644148128,0.0008,18.6901824
2021-12-06,600489,SELL,7.482541654016,8000,59860.333232127996,17.958099969638397,59.860333232128,59884.12372377599,-101.60892484976648,0.0008,7.4705312
2021-12-06,600988,SELL,15.85511680116,18100,286977.614100996,86.09328423029879,286.977614100996,287147.068567632,-542.5253649672959,0.0008,15.84816051
2021-12-06,000960,SELL,17.688519454719998,13800,244101.56847513598,73.23047054254079,244.101568475136,242801.80444661755,982.4319895007648,0.0008,17.29777984
2021-12-06,603993,BUY,5.5696464053999994,54000,300760.90589159995,90.22827176747998,0.0,0.0,0.0,0.0008,5.45553525
2021-12-06,000878,BUY,12.421716909983997,100,1242.1716909983998,0.3726515072995199,0.0,0.0,0.0,0.0008,12.30448096
2021-12-06,600497,BUY,4.5251675602559995,66500,300923.642757024,90.27709282710718,0.0,0.0,0.0,0.0008,4.50360766
2021-12-06,600111,BUY,51.74121274228799,200,10348.242548457598,3.104472764537279,0.0,0.0,0.0,0.0008,50.64912194
2021-12-06,000831,BUY,48.67693944321599,700,34073.857610251194,10.222157283075358,0.0,0.0,0.0,0.0008,49.82262285
2021-12-06,002466,BUY,105.47450646544799,2200,232043.91422398557,69.61317426719566,0.0,0.0,0.0,0.0008,104.68040292
2021-12-13,601899,SELL,9.474049332287999,5100,48317.651594668794,14.495295478400637,48.317651594668796,48018.406778207995,236.4318693877285,0.0008,9.57386844
2021-12-13,603993,SELL,5.3781233066,42300,227494.61586918,68.24838476075399,227.49461586918002,235596.04294841998,-8397.170079869917,0.0008,5.40070575
2021-12-13,600547,SELL,18.78267143232,700,13147.870002624,3.9443610007872,13.147870002624,13510.35084096,-379.5730693394107,0.0008,18.6901824
2021-12-13,600489,SELL,7.410594138112,1600,11856.9506209792,3.55708518629376,11.8569506209792,11976.824744755198,-135.2881595832714,0.0008,7.46153056
2021-12-13,600988,SELL,15.570411917424,3700,57610.5240944688,17.283157228340638,57.6105240944688,59127.59530182959,-1591.9648886836003,0.0008,15.71060673
2021-12-13,000878,SELL,12.455468387408,24000,298931.241297792,89.67937238933759,298.931241297792,294684.650152704,3857.9805314008845,0.0008,12.42072969
2021-12-13,600497,SELL,4.52689723268,52600,238114.79443896798,71.43443833169039,238.11479443896798,238023.81366946557,-218.56846326825325,0.0008,4.51257899
2021-12-13,601600,BUY,5.9791931008559995,49500,295970.058492372,88.79101754771159,0.0,0.0,0.0,0.0008,5.97441357
2021-12-13,600219,BUY,4.040263657224,73300,296151.3260745192,88.84539782235575,0.0,0.0,0.0,0.0008,3.97152435
2021-12-13,000960,BUY,17.716843745279995,14000,248035.81243391993,74.41074373017597,0.0,0.0,0.0,0.0008,17.43902464
2021-12-13,600111,BUY,50.92332379415999,100,5092.332379415999,1.5276997138247994,0.0,0.0,0.0,0.0008,52.03063852
2021-12-13,000831,BUY,48.497613837408,200,9699.5227674816,2.90985683024448,0.0,0.0,0.0,0.0008,48.52852875
2021-12-13,002466,BUY,108.67573569167999,400,43470.29427667199,13.041088283001598,0.0,0.0,0.0,0.0008,110.4324786
2021-12-20,603993,SELL,5.2411592156,8900,46646.317018839996,13.993895105651998,46.646317018839994,49569.853008059996,-2984.176201344497,0.0008,5.14483475
2021-12-20,600489,SELL,7.428581017088,300,2228.5743051264,0.6685722915379199,2.2285743051263998,2305.1063870208,-79.4292284910648,0.0008,7.40752672
2021-12-20,600988,SELL,15.570411917424,800,12456.3295339392,3.73689886018176,12.4563295339392,13267.8426004488,-827.706294903719,0.0008,15.17021688
2021-12-20,000878,SELL,12.214221869144,4800,58628.2649718912,17.58847949156736,58.6282649718912,58936.930030540796,-384.8818031130577,0.0008,12.09881013
2021-12-20,000960,SELL,16.644144103936,13000,216373.873351168,64.9121620053504,216.37387335116802,229902.43438356472,-13809.847067753231,0.0008,16.2902336
2021-12-20,600111,SELL,47.614470945583996,5500,261879.59020071197,78.56387706021358,261.87959020071196,262830.5608355712,-1291.4141021201795,0.0008,47.3801813
2021-12-20,002466,SELL,95.69912670216,2400,229677.904085184,68.90337122555519,229.67790408518403,250019.69274650156,-20640.369936628296,0.0008,91.58152545
2021-12-20,601899,BUY,9.249220221407999,27500,254353.55608871995,76.30606682661598,0.0,0.0,0.0,0.0008,9.18648648
2021-12-20,600547,BUY,18.75404964672,14000,262556.69505408,78.767008516224,0.0,0.0,0.0,0.0008,18.5337792
2021-12-20,601600,BUY,5.763979577664,8600,49570.2243679104,14.87106731037312,0.0,0.0,0.0,0.0008,5.7967706
2021-12-20,600219,BUY,3.9501157865759997,11500,45426.331545623994,13.627899463687196,0.0,0.0,0.0,0.0008,3.79137273
2021-12-20,600497,BUY,4.570060095575999,47100,215249.83050162956,64.57494915048886,0.0,0.0,0.0,0.0008,4.46772234
2021-12-27,603993,SELL,5.0585404276,2000,10117.0808552,3.0351242565599996,10.1170808552,11139.2928108,-1035.3641607117588,0.0008,5.044314
2021-12-27,600547,SELL,18.15755912256,9800,177944.07940108798,53.383223820326386,177.94407940108798,183861.10258502397,-6148.350487157411,0.0008,18.0743448
2021-12-27,000878,SELL,11.937235125952,1100,13130.9586385472,3.9392875915641596,13.130958638547199,13556.496235766399,-442.60784344931017,0.0008,11.91102372
2021-12-27,601600,SELL,5.894896836776,41100,242280.2599914936,72.68407799744807,242.2802599914936,245744.83644518157,-3779.5407916769327,0.0008,5.75937208
2021-12-27,000960,SELL,16.84172862976,3100,52209.358752256,15.662807625676798,52.209358752256,54922.21561036798,-2780.7290244899123,0.0008,16.61038848
2021-12-27,600111,SELL,42.938570470936,1200,51526.2845651232,15.457885369536958,51.5262845651232,57687.460130642394,-6228.1597354538535,0.0008,42.62270519
2021-12-27,000831,SELL,39.09016293192,4900,191541.79836640798,57.46253950992239,191.541798366408,219673.8671148,-28381.073086268356,0.0008,38.73323187
2021-12-27,002466,SELL,85.447622561688,600,51268.573537012795,15.380572061103837,51.2685735370128,63604.82680189199,-12402.902410477313,0.0008,86.68673028
2021-12-27,601899,BUY,9.009220495104,5900,53154.4009211136,15.94632027633408,0.0,0.0,0.0,0.0008,8.83599804
2021-12-27,600489,BUY,7.431468422399999,31200,231861.81477887998,69.55854443366398,0.0,0.0,0.0,0.0008,7.40752672
2021-12-27,600988,BUY,15.025022970048,15300,229882.85144173438,68.96485543252031,0.0,0.0,0.0,0.0008,14.97371148
2021-12-27,600219,BUY,3.85177265496,1600,6162.836247936,1.8488508743807999,0.0,0.0,0.0,0.0008,3.72586305
2021-12-27,601168,BUY,11.040434887679998,21000,231849.13264127995,69.55473979238398,0.0,0.0,0.0,0.0008,10.74382848
2021-12-27,600497,BUY,4.498232039063999,9300,41833.55796329519,12.550067388988557,0.0,0.0,0.0,0.0008,4.42286569
2022-01-04,601899,SELL,8.939521257120001,26900,240473.12181652803,72.1419365449584,240.47312181652802,249020.02370954875,-8859.516951382218,0.0008,9.05735916
2022-01-04,603993,SELL,5.1315879427999995,700,3592.11155996,1.0776334679879997,3.5921115599599998,3898.7524837799997,-311.3106688479479,0.0008,5.153973
2022-01-04,600489,SELL,7.37462038016,24300,179203.27523788798,53.76098257136639,179.203275237888,180619.81324231677,-1649.5022622380638,0.0008,7.44352928
2022-01-04,600988,SELL,14.519949070535999,12000,174239.38884643198,52.27181665392959,174.23938884643198,180618.8690595744,-6605.991418642807,0.0008,14.68877865
2022-01-04,000878,SELL,11.946170182184,300,3583.8510546551997,1.07515531639656,3.5838510546551996,3758.73278256,-179.54073427585172,0.0008,12.06304129
2022-01-04,601600,SELL,5.7080538308560005,13100,74775.5051842136,22.43265155526408,74.7755051842136,77315.92606221119,-2637.629034737067,0.0008,5.67522541
2022-01-04,600111,SELL,45.096678382312,500,22548.339191156,6.7645017573468,22.548339191156,23931.0411512976,-1412.0148010900994,0.0008,43.11888368
2022-01-04,000831,SELL,38.811657954288,2100,81504.48170400481,24.45134451120144,81.5044817040048,95299.6044465648,-13901.078568775192,0.0008,37.61832003
2022-01-04,002466,SELL,100.39658142959999,300,30118.974428879996,9.035692328663998,30.118974428879998,32602.720707503995,-2522.9009453815415,0.0008,92.78909262
2022-01-04,600547,BUY,18.26489863872,10900,199087.395162048,59.72621854861439,0.0,0.0,0.0,0.0008,18.4849032
2022-01-04,600219,BUY,3.85177265496,600,2311.063592976,0.6933190778928,0.0,0.0,0.0,0.0008,3.74224047
2022-01-04,000933,BUY,7.424635980815999,35100,260604.72292664158,78.18141687799246,0.0,0.0,0.0,0.0008,7.45906392
2022-01-04,601168,BUY,10.880428584959999,7700,83779.30010419199,25.133790031257597,0.0,0.0,0.0,0.0008,10.98364608
2022-01-04,600497,BUY,4.498232039063999,3400,15293.988932817596,4.588196679845279,0.0,0.0,0.0,0.0008,4.53052165
2022-01-04,000960,BUY,18.216307957248,13200,240455.26503567357,72.13657951070206,0.0,0.0,0.0,0.0008,17.73093056
2022-01-10,601899,SELL,8.635393214352,7700,66492.5277505104,19.947758325153117,66.4925277505104,69826.99729227839,-3420.9098278436577,0.0008,8.6699772
2022-01-10,603993,SELL,5.0585404276,100,505.85404275999997,0.15175621282799998,0.50585404276,556.9646405399999,-51.76820803558792,0.0008,5.0991435
2022-01-10,600988,SELL,14.539583890104,3500,50888.543615364,15.266563084609198,50.888543615364,52587.580395168,-1765.191886503977,0.0008,14.62000176
2022-01-10,000878,SELL,11.990845463344,100,1199.0845463343999,0.35972536390031995,1.1990845463344,1242.1716909983998,-44.645954574234565,0.0008,12.01833024
2022-01-10,601600,SELL,5.577263726712,3900,21751.328534176802,6.52539856025304,21.751328534176803,22479.5203528896,-756.4685458072308,0.0008,5.69392467
2022-01-10,600219,SELL,3.960164971488,900,3564.1484743392,1.06924454230176,3.5641484743392002,3636.2372915016,-76.72221017904076,0.0008,3.9305808
