date,symbol,score,close,amount
2020-01-09,600219,0.016,1.90354814,520429856.0
2020-01-09,600362,0.064,14.73191828,371198407.0
2020-01-09,600489,0.02,7.8459641,962112824.0
2020-01-09,600497,0.04,3.7710156,98315770.0
2020-01-09,600547,0.012,24.82084494,3603269728.0
2020-01-09,600988,0.004,5.85586092,1423302692.0
2020-01-09,601168,0.044000000000000004,5.27850526,285644858.0
2020-01-09,601600,0.06,3.30976902,197938641.0
2020-01-09,601899,0.08,4.03291867,1758105776.0
2020-01-09,601958,0.068,6.53677654,95351478.0
2020-01-09,603993,0.027999999999999997,3.97352254,859266159.0
2020-01-10,000630,0.032,2.0054183,119028853.73
2020-01-10,000807,0.02,4.7923656,469500295.1
2020-01-10,000831,0.044000000000000004,12.7796301,192348910.68
2020-01-10,000878,0.068,12.00608448,388188239.64
2020-01-10,000933,0.07200000000000001,4.12041168,159943991.46
2020-01-10,000960,0.06,9.77414016,131885989.85
2020-01-10,002460,0.004,27.68414064,1870824838.75
2020-01-10,002466,0.016,29.497824,1339099426.63
2020-01-10,600111,0.036000000000000004,10.6163097,267785942.0
2020-01-10,600219,0.012,1.91934522,309839029.0
2020-01-10,600362,0.048,14.72317011,396283277.0
2020-01-10,600489,0.027999999999999997,7.72254444,459389333.0
2020-01-10,600497,0.064,3.72816315,118622780.0
2020-01-10,600547,0.024,24.35541068,2191239796.0
2020-01-10,600988,0.008,5.62987971,896556576.0
2020-01-10,601168,0.076,5.20076586,336137272.0
2020-01-10,601600,0.052000000000000005,3.29106976,167265201.0
2020-01-10,601899,0.08,4.05974518,1063149765.0
2020-01-10,601958,0.04,6.51198472,81931133.0
2020-01-10,603993,0.055999999999999994,3.93756306,1259979507.0
2020-01-13,000630,0.032,1.99669909,92994048.93
2020-01-13,000807,0.027999999999999997,4.7560598,356875926.56
2020-01-13,000831,0.064,12.92823045,227521344.94
2020-01-13,000878,0.012,12.02384496,295551261.95
2020-01-13,000933,0.044000000000000004,4.1360193,239286778.12
2020-01-13,000960,0.02,9.94363392,147180264.56
2020-01-13,002460,0.008,28.02109464,1675087961.19
2020-01-13,002466,0.048,29.50704207,1407737872.59
2020-01-13,600111,0.04,10.7132623,316311329.0
2020-01-13,600219,0.004,1.8956496,282717985.0
2020-01-13,600362,0.016,14.74066645,299972199.0
2020-01-13,600489,0.076,7.69609737,279280077.0
2020-01-13,600497,0.06,3.73673364,93455212.0
2020-01-13,600547,0.08,24.18174118,1341419581.0
2020-01-13,600988,0.036000000000000004,5.58075336,525129410.0
2020-01-13,601168,0.055999999999999994,5.27850526,222214617.0
2020-01-13,601600,0.068,3.29106976,194856632.0
2020-01-13,601899,0.07200000000000001,4.14022471,936407153.0
2020-01-13,601958,0.024,6.59462412,108276125.0
2020-01-13,603993,0.052000000000000005,3.94655293,547547414.0
2020-01-14,000630,0.06,2.0054183,134809249.99
2020-01-14,000807,0.027999999999999997,4.9557417,831742170.84
2020-01-14,000831,0.07200000000000001,12.86879031,315498838.36
2020-01-14,000878,0.052000000000000005,11.95280304,473070682.95
2020-01-14,000933,0.064,4.18284216,287390648.01
2020-01-14,000960,0.016,10.24495616,539895476.56
2020-01-14,002460,0.004,29.25434628,2655547808.04
2020-01-14,002466,0.008,32.06044746,3597620942.64
2020-01-14,600111,0.04,10.74234808,436835959.0
2020-01-14,600219,0.02,1.90354814,300303806.0
2020-01-14,600362,0.044000000000000004,14.7844073,540418956.0
2020-01-14,600489,0.076,7.69609737,267489819.0
2020-01-14,600497,0.055999999999999994,3.77958609,186193930.0
2020-01-14,600547,0.08,23.88997642,1866814208.0
2020-01-14,600988,0.068,5.65935552,627798208.0
2020-01-14,601168,0.036000000000000004,5.42621012,627066574.0
2020-01-14,601600,0.048,3.32846828,274840154.0
2020-01-14,601899,0.024,4.23858858,1532893173.0
2020-01-14,601958,0.032,6.61941594,190414771.0
2020-01-14,603993,0.012,4.23422877,2155462681.0
2020-01-15,000630,0.048,1.99669909,111078062.97
2020-01-15,000807,0.02,4.7560598,505074705.52
2020-01-15,000831,0.052000000000000005,12.50224278,260924215.03
2020-01-15,000878,0.06,11.64199464,341580627.54
2020-01-15,000933,0.027999999999999997,4.08919644,151343398.72
2020-01-15,000960,0.004,10.46153152,450062398.24
2020-01-15,002460,0.008,28.3715268,2138113101.32
2020-01-15,002466,0.012,30.48415749,2503255294.72
2020-01-15,600111,0.036000000000000004,10.5193571,300158391.0
2020-01-15,600219,0.032,1.86405544,235037001.0
2020-01-15,600362,0.064,14.4344805,345520017.0
2020-01-15,600489,0.07200000000000001,7.66083461,187376794.0
2020-01-15,600497,0.044000000000000004,3.71102217,95471965.0
2020-01-15,600547,0.076,23.93860388,1434453931.0
2020-01-15,600988,0.08,5.5021512,523307248.0
2020-01-15,601168,0.024,5.33292284,295174063.0
2020-01-15,601600,0.04,3.2723705,185476247.0
2020-01-15,601899,0.068,4.1133982,879009858.0
2020-01-15,601958,0.055999999999999994,6.42934532,144031929.0
2020-01-15,603993,0.016,4.09938072,1396000863.0
2020-01-16,000630,0.069,2.0054183,96360658.45
2020-01-16,000807,0.054,4.7016011,333323549.24
2020-01-16,000831,0.136,12.23476215,219404922.35
2020-01-16,000878,0.11299999999999999,11.64199464,198698779.56
2020-01-16,000933,0.077,4.09700025,102319456.79
2020-01-16,000960,0.016,10.52744576,360760231.59
2020-01-16,002460,0.015,28.16261532,1619492493.05
2020-01-16,002466,0.014,30.19839732,1404240574.18
2020-01-16,600111,0.083,10.46118554,248781424.0
2020-01-16,600219,0.082,1.84035982,195626402.0
2020-01-16,600362,0.1,14.39073965,228469038.0
2020-01-16,600489,0.092,7.57267771,229560390.0
2020-01-16,600497,0.08399999999999999,3.70245168,88582515.0
2020-01-16,600547,0.08700000000000001,23.67462624,1122354862.0
2020-01-16,600988,0.089,5.34494688,506970523.0
2020-01-16,601168,0.05499999999999999,5.27073132,175231964.0
2020-01-16,601600,0.08199999999999999,3.26302087,146225673.0
2020-01-16,601899,0.074,4.04186084,765643798.0
2020-01-16,601958,0.11099999999999999,6.34670592,103713361.0
2020-01-16,603993,0.037,4.03645163,609638805.0
2020-01-17,000630,0.064,1.99669909,82476793.31
2020-01-17,000807,0.05,4.78328915,329885333.92
2020-01-17,000831,0.137,12.19513539,180265372.94
2020-01-17,000878,0.132,11.56207248,157188076.43
2020-01-17,000933,0.064,4.12821549,245511294.71
2020-01-17,000960,0.01,10.58394368,330716789.92
2020-01-17,002460,0.015,28.19631072,1531088588.58
2020-01-17,002466,0.036000000000000004,29.70983961,1181613372.81
2020-01-17,600111,0.105,10.3739282,234464368.0
2020-01-17,600219,0.091,1.83246128,192792840.0
2020-01-17,600362,0.122,14.25076893,204622010.0
2020-01-17,600489,0.07700000000000001,7.61675616,200787099.0
2020-01-17,600497,0.07500000000000001,3.71959266,99393782.0
2020-01-17,600547,0.086,23.81356184,1098067724.0
2020-01-17,600988,0.073,5.46285012,473071339.0
2020-01-17,601168,0.028999999999999998,5.37179254,243106363.0
2020-01-17,601600,0.096,3.24432161,178391170.0
2020-01-17,601899,0.067,4.13128254,823719405.0
2020-01-17,601958,0.094,6.41281744,84825986.0
2020-01-17,603993,0.047,3.97352254,620242177.0
2020-01-20,000630,0.112,2.01413751,86689383.82
2020-01-20,000807,0.134,4.72883045,297666645.95
2020-01-20,000831,0.16300000000000003,12.27438891,161720015.17
2020-01-20,000878,0.162,11.59759344,222743815.43
2020-01-20,000933,0.11900000000000002,4.08139263,142187130.6
2020-01-20,000960,0.125,10.5462784,225567483.34
2020-01-20,002460,0.19199999999999998,28.68152448,1713395473.32
2020-01-20,002466,0.162,30.03247206,1057575125.4
2020-01-20,600111,0.17500000000000002,10.54844288,270670288.0
2020-01-20,600219,0.178,1.84825836,121068981.0
2020-01-20,600362,0.177,14.32950246,197897598.0
2020-01-20,600489,0.13799999999999998,7.55504633,217857018.0
2020-01-20,600497,0.08899999999999998,3.74530413,79242834.0
2020-01-20,600547,0.179,23.90386998,958990296.0
2020-01-20,600988,0.15400000000000003,5.51197647,360522258.0
2020-01-20,601168,0.12299999999999998,5.27073132,241282568.0
2020-01-20,601600,0.13400000000000004,3.23497198,157616974.0
2020-01-20,601899,0.16499999999999998,4.05974518,837995411.0
2020-01-20,601958,0.11600000000000002,6.3632338,75431163.0
2020-01-20,603993,0.143,3.93756306,619708973.0
2020-01-21,000630,0.093,1.96182225,145346138.27
2020-01-21,000807,0.07600000000000001,4.4656134,416178161.76
2020-01-21,000831,0.11500000000000002,11.92765476,184817015.9
2020-01-21,000878,0.08500000000000002,10.98485688,388874829.81
2020-01-21,000933,0.055999999999999994,3.93312024,169673009.48
2020-01-21,000960,0.104,10.4050336,184831185.62
2020-01-21,002460,0.12299999999999997,27.8324004,1223791378.39
2020-01-21,002466,0.115,29.26737225,956420013.93
2020-01-21,600111,0.10600000000000001,10.24788982,289181814.0
2020-01-21,600219,0.10099999999999999,1.80876566,167978630.0
2020-01-21,600362,0.10199999999999998,13.65589337,510510890.0
2020-01-21,600489,0.027999999999999997,7.42281098,395701522.0
2020-01-21,600497,0.069,3.65102874,98549229.0
2020-01-21,600547,0.043000000000000024,24.05669914,1522976099.0
2020-01-21,600988,0.016,5.62005444,634058524.0
2020-01-21,601168,0.081,5.053061,292490081.0
2020-01-21,601600,0.10700000000000003,3.16952457,230294303.0
2020-01-21,601899,0.07900000000000001,3.89878612,1131010501.0
2020-01-21,601958,0.089,6.197955,89069451.0
2020-01-21,603993,0.092,3.7757454,576365367.0
2020-01-22,000630,0.169,1.97054146,123152378.97
2020-01-22,000807,0.141,4.49284275,202435411.23
2020-01-22,000831,0.131,11.94746814,160078601.85
2020-01-22,000878,0.11200000000000002,11.2779048,361989328.93
2020-01-22,000933,0.08800000000000002,3.97213929,138444662.62
2020-01-22,000960,0.187,10.50861312,177170867.46
2020-01-22,002460,0.154,29.4160842,2616971756.61
2020-01-22,002466,0.09500000000000001,30.01403592,1645055559.55
2020-01-22,600111,0.12500000000000003,10.23819456,250614657.0
2020-01-22,600219,0.105,1.8166642,149608688.0
2020-01-22,600362,0.174,13.71713056,418457925.0
2020-01-22,600489,0.066,7.23768149,319210064.0
2020-01-22,600497,0.133,3.62531727,117720671.0
2020-01-22,600547,0.08500000000000003,23.03552248,1580272908.0
2020-01-22,600988,0.09400000000000001,5.51197647,535683590.0
2020-01-22,601168,0.09400000000000001,5.23186162,318154230.0
2020-01-22,601600,0.174,3.16017494,159906319.0
2020-01-22,601899,0.11699999999999999,3.96138131,841726380.0
2020-01-22,601958,0.14600000000000002,6.24753864,80754405.0
2020-01-22,603993,0.12999999999999998,3.89261371,678731242.0
2020-01-23,000630,0.177,1.92694541,130203841.65
2020-01-23,000807,0.127,4.2840844,301988366.09
2020-01-23,000831,0.117,11.32334667,293486369.47
2020-01-23,000878,0.139,10.7006892,358369034.74
2020-01-23,000933,0.12999999999999998,3.78484785,182889885.94
2020-01-23,000960,0.17300000000000001,9.94363392,238939401.89
2020-01-23,002460,0.174,29.22738996,2553695275.24
2020-01-23,002466,0.10300000000000001,28.41009174,1630583631.16
2020-01-23,600111,0.14300000000000002,9.83099364,347705776.0
2020-01-23,600219,0.113,1.76927296,212416611.0
2020-01-23,600362,0.221,13.23598121,389854065.0
2020-01-23,600489,0.05399999999999999,7.14952459,268483720.0
2020-01-23,600497,0.14400000000000004,3.5139009,119377685.0
2020-01-23,600547,0.05299999999999999,22.55619466,1215630213.0
2020-01-23,600988,0.044,5.63970498,648821770.0
2020-01-23,601168,0.09,5.04528706,236098897.0
2020-01-23,601600,0.193,3.0853779,243430566.0
2020-01-23,601899,0.09800000000000002,3.83619093,1286037893.0
2020-01-23,601958,0.11000000000000001,6.02441226,98928514.0
2020-01-23,603993,0.11699999999999999,3.70382644,768748635.0
2020-02-03,000630,0.159,1.73512279,80910614.0
2020-02-03,000807,0.08800000000000001,3.85749125,37065525.0
2020-02-03,000831,0.10500000000000001,10.19398401,21915642.0
2020-02-03,000878,0.137,9.6350604,28712355.0
2020-02-03,000933,0.093,3.41026497,29840982.0
2020-02-03,000960,0.08600000000000002,8.945504,64815650.0
2020-02-03,002460,0.151,26.30262924,2316283749.91
2020-02-03,002466,0.04600000000000001,25.57092618,131049308.0
2020-02-03,600111,0.11000000000000001,8.85177238,122018798.0
2020-02-03,600219,0.16899999999999998,1.59550508,373291584.0
2020-02-03,600362,0.197,11.91500754,315257799.0
2020-02-03,600489,0.12100000000000001,6.65584595,569270658.0
2020-02-03,600497,0.11400000000000002,3.16251081,42742008.0
2020-02-03,600547,0.14500000000000002,21.9518248,2202122925.0
2020-02-03,600988,0.139,5.57092809,786561031.0
2020-02-03,601168,0.12100000000000002,4.53998096,196083595.0
2020-02-03,601600,0.191,2.77684011,289393530.0
2020-02-03,601899,0.151,3.45167762,1751335325.0
2020-02-03,601958,0.119,5.42114464,48861386.0
2020-02-03,603993,0.078,3.33524177,192144610.0
2020-02-04,000630,0.18500000000000003,1.70896516,237440617.63
2020-02-04,000807,0.07400000000000002,3.80303255,336703983.38
2020-02-04,000831,0.10700000000000004,9.65902275,317641516.22
2020-02-04,000878,0.14100000000000001,9.26209032,444022299.0
2020-02-04,000933,0.10400000000000001,3.28540401,284683545.83
2020-02-04,000960,0.07600000000000001,8.70067968,306138664.16
2020-02-04,002460,0.13999999999999999,28.93087044,2907631982.4
2020-02-04,002466,0.11900000000000002,26.732403,4299803381.71
2020-02-04,600111,0.152,8.6287814,530583815.0
2020-02-04,600219,0.15200000000000002,1.63499778,260439019.0
2020-02-04,600362,0.2,11.9849929,540058214.0
2020-02-04,600489,0.10300000000000001,6.72637147,278968168.0
2020-02-04,600497,0.141,3.0853764,149603618.0
2020-02-04,600547,0.121,21.75731496,1153839641.0
2020-02-04,600988,0.128,5.67900606,573715269.0
2020-02-04,601168,0.092,4.59439854,271942548.0
2020-02-04,601600,0.181,2.78618974,298399762.0
2020-02-04,601899,0.13,3.55898366,1101626239.0
2020-02-04,601958,0.122,5.26412978,139328302.0
2020-02-04,603993,0.05199999999999999,3.39817086,891719453.0
2020-02-05,000630,0.16000000000000003,1.743842,171321008.22
2020-02-05,000807,0.048,3.87564415,254142174.99
2020-02-05,000831,0.10800000000000001,10.0057569,264142936.11
2020-02-05,000878,0.14200000000000002,9.2798508,451520824.06
2020-02-05,000933,0.11100000000000002,3.32442306,199243942.91
2020-02-05,000960,0.096,8.90783872,216020120.4
2020-02-05,002460,0.151,30.7975956,4185944582.59
2020-02-05,002466,0.17,25.86590442,3168041997.62
2020-02-05,600111,0.13499999999999998,8.99720128,443409238.0
2020-02-05,600219,0.16099999999999998,1.6586934,249737989.0
2020-02-05,600362,0.182,12.14245996,525103727.0
2020-02-05,600489,0.105,6.83215975,377233526.0
2020-02-05,600497,0.14100000000000001,3.11965836,114284188.0
2020-02-05,600547,0.13999999999999999,22.42420584,2012307815.0
2020-02-05,600988,0.129,6.07201686,1122518020.0
2020-02-05,601168,0.07100000000000001,4.664364,210660998.0
2020-02-05,601600,0.166,2.83293789,208990583.0
2020-02-05,601899,0.122,3.60369451,1217004269.0
2020-02-05,601958,0.118,5.371561,116940802.0
2020-02-05,603993,0.064,3.56897839,1092496459.0
2020-02-06,000630,0.17500000000000004,1.75256121,157537487.35
2020-02-06,000807,0.0465,3.93010285,216094284.26
2020-02-06,000831,0.101,10.09491711,203997152.84
2020-02-06,000878,0.12900000000000006,9.56401848,368613519.37
2020-02-06,000933,0.10650000000000001,3.37904973,192461956.58
2020-02-06,000960,0.125,8.92667136,207202227.69
2020-02-06,002460,0.151,31.62650244,3401195967.49
2020-02-06,002466,0.17300000000000001,25.94886705,2345548282.94
2020-02-06,600111,0.134,9.07476336,311763071.0
2020-02-06,600219,0.15599999999999997,1.66659194,201446381.0
2020-02-06,600362,0.184,12.28243068,617392980.0
2020-02-06,600489,0.09799999999999999,6.8762382,277837609.0
2020-02-06,600497,0.135,3.14536983,129150506.0
2020-02-06,600547,0.13599999999999998,22.39641872,1554361036.0
2020-02-06,600988,0.137,6.17026956,1101952631.0
2020-02-06,601168,0.07800000000000001,4.68768582,215086749.0
2020-02-06,601600,0.15300000000000002,2.86098678,197062694.0
2020-02-06,601899,0.10600000000000001,3.69311621,1235523049.0
2020-02-06,601958,0.123,5.4128807,110694186.0
2020-02-06,603993,0.073,3.56897839,943990955.0
2020-02-07,000630,0.31300000000000006,1.73512279,99585409.04
2020-02-07,000807,0.112,3.9028735,209999527.49
2020-02-07,000831,0.10900000000000001,10.3029576,229607357.95
2020-02-07,000878,0.136,9.53737776,263848373.7
2020-02-07,000933,0.152,3.3556383,153321034.28
2020-02-07,000960,0.289,9.01141824,171995908.6
2020-02-07,002460,0.375,31.63324152,2196549826.24
2020-02-07,002466,0.34900000000000003,25.32203829,1477733187.8
2020-02-07,600111,0.219,9.1135444,310330033.0
2020-02-07,600219,0.3559999999999999,1.6586934,158133901.0
2020-02-07,600362,0.25200000000000006,12.22994166,369083667.0
2020-02-07,600489,0.29900000000000004,6.91150096,288029533.0
2020-02-07,600497,0.229,3.15394032,137627891.0
2020-02-07,600547,0.35200000000000004,22.52146076,1651299240.0
2020-02-07,600988,0.373,6.42572658,1136862937.0
2020-02-07,601168,0.21900000000000003,4.67991188,181348004.0
2020-02-07,601600,0.26899999999999996,2.84228752,208198880.0
2020-02-07,601899,0.23299999999999998,3.6662897,958238599.0
2020-02-07,601958,0.192,5.371561,97146292.0
2020-02-07,603993,0.21199999999999997,3.48806956,556342123.0
2020-02-10,000630,0.316,1.76999963,126181882.02
2020-02-10,000807,0.12100000000000001,4.0117909,212548470.51
2020-02-10,000831,0.095,10.48127802,212412751.47
2020-02-10,000878,0.14100000000000001,9.95474904,410429467.81
2020-02-10,000933,0.174,3.44928402,199990887.08
2020-02-10,000960,0.30300000000000005,9.180912,171102190.16
2020-02-10,002460,0.375,34.79387004,3463806258.78
2020-02-10,002466,0.35500000000000004,26.28993564,2698546192.47
2020-02-10,600111,0.23600000000000002,9.28805908,312238201.0
2020-02-10,600219,0.31999999999999995,1.68238902,194988067.0
2020-02-10,600362,0.23500000000000001,12.45739408,514661733.0
2020-02-10,600489,0.269,7.03492062,303922122.0
2020-02-10,600497,0.24700000000000003,3.22250424,135145372.0
2020-02-10,600547,0.382,22.97994824,1710512551.0
2020-02-10,600988,0.365,6.92681535,1356479448.0
2020-02-10,601168,0.21400000000000002,4.8198428,205885774.0
2020-02-10,601600,0.24300000000000002,2.87033641,174237615.0
2020-02-10,601899,0.21100000000000002,3.7557114,1210140318.0
2020-02-10,601958,0.208,5.51204798,119685753.0
2020-02-10,603993,0.23000000000000004,3.66786696,1029020067.0
2020-02-11,000630,0.34299999999999997,1.78743805,129276366.85
2020-02-11,000807,0.11799999999999998,4.0662496,268140419.18
2020-02-11,000831,0.057999999999999996,10.47137133,203574364.71
2020-02-11,000878,0.104,9.91034784,312900267.74
2020-02-11,000933,0.126,3.55853736,283292759.15
2020-02-11,000960,0.28800000000000003,9.07733248,174255366.12
2020-02-11,002460,0.38,35.80473204,4048353525.68
2020-02-11,002466,0.31400000000000006,25.74606951,1728476711.83
2020-02-11,600111,0.19400000000000003,9.2589733,251605776.0
2020-02-11,600219,0.36300000000000004,1.69028756,183440774.0
2020-02-11,600362,0.244,12.46614225,460505673.0
2020-02-11,600489,0.252,6.95557941,240543373.0
2020-02-11,600497,0.264,3.26535669,194657507.0
2020-02-11,600547,0.398,22.63260924,1256881808.0
2020-02-11,600988,0.376,6.50432874,1281077762.0
2020-02-11,601168,0.28200000000000003,4.74987734,199333693.0
2020-02-11,601600,0.267,2.87968604,192982615.0
2020-02-11,601899,0.254,3.79148008,1120219409.0
2020-02-11,601958,0.11699999999999999,5.56163162,113861457.0
2020-02-11,603993,0.29800000000000004,3.84766436,1590265974.0
2020-02-12,000630,0.30700000000000005,1.81359568,135818428.65
2020-02-12,000807,0.08500000000000003,4.1207083,187339163.61
2020-02-12,000831,0.06300000000000001,10.74875865,268742539.09
2020-02-12,000878,0.05600000000000002,10.15011432,267994921.37
2020-02-12,000933,0.13399999999999998,3.5897526,181069000.15
2020-02-12,000960,0.30700000000000005,9.30332416,205596727.49
2020-02-12,002460,0.364,39.38318352,2807601551.63
2020-02-12,002466,0.311,28.31791104,2162212634.17
2020-02-12,600111,0.25000000000000006,9.53044058,413534241.0
2020-02-12,600219,0.317,1.70608464,131074254.0
2020-02-12,600362,0.21300000000000002,12.54487578,460637878.0
2020-02-12,600489,0.28500000000000003,6.97321079,225212956.0
2020-02-12,600497,0.24000000000000002,3.30820914,161056366.0
2020-02-12,600547,0.42000000000000004,22.67428992,1030373024.0
2020-02-12,600988,0.38799999999999996,6.63205725,890010241.0
2020-02-12,601168,0.258,4.8587125,217766955.0
2020-02-12,601600,0.24400000000000002,2.90773493,187852146.0
2020-02-12,601899,0.28300000000000003,3.8451331,724574715.0
2020-02-12,601958,0.209,5.80128588,242498978.0
2020-02-12,603993,0.306,4.23422877,2110681719.0
2020-02-13,000630,0.28500000000000003,1.79615726,119013439.74
2020-02-13,000807,0.14400000000000002,4.07532605,246026791.66
2020-02-13,000831,0.084,10.74875865,289701723.8
2020-02-13,000878,0.07000000000000002,9.97250952,313944562.23
2020-02-13,000933,0.15100000000000002,3.51951831,155404369.65
2020-02-13,000960,0.30400000000000005,9.24682624,169765430.36
2020-02-13,002460,0.378,40.09078692,6016421933.08
2020-02-13,002466,0.306,31.14785853,6119104393.12
2020-02-13,600111,0.26999999999999996,9.49165954,427355428.0
2020-02-13,600219,0.30600000000000005,1.67449048,165866102.0
2020-02-13,600362,0.22199999999999998,12.52737944,458663637.0
2020-02-13,600489,0.245,7.13189321,482938328.0
2020-02-13,600497,0.227,3.24821571,153037138.0
2020-02-13,600547,0.35100000000000003,23.4453825,2390640000.0
2020-02-13,600988,0.372,7.13314602,1279576012.0
2020-02-13,601168,0.276,4.88203432,288391258.0
2020-02-13,601600,0.25299999999999995,2.87033641,174062182.0
2020-02-13,601899,0.24799999999999994,3.86301744,768082420.0
