rows,direction_accuracy,raw_direction_accuracy,baseline_accuracy,auc,raw_auc,brier,raw_brier,calibrated_ece,raw_ece,probability_calibration_methods,probability_calibration_statuses,probability_calibration_ready_ratio,probability_calibration_pit_ratio,probability_calibration_pit_passed,probability_calibration_mean_improvement_brier,probability_calibration_mean_improvement_ece,rank_ic,top_bucket_return,bottom_bucket_return,top_bottom_spread,beats_baseline,requested_model_type,effective_model_type,effective_model_types,model_base_status,model_base_statuses,fallback_reason,fallback_reasons,fallback_rate,prediction_methods,model_status,trust_gate_passed,trust_gate_reasons,horizon_days,model_type,trust_status
2370,0.5071729957805907,0.5135021097046414,0.5198312236286919,0.5024882027023942,0.5086318558418734,0.25332640199481987,0.2569859826401685,0.020647055336670807,0.05164328313060542,identity;isotonic;platt,calibrated;calibration_failed;calibration_watch,0.7341772151898734,1.0,True,0.01426485709664078,0.03963753799786294,0.0022020764741995393,0.0010709745727208778,-8.875244499985408e-05,0.001159727017720732,True,catboost,catboost,catboost,trained,trained,,,0.0,catboost_walk_forward,ok,False,min_oos_rows;auc_above_052;brier_below_025;calibration_ready,1,catboost,weak
