horizon_days,rows,direction_accuracy,brier,return_ic,top_bucket_return,bottom_bucket_return,max_forward_drawdown
1,1557,0.4849068721901092,0.25128840380261525,-0.10270479359351017,-0.0023299973725169785,0.003291032519225994,-0.4720661426135676
5,1553,0.43979394719896975,0.25222224910491575,-0.0696241909748167,0.00240379745432274,0.010485551230015702,-0.9328098622921973
20,1538,0.5286085825747724,0.2509123807775261,-0.03627130132635948,0.01891649689067186,0.04893181585602155,-0.9995906870440551
