year,return,max_drawdown,volatility,sharpe
2022,-0.16381584652253312,-0.1747359841968006,0.13731949729837517,-1.1935551268767202
2023,0.28903999626701715,-0.0668288675840506,0.14087476835833618,1.797029714256077
2024,0.0716606779395701,-0.10517406839628796,0.13429195807469563,0.615057486190638
2025,0.321306307252494,-0.07681838853575362,0.13970377070264858,1.8757533551715257
