model_type,horizon_days,size_source,size_bucket,rows,symbols,direction_accuracy,baseline_accuracy,auc,raw_auc,brier,raw_brier,calibrated_ece,raw_ece,probability_calibration_statuses,probability_calibration_methods,probability_calibration_ready_ratio,probability_calibration_pit_ratio,rank_ic,mean_forward_return,top_bucket_return,bottom_bucket_return,top_bottom_spread,slice_status
lightgbm,5,cs_amount_rank_20_liquidity_proxy,high_liquidity_proxy,24489,161,0.5039813793948303,0.5028788435624157,0.5022178413011336,0.4845874353609034,0.2558958321271952,0.2581231332262811,0.02579359918313237,0.04498592894550628,calibrated;calibration_failed;calibration_watch,identity;isotonic,0.6192576258728408,1.0,0.009370057935471863,0.0065588236197884914,0.013302703534101692,0.0054228160535062875,0.007879887480595406,ok
lightgbm,5,cs_amount_rank_20_liquidity_proxy,low_liquidity_proxy,24157,138,0.4830483917705013,0.5010969905203461,0.48054177800096043,0.46317665786136986,0.25714668557356585,0.2585228864629423,0.02638173245355543,0.03228582270358633,calibrated;calibration_failed;calibration_watch,identity;isotonic,0.6192407997681831,1.0,-0.03714043287677821,0.0033004138046981526,0.004492859812093923,0.007076674822846284,-0.0025838150107523614,weak_or_failed
lightgbm,5,cs_amount_rank_20_liquidity_proxy,mid_liquidity_proxy,24102,172,0.49531159239897105,0.5064310015766327,0.4942154676374336,0.4709800052032135,0.2564408967142411,0.25976289425713256,0.030071503741980716,0.0500639479000913,calibrated;calibration_failed;calibration_watch,identity;isotonic,0.6190772549995851,1.0,-0.0021004729168229226,0.005291597221796724,0.009096530657722448,0.00550722885224572,0.0035893018054767283,ok
